over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,id,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,fieldingPosition,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,decisionOfficialId,matchName
1605904,2,7.0,6,0,0,14,0,6,75361,39027,T20 Blast 2026 - Men,1,33,Warwickshire Men,39,Glamorgan Men,8550973,2026-07-03T17:33:38Z,1,8,False,10872,Timm van der Gugten,10579,Zen Malik,2718,Rob Yates,,,Right,1,1,1,0,LengthBall,LegStump,PlayAndMissLegSide,BackFoot,Glance,NoMovement,Over,Medium,Right,Null,NotReferred,Null,True,False,False,False,False,True,False,False,True,False,False,False,1,0,1,0,0,False,False,Wicketkeeper,,,,,,,
1605904,2,7.0,6,0,0,14,0,6,75361,39027,T20 Blast 2026 - Men,1,33,Warwickshire Men,39,Glamorgan Men,8550979,2026-07-03T17:34:07Z,1,9,False,10872,Timm van der Gugten,10579,Zen Malik,2718,Rob Yates,,,Right,0,0,0,0,BackOfALength,OutsideOff,Missed,BackFoot,Pull,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Wicketkeeper,,,,,,,
1605904,2,7.0,6,0,0,14,0,6,75361,39027,T20 Blast 2026 - Men,1,33,Warwickshire Men,39,Glamorgan Men,8550985,2026-07-03T17:34:39Z,2,10,False,10872,Timm van der Gugten,10579,Zen Malik,2718,Rob Yates,284.0,74.0,Right,1,0,1,1,BackOfALength,OutsideOff,MisTimed,FrontFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,Mid On,,,,,,,
1605904,2,7.0,6,0,0,14,0,6,75361,39027,T20 Blast 2026 - Men,1,33,Warwickshire Men,39,Glamorgan Men,8550991,2026-07-03T17:35:15Z,3,11,False,10872,Timm van der Gugten,2718,Rob Yates,10579,Zen Malik,350.0,77.0,Left,1,0,1,1,LengthBall,LegStump,Middled,BackFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,Point,,,,,,,
1605904,2,7.0,6,0,0,14,0,6,75361,39027,T20 Blast 2026 - Men,1,33,Warwickshire Men,39,Glamorgan Men,8550997,2026-07-03T17:35:47Z,4,12,False,10872,Timm van der Gugten,10579,Zen Malik,2718,Rob Yates,,,Right,0,0,0,0,LengthBall,LegStump,PlayAndMissLegSide,FrontFoot,Sweep,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Wicketkeeper,,,,,,,
1605904,2,7.0,6,0,0,14,0,6,75361,39027,T20 Blast 2026 - Men,1,33,Warwickshire Men,39,Glamorgan Men,8551004,2026-07-03T17:36:32Z,5,13,False,10872,Timm van der Gugten,10579,Zen Malik,2718,Rob Yates,,,Right,0,0,0,0,BackOfALength,OutsideOff,HitBody,BackFoot,Pull,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Bowler,,,,,,,
1605904,2,7.0,6,0,0,14,0,6,75361,39027,T20 Blast 2026 - Men,1,33,Warwickshire Men,39,Glamorgan Men,8551009,2026-07-03T17:37:08Z,6,14,False,10872,Timm van der Gugten,10579,Zen Malik,2718,Rob Yates,,,Right,1,1,1,0,Short,OutsideOff,Left,NoMovement,Leave,NoMovement,Over,Medium,Right,Null,NotReferred,Null,True,False,False,False,False,True,False,False,True,False,False,False,1,0,1,0,0,False,False,Wicketkeeper,,,,,,,
1605904,2,7.0,6,0,0,14,0,6,75361,39027,T20 Blast 2026 - Men,1,33,Warwickshire Men,39,Glamorgan Men,8551015,2026-07-03T17:37:39Z,6,15,False,10872,Timm van der Gugten,10579,Zen Malik,2718,Rob Yates,122.0,131.0,Right,2,0,2,2,LengthBall,OutsideOff,Middled,BackFoot,LateCut,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,2,0,0,0,0,False,False,Third Man,,,,,,,
1605913,3,8.33,11,1,0,25,1,11,75361,39027,T20 Blast 2026 - Men,1,33,Warwickshire Men,39,Glamorgan Men,8551024,2026-07-03T17:38:47Z,1,16,False,1882,Nathan McAndrew,2718,Rob Yates,10579,Zen Malik,214.0,176.0,Left,4,0,4,4,BackOfALength,LegStump,Middled,BackFoot,Pull,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,,,,
1605913,3,8.33,11,1,0,25,1,11,75361,39027,T20 Blast 2026 - Men,1,33,Warwickshire Men,39,Glamorgan Men,8551031,2026-07-03T17:39:25Z,2,17,False,1882,Nathan McAndrew,2718,Rob Yates,10579,Zen Malik,334.0,69.0,Left,0,0,0,0,LengthBall,MiddleStump,None,BackFoot,BackwardDefensive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Cover,,,,,,,
