over_id,over_overNumber,over_runrate,over_totalInningRuns,over_totalInningWickets,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled,ballDateTime,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId
49523,6,,32,1,1.0,0.0,0.0,1.0,1112,,5081,IPL 2019,1,242,Punjab Kings,245,Rajasthan Royals,5,False,Silly Mid Off,0,0,False,False,2019-03-25T14:56:57Z,53.0,Jofra Archer,298.0,,1417.0,Chris Gayle,253.0,42.0,Left,0.0,0.0,BackOfALength,OutsideOff,None,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,42.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,,
49523,6,,32,1,1.0,0.0,0.0,1.0,1112,,5081,IPL 2019,1,242,Punjab Kings,245,Rajasthan Royals,6,False,Second Slip,0,0,False,False,2019-03-25T14:57:31Z,53.0,Jofra Archer,298.0,,1417.0,Chris Gayle,117.0,23.0,Left,0.0,0.0,BackOfALength,OutsideOff,None,BackFoot,Dropped,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,42.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,,
49524,7,,37,1,5.0,0.0,0.0,5.0,1112,,5081,IPL 2019,1,242,Punjab Kings,245,Rajasthan Royals,1,False,Extra Cover,0,0,False,False,2019-03-25T14:58:39Z,285.0,Krishnappa Gowtham,1417.0,Chris Gayle,298.0,,330.0,82.0,Right,0.0,0.0,LengthBall,OutsideOff,None,FrontFoot,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,83.0,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,,
49524,7,,37,1,5.0,0.0,0.0,5.0,1112,,5081,IPL 2019,1,242,Punjab Kings,245,Rajasthan Royals,2,False,Long Off,0,2,False,False,2019-03-25T14:58:51Z,285.0,Krishnappa Gowtham,1417.0,Chris Gayle,298.0,,304.0,142.0,Right,2.0,2.0,LengthBall,OutsideOff,None,BackFoot,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,83.0,False,False,False,False,True,False,2.0,0.0,0.0,0.0,0.0,,,,,
49524,7,,37,1,5.0,0.0,0.0,5.0,1112,,5081,IPL 2019,1,242,Punjab Kings,245,Rajasthan Royals,3,False,Long Off,0,1,False,False,2019-03-25T14:59:16Z,285.0,Krishnappa Gowtham,1417.0,Chris Gayle,298.0,,296.0,142.0,Right,1.0,1.0,LengthBall,OutsideOff,None,FrontFoot,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,83.0,False,False,False,False,True,False,1.0,0.0,0.0,0.0,0.0,,,,,
49524,7,,37,1,5.0,0.0,0.0,5.0,1112,,5081,IPL 2019,1,242,Punjab Kings,245,Rajasthan Royals,4,False,Deep Mid Wicket,0,1,False,False,2019-03-25T14:59:48Z,285.0,Krishnappa Gowtham,298.0,,1417.0,Chris Gayle,343.0,151.0,Left,1.0,1.0,LengthBall,OutsideOff,None,FrontFoot,Sweep,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,83.0,False,False,False,False,True,False,1.0,0.0,0.0,0.0,0.0,,,,,
49524,7,,37,1,5.0,0.0,0.0,5.0,1112,,5081,IPL 2019,1,242,Punjab Kings,245,Rajasthan Royals,5,False,Fine Leg,0,1,False,False,2019-03-25T15:00:19Z,285.0,Krishnappa Gowtham,1417.0,Chris Gayle,298.0,,133.0,133.0,Right,1.0,1.0,BackOfALength,OutsideOff,None,BackFoot,Glance,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,83.0,False,False,False,False,True,False,1.0,0.0,0.0,0.0,0.0,,,,,
49524,7,,37,1,5.0,0.0,0.0,5.0,1112,,5081,IPL 2019,1,242,Punjab Kings,245,Rajasthan Royals,6,False,Backward Point,0,0,False,False,2019-03-25T15:00:44Z,285.0,Krishnappa Gowtham,298.0,,1417.0,Chris Gayle,159.0,74.0,Left,0.0,0.0,BackOfALength,OutsideOff,None,NoMovement,Cut,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,83.0,False,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,,
49525,8,,50,1,13.0,0.0,0.0,13.0,1112,,5081,IPL 2019,1,242,Punjab Kings,245,Rajasthan Royals,1,False,Third Man,0,4,False,True,2019-03-25T15:02:16Z,1934.0,Jaydev Unadkat,1417.0,Chris Gayle,298.0,,77.0,174.0,Right,4.0,4.0,BackOfALength,OutsideOff,WellTimed,BackFoot,Steer,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,False,42.0,False,False,False,False,True,False,4.0,0.0,0.0,0.0,0.0,,,,,
49525,8,,50,1,13.0,0.0,0.0,13.0,1112,,5081,IPL 2019,1,242,Punjab Kings,245,Rajasthan Royals,2,False,Third Man,0,2,False,False,2019-03-25T15:02:57Z,1934.0,Jaydev Unadkat,1417.0,Chris Gayle,298.0,,87.0,142.0,Right,2.0,2.0,BackOfALength,OutsideOff,TopEdge,DownTheTrack,Pull,OffCutter,Over,Fast,Right,Null,Null,False,False,False,False,False,False,42.0,False,False,False,False,True,False,2.0,0.0,0.0,0.0,0.0,,,,,
49525,8,,50,1,13.0,0.0,0.0,13.0,1112,,5081,IPL 2019,1,242,Punjab Kings,245,Rajasthan Royals,3,False,Deep Cover,0,1,False,False,2019-03-25T15:03:36Z,1934.0,Jaydev Unadkat,1417.0,Chris Gayle,298.0,,336.0,144.0,Right,1.0,1.0,LengthBall,OutsideOff,None,NoMovement,Drive,OffCutter,Over,Fast,Right,Null,Null,False,False,False,False,False,False,42.0,False,False,False,False,True,False,1.0,0.0,0.0,0.0,0.0,,,,,
