over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,id,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,matchName
1587050,9,9.22,5.0,0.0,0.0,83.0,1.0,5.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437346,2026-05-25T16:36:19Z,3,False,10100,Joe Pocklington,11452,Matty Hurst,192,Keaton Jennings,193,146,Deep Cover,1,0,1,1,BackOfALength,Null,NotOut,Played,0,Cut,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587050,9,9.22,5.0,0.0,0.0,83.0,1.0,5.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437348,2026-05-25T16:36:48Z,4,False,10100,Joe Pocklington,192,Keaton Jennings,11452,Matty Hurst,31,75,Backward Point,0,0,0,0,HalfVolley,Null,NotOut,Edged,0,Drive,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
1587050,9,9.22,5.0,0.0,0.0,83.0,1.0,5.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437350,2026-05-25T16:37:15Z,5,False,10100,Joe Pocklington,192,Keaton Jennings,11452,Matty Hurst,302,89,Mid Off,1,0,1,1,LengthBall,Null,NotOut,MisTimed,0,Pushed,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,1,0,0,0,0,False,True,,,,,
1587050,9,9.22,5.0,0.0,0.0,83.0,1.0,5.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437357,2026-05-25T16:37:41Z,6,False,10100,Joe Pocklington,11452,Matty Hurst,192,Keaton Jennings,193,139,Deep Cover,1,0,1,1,LengthBall,Null,NotOut,WellTimed,0,Drive,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587052,10,9.0,7.0,0.0,0.0,90.0,1.0,7.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437360,2026-05-25T16:38:41Z,1,False,38,Benny Howell,11452,Matty Hurst,192,Keaton Jennings,324,65,Short Mid Wicket,0,0,0,0,HalfVolley,Null,NotOut,Played,0,Slog,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
1587052,10,9.0,7.0,0.0,0.0,90.0,1.0,7.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437362,2026-05-25T16:39:04Z,2,False,38,Benny Howell,11452,Matty Hurst,192,Keaton Jennings,269,187,Long Off,4,0,4,4,HalfVolley,Null,NotOut,Middled,0,Drive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,False,95,False,False,False,False,False,False,4,0,0,0,0,True,False,,,,,
1587052,10,9.0,7.0,0.0,0.0,90.0,1.0,7.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437365,2026-05-25T16:40:03Z,3,False,38,Benny Howell,11452,Matty Hurst,192,Keaton Jennings,256,137,Long Off,1,0,1,1,HalfVolley,Null,NotOut,Played,0,Drive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587052,10,9.0,7.0,0.0,0.0,90.0,1.0,7.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437367,2026-05-25T16:40:33Z,4,False,38,Benny Howell,192,Keaton Jennings,11452,Matty Hurst,290,145,Long Off,1,0,1,1,LengthBall,Null,NotOut,Played,0,Drive,Null,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587052,10,9.0,7.0,0.0,0.0,90.0,1.0,7.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437369,2026-05-25T16:41:01Z,5,False,38,Benny Howell,11452,Matty Hurst,192,Keaton Jennings,235,50,Silly Mid Off,0,0,0,0,HalfVolley,Null,NotOut,Played,0,ForwardDefensive,SlowerBall,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
1587052,10,9.0,7.0,0.0,0.0,90.0,1.0,7.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437370,2026-05-25T16:41:32Z,6,False,38,Benny Howell,11452,Matty Hurst,192,Keaton Jennings,7,137,Deep Square Leg,1,0,1,1,BackOfALength,Null,NotOut,MisTimed,0,Pull,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587054,11,9.27,12.0,0.0,0.0,102.0,1.0,12.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437371,2026-05-25T16:42:51Z,1,False,10100,Joe Pocklington,11452,Matty Hurst,192,Keaton Jennings,335,152,Deep Mid Wicket,1,0,1,1,FullToss,Null,NotOut,MisTimed,0,Slog,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,1,0,0,0,0,False,True,,,,,
1587054,11,9.27,12.0,0.0,0.0,102.0,1.0,12.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437373,2026-05-25T16:43:23Z,2,False,10100,Joe Pocklington,192,Keaton Jennings,11452,Matty Hurst,31,167,Third Man,4,0,4,4,FullToss,Null,NotOut,WellTimed,0,ReverseSweep,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,4,0,0,0,0,True,False,,,,,
1587054,11,9.27,12.0,0.0,0.0,102.0,1.0,12.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437376,2026-05-25T16:44:16Z,3,False,10100,Joe Pocklington,192,Keaton Jennings,11452,Matty Hurst,277,188,Long Off,4,0,4,4,LengthBall,Null,NotOut,Middled,0,Drive,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,4,0,0,0,0,True,False,,,,,
1587054,11,9.27,12.0,0.0,0.0,102.0,1.0,12.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437377,2026-05-25T16:44:44Z,4,False,10100,Joe Pocklington,192,Keaton Jennings,11452,Matty Hurst,205,132,Deep Mid Wicket,1,0,1,1,HalfVolley,Null,NotOut,Played,0,Flick,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587054,11,9.27,12.0,0.0,0.0,102.0,1.0,12.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437379,2026-05-25T16:45:12Z,5,False,10100,Joe Pocklington,11452,Matty Hurst,192,Keaton Jennings,197,145,Deep Cover,1,0,1,1,HalfVolley,Null,NotOut,WellTimed,0,Drive,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587054,11,9.27,12.0,0.0,0.0,102.0,1.0,12.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437384,2026-05-25T16:45:39Z,6,False,10100,Joe Pocklington,192,Keaton Jennings,11452,Matty Hurst,216,84,Mid Wicket,1,0,1,1,BackOfALength,Null,NotOut,Played,0,Worked,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587057,12,8.75,3.0,0.0,0.0,105.0,1.0,3.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437389,2026-05-25T16:46:45Z,1,False,38,Benny Howell,192,Keaton Jennings,11452,Matty Hurst,254,78,Mid On,1,0,1,1,BackOfALength,Null,NotOut,MisTimed,0,Pushed,SlowerBall,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587057,12,8.75,3.0,0.0,0.0,105.0,1.0,3.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437392,2026-05-25T16:47:22Z,2,False,38,Benny Howell,11452,Matty Hurst,192,Keaton Jennings,270,40,Bowler,0,0,0,0,HalfVolley,Null,NotOut,Played,0,Drive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
1587057,12,8.75,3.0,0.0,0.0,105.0,1.0,3.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437394,2026-05-25T16:47:51Z,3,False,38,Benny Howell,11452,Matty Hurst,192,Keaton Jennings,283,154,Long On,1,0,1,1,HalfVolley,Null,NotOut,Played,0,Drive,SlowerBall,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587057,12,8.75,3.0,0.0,0.0,105.0,1.0,3.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437397,2026-05-25T16:48:21Z,4,False,38,Benny Howell,192,Keaton Jennings,11452,Matty Hurst,83,12,Short Leg,0,0,0,0,BackOfALength,Null,NotOut,Missed,0,Pull,SlowerBall,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
1587057,12,8.75,3.0,0.0,0.0,105.0,1.0,3.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437398,2026-05-25T16:48:52Z,5,False,38,Benny Howell,192,Keaton Jennings,11452,Matty Hurst,261,136,Long On,1,0,1,1,HalfVolley,Null,NotOut,Played,0,Drive,Null,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587057,12,8.75,3.0,0.0,0.0,105.0,1.0,3.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437401,2026-05-25T16:49:21Z,6,False,38,Benny Howell,11452,Matty Hurst,192,Keaton Jennings,240,41,Silly Mid Off,0,0,0,0,HalfVolley,Null,NotOut,Played,0,Drive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
1587060,13,8.92,11.0,1.0,0.0,116.0,2.0,11.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437406,2026-05-25T16:50:35Z,1,True,2644,George Linde,192,Keaton Jennings,11452,Matty Hurst,301,167,Long Off,0,0,0,0,HalfVolley,Null,NotOut,MisTimed,0,Slog,Null,Round,Orthodox,Left,Out2ndUmpire,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,0,0,0,0,0,False,False,Caught,192.0,Keaton Jennings,Caught,
1587060,13,8.92,11.0,1.0,0.0,116.0,2.0,11.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437412,2026-05-25T16:52:15Z,2,False,2644,George Linde,776,Ben McDermott,11452,Matty Hurst,220,43,Short Extra Cover,0,0,0,0,HalfVolley,Null,NotOut,Played,0,Pushed,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
1587060,13,8.92,11.0,1.0,0.0,116.0,2.0,11.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437413,2026-05-25T16:52:35Z,3,False,2644,George Linde,776,Ben McDermott,11452,Matty Hurst,105,58,Short Third Man,1,0,1,1,BackOfALength,Null,NotOut,Edged,0,Pushed,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587060,13,8.92,11.0,1.0,0.0,116.0,2.0,11.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437416,2026-05-25T16:53:15Z,4,False,2644,George Linde,11452,Matty Hurst,776,Ben McDermott,100,13,Short Leg,0,0,0,0,LengthBall,Null,NotOut,Missed,0,Drive,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
1587060,13,8.92,11.0,1.0,0.0,116.0,2.0,11.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437419,2026-05-25T16:53:39Z,5,False,2644,George Linde,11452,Matty Hurst,776,Ben McDermott,326,190,Deep Mid Wicket,6,0,6,6,LengthBall,Null,NotOut,WellTimed,0,SlogSweep,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,True,False,48,False,False,False,False,False,False,6,0,0,0,0,True,False,,,,,
1587060,13,8.92,11.0,1.0,0.0,116.0,2.0,11.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437421,2026-05-25T16:54:15Z,6,False,2644,George Linde,11452,Matty Hurst,776,Ben McDermott,216,186,Deep Extra Cover,4,0,4,4,HalfVolley,Null,NotOut,Middled,0,Drive,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,True,False,48,False,False,False,False,False,False,4,0,0,0,0,True,False,,,,,
1587062,14,8.71,6.0,1.0,0.0,122.0,3.0,6.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437425,2026-05-25T16:55:23Z,1,False,38,Benny Howell,776,Ben McDermott,11452,Matty Hurst,90,13,Short Leg,0,0,0,0,BackOfALength,Null,NotOut,Missed,0,LateCut,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
1587062,14,8.71,6.0,1.0,0.0,122.0,3.0,6.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437427,2026-05-25T16:55:51Z,2,False,38,Benny Howell,776,Ben McDermott,11452,Matty Hurst,253,136,Long Off,1,0,1,1,HalfVolley,Null,NotOut,Played,0,Drive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587062,14,8.71,6.0,1.0,0.0,122.0,3.0,6.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437428,2026-05-25T16:56:24Z,3,True,38,Benny Howell,11452,Matty Hurst,776,Ben McDermott,295,141,Long On,0,0,0,0,LengthBall,Null,NotOut,Played,0,Slog,SlowerBall,Over,Medium,Right,Out1stUmpire,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,0,0,0,0,0,False,False,Caught,11452.0,Matty Hurst,Caught,
1587062,14,8.71,6.0,1.0,0.0,122.0,3.0,6.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437431,2026-05-25T16:58:11Z,4,False,38,Benny Howell,15504,Joe Moores,776,Ben McDermott,355,79,Point,1,0,1,1,LengthBall,Null,NotOut,Played,0,Dropped,Null,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587062,14,8.71,6.0,1.0,0.0,122.0,3.0,6.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437434,2026-05-25T16:58:40Z,5,False,38,Benny Howell,776,Ben McDermott,15504,Joe Moores,314,49,Short Mid Wicket,0,0,0,0,BackOfALength,Null,NotOut,MisTimed,0,Pushed,SlowerBall,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
1587062,14,8.71,6.0,1.0,0.0,122.0,3.0,6.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437435,2026-05-25T16:59:05Z,6,False,38,Benny Howell,776,Ben McDermott,15504,Joe Moores,268,187,Long Off,4,0,4,4,HalfVolley,Null,NotOut,Middled,0,Drive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,False,95,False,False,False,False,False,False,4,0,0,0,0,True,False,,,,,
1587064,15,8.87,10.0,0.0,1.0,133.0,3.0,11.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437438,2026-05-25T17:00:21Z,1,False,10100,Joe Pocklington,15504,Joe Moores,776,Ben McDermott,194,46,Short Mid Wicket,0,0,0,0,BackOfALength,Null,NotOut,Played,0,Worked,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
1587064,15,8.87,10.0,0.0,1.0,133.0,3.0,11.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437439,2026-05-25T17:00:39Z,2,False,10100,Joe Pocklington,15504,Joe Moores,776,Ben McDermott,335,189,Deep Cover,6,0,6,6,LengthBall,Null,NotOut,Middled,0,SwitchHit,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,True,False,48,False,False,False,False,False,False,6,0,0,0,0,True,False,,,,,
1587064,15,8.87,10.0,0.0,1.0,133.0,3.0,11.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437440,2026-05-25T17:01:06Z,3,False,10100,Joe Pocklington,15504,Joe Moores,776,Ben McDermott,43,70,Short Third Man,1,0,1,1,BackOfALength,Null,NotOut,Edged,0,LateCut,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,1,0,0,0,0,False,True,,,,,
1587064,15,8.87,10.0,0.0,1.0,133.0,3.0,11.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437441,2026-05-25T17:01:32Z,4,False,10100,Joe Pocklington,776,Ben McDermott,15504,Joe Moores,349,159,Deep Mid Wicket,2,0,2,2,LengthBall,Null,NotOut,Played,0,SlogSweep,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,2,0,0,0,0,False,False,,,,,
1587064,15,8.87,10.0,0.0,1.0,133.0,3.0,11.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437442,2026-05-25T17:01:59Z,5,False,10100,Joe Pocklington,776,Ben McDermott,15504,Joe Moores,196,154,Deep Cover,1,0,1,1,HalfVolley,Null,NotOut,WellTimed,0,Drive,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587064,15,8.87,10.0,0.0,1.0,133.0,3.0,11.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437443,2026-05-25T17:02:29Z,6,False,10100,Joe Pocklington,15504,Joe Moores,776,Ben McDermott,71,82,Short Third Man,0,1,1,0,HalfVolley,Null,NotOut,HitPad,0,ReverseSweep,Null,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,True,False,False,48,False,False,False,False,False,False,1,0,0,1,0,False,False,,,,,
1587065,16,8.69,6.0,0.0,0.0,139.0,3.0,6.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437444,2026-05-25T17:03:58Z,1,False,11088,Mohammad Ali,15504,Joe Moores,776,Ben McDermott,281,82,Mid Off,1,0,1,1,BackOfALength,Null,NotOut,Spliced,0,Slog,Null,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587065,16,8.69,6.0,0.0,0.0,139.0,3.0,6.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437447,2026-05-25T17:04:49Z,2,False,11088,Mohammad Ali,776,Ben McDermott,15504,Joe Moores,249,115,Mid Off,1,0,1,1,HalfVolley,Null,NotOut,Played,0,Drive,Null,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587065,16,8.69,6.0,0.0,0.0,139.0,3.0,6.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437450,2026-05-25T17:05:38Z,3,False,11088,Mohammad Ali,15504,Joe Moores,776,Ben McDermott,90,48,Wicketkeeper,0,0,0,0,BackOfALength,Null,NotOut,Missed,0,Scoop,SlowerBall,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
1587065,16,8.69,6.0,0.0,0.0,139.0,3.0,6.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437452,2026-05-25T17:06:24Z,4,False,11088,Mohammad Ali,15504,Joe Moores,776,Ben McDermott,191,148,Deep Mid Wicket,1,0,1,1,BackOfALength,Null,NotOut,Played,0,Pull,SlowerBall,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587065,16,8.69,6.0,0.0,0.0,139.0,3.0,6.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437454,2026-05-25T17:07:04Z,5,False,11088,Mohammad Ali,776,Ben McDermott,15504,Joe Moores,13,143,Deep Backward Square Leg,1,0,1,1,Short,Null,NotOut,Played,0,Pull,Null,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587065,16,8.69,6.0,0.0,0.0,139.0,3.0,6.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437455,2026-05-25T17:07:46Z,6,False,11088,Mohammad Ali,15504,Joe Moores,776,Ben McDermott,222,167,Long On,2,0,2,2,HalfVolley,Null,NotOut,Played,0,Flick,Null,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,False,95,False,False,False,False,False,False,2,0,0,0,0,False,False,,,,,
1587068,17,9.53,23.0,0.0,1.0,162.0,3.0,23.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437459,2026-05-25T17:09:25Z,1,False,189,Dillon Pennington,776,Ben McDermott,15504,Joe Moores,276,141,Long On,1,0,1,1,HalfVolley,Null,NotOut,Played,0,Slog,SlowerBall,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587068,17,9.53,23.0,0.0,1.0,162.0,3.0,23.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437461,2026-05-25T17:10:08Z,2,False,189,Dillon Pennington,15504,Joe Moores,776,Ben McDermott,253,86,Mid On,1,0,1,1,FullToss,Null,NotOut,MisTimed,0,Pushed,Null,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,1,0,0,0,0,False,False,,,,,
1587068,17,9.53,23.0,0.0,1.0,162.0,3.0,23.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437463,2026-05-25T17:10:38Z,3,False,189,Dillon Pennington,776,Ben McDermott,15504,Joe Moores,211,186,Deep Extra Cover,4,0,4,4,FullToss,Null,NotOut,WellTimed,0,Slog,Null,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,False,48,False,False,False,False,False,False,4,0,0,0,0,True,False,,,,,
1587068,17,9.53,23.0,0.0,1.0,162.0,3.0,23.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437464,2026-05-25T17:11:17Z,4,False,189,Dillon Pennington,776,Ben McDermott,15504,Joe Moores,100,170,Third Man,4,0,4,4,LengthBall,Null,NotOut,WellTimed,0,Steer,SlowerBall,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,4,0,0,0,0,True,False,,,,,
1587068,17,9.53,23.0,0.0,1.0,162.0,3.0,23.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437467,2026-05-25T17:11:54Z,5,False,189,Dillon Pennington,776,Ben McDermott,15504,Joe Moores,18,180,Deep Backward Square Leg,7,1,7,6,FullToss,Null,NotOut,Middled,0,Pull,Null,Over,FastSeam,Right,Null,NotReferred,2,False,True,False,False,True,False,48,False,False,False,False,False,False,7,0,0,0,1,True,False,,,,,
1587068,17,9.53,23.0,0.0,1.0,162.0,3.0,23.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437469,2026-05-25T17:12:43Z,5,False,189,Dillon Pennington,776,Ben McDermott,15504,Joe Moores,207,189,Deep Cover,6,0,6,6,FullToss,Null,NotOut,Middled,0,Slog,Null,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,True,False,False,False,False,False,6,0,0,0,0,False,True,,,,,
1587068,17,9.53,23.0,0.0,1.0,162.0,3.0,23.0,74758,38971,T20 Blast 2026 - Men,1,50,Lancashire Men,44,Nottinghamshire Men,8437472,2026-05-25T17:13:20Z,6,False,189,Dillon Pennington,776,Ben McDermott,15504,Joe Moores,250,81,Mid Off,0,0,0,0,HalfVolley,Null,NotOut,WellTimed,0,Drive,SlowerBall,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,False,False,False,False,0,0,0,0,0,False,False,,,,,
