over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,matchName
1604055,2,8.5,12,0,0,17,0,12,75292,39019,T20 Blast 2026 - Men,1,40,Durham Men,38,Middlesex Men,8539721,2026-06-28T13:33:20Z,1,7,False,,,,2683.0,Tom Helm,101.0,Alex Lees,103.0,Graham Clark,214.0,150.0,Left,Deep Mid Wicket,2.0,0,2.0,2.0,,BackOfALength,DownLeg,,MisTimed,BackFoot,Pull,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,
1604055,2,8.5,12,0,0,17,0,12,75292,39019,T20 Blast 2026 - Men,1,40,Durham Men,38,Middlesex Men,8539730,2026-06-28T13:34:00Z,2,8,False,,,,2683.0,Tom Helm,101.0,Alex Lees,103.0,Graham Clark,220.0,159.0,Left,Deep Mid Wicket,1.0,0,1.0,1.0,,Short,DownLeg,,None,BackFoot,Pull,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
1604055,2,8.5,12,0,0,17,0,12,75292,39019,T20 Blast 2026 - Men,1,40,Durham Men,38,Middlesex Men,8539741,2026-06-28T13:34:36Z,3,9,False,,,,2683.0,Tom Helm,103.0,Graham Clark,101.0,Alex Lees,,,Right,Wicketkeeper,1.0,1,1.0,0.0,,BackOfALength,MiddleStump,,PlayAndMissLegSide,BackFoot,Pull,SeamIn,Over,FastSeam,Right,Null,NotReferred,Null,True,False,False,False,False,True,,False,False,True,False,False,False,1.0,0.0,1.0,0.0,0.0,False,False,
1604055,2,8.5,12,0,0,17,0,12,75292,39019,T20 Blast 2026 - Men,1,40,Durham Men,38,Middlesex Men,8539749,2026-06-28T13:35:07Z,3,10,False,,,,2683.0,Tom Helm,103.0,Graham Clark,101.0,Alex Lees,281.0,71.0,Right,Mid On,1.0,0,1.0,1.0,,LengthBall,OffStump,,None,FrontFoot,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
1604055,2,8.5,12,0,0,17,0,12,75292,39019,T20 Blast 2026 - Men,1,40,Durham Men,38,Middlesex Men,8539758,2026-06-28T13:35:34Z,4,11,False,,,,2683.0,Tom Helm,101.0,Alex Lees,103.0,Graham Clark,220.0,153.0,Left,Deep Mid Wicket,1.0,0,1.0,1.0,,LengthBall,DownLeg,,None,FrontFoot,Flick,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
1604055,2,8.5,12,0,0,17,0,12,75292,39019,T20 Blast 2026 - Men,1,40,Durham Men,38,Middlesex Men,8539766,2026-06-28T13:36:17Z,5,12,False,,,,2683.0,Tom Helm,103.0,Graham Clark,101.0,Alex Lees,328.0,175.0,Right,,6.0,0,6.0,6.0,,Short,OutsideOff,,WellTimed,BackFoot,Pull,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,True,False,
1604055,2,8.5,12,0,0,17,0,12,75292,39019,T20 Blast 2026 - Men,1,40,Durham Men,38,Middlesex Men,8539785,2026-06-28T13:37:00Z,6,13,False,,,,2683.0,Tom Helm,103.0,Graham Clark,101.0,Alex Lees,,,Right,Wicketkeeper,0.0,0,0.0,0.0,,LengthBall,OffStump,,Missed,BacksAway,Drive,SeamIn,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
1604069,3,8.67,9,0,0,26,0,9,75292,39019,T20 Blast 2026 - Men,1,40,Durham Men,38,Middlesex Men,8539805,2026-06-28T13:37:59Z,1,14,False,,,,2625.0,Eathan Bosch,101.0,Alex Lees,103.0,Graham Clark,97.0,160.0,Left,,4.0,0,4.0,4.0,,BackOfALength,MiddleStump,,WellTimed,MovesInfront,ReverseScoop,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,True,False,
1604069,3,8.67,9,0,0,26,0,9,75292,39019,T20 Blast 2026 - Men,1,40,Durham Men,38,Middlesex Men,8539816,2026-06-28T13:38:38Z,2,15,False,,,,2625.0,Eathan Bosch,101.0,Alex Lees,103.0,Graham Clark,191.0,129.0,Left,Deep Square Leg,0.0,1,1.0,0.0,,Yorker,OutsideOff,Lbw,HitPad,MovesInfront,Flick,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,True,False,True,1869.0,False,False,True,False,False,False,1.0,0.0,0.0,1.0,0.0,False,False,
1604069,3,8.67,9,0,0,26,0,9,75292,39019,T20 Blast 2026 - Men,1,40,Durham Men,38,Middlesex Men,8539829,2026-06-28T13:39:15Z,3,16,False,,,,2625.0,Eathan Bosch,103.0,Graham Clark,101.0,Alex Lees,38.0,155.0,Right,Fine Leg,2.0,0,2.0,2.0,,Short,OutsideOff,,TopEdge,BackFoot,Pull,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,True,
