over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,decisionOfficialId
1621207,2,1.0,0,1,0,2,2,0,75849,,39775,The Hundred 2026 – Men,1,930,Southern Brave Men,925,Welsh Fire Men,8642732,2026-08-03T17:35:13Z,1,6,False,22,Sam Cook,2471,Jamie Smith,14435,Nikhil Chaudhary,,,Right,Wicketkeeper,0,0,0,0,LengthBall,OutsideOff,Missed,FrontFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1621207,2,1.0,0,1,0,2,2,0,75849,,39775,The Hundred 2026 – Men,1,930,Southern Brave Men,925,Welsh Fire Men,8642735,2026-08-03T17:35:46Z,2,7,True,22,Sam Cook,2471,Jamie Smith,14435,Nikhil Chaudhary,88.0,10.0,Right,Wicketkeeper,0,0,0,0,Short,OutsideOff,TopEdge,DownTheTrack,Pull,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,True,Caught,2471.0,Jamie Smith,Caught,Caught,1842.0
1621207,2,1.0,0,1,0,2,2,0,75849,,39775,The Hundred 2026 – Men,1,930,Southern Brave Men,925,Welsh Fire Men,8642737,2026-08-03T17:37:07Z,3,8,False,22,Sam Cook,320,Marcus Stoinis,14435,Nikhil Chaudhary,206.0,67.0,Right,Cover,0,0,0,0,LengthBall,OutsideOff,None,BackFoot,Drive,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1621207,2,1.0,0,1,0,2,2,0,75849,,39775,The Hundred 2026 – Men,1,930,Southern Brave Men,925,Welsh Fire Men,8642739,2026-08-03T17:37:42Z,4,9,False,22,Sam Cook,320,Marcus Stoinis,14435,Nikhil Chaudhary,254.0,81.0,Right,Mid Off,0,0,0,0,BackOfALength,OutsideOff,None,BackFoot,BackwardDefensive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1621207,2,1.0,0,1,0,2,2,0,75849,,39775,The Hundred 2026 – Men,1,930,Southern Brave Men,925,Welsh Fire Men,8642741,2026-08-03T17:38:15Z,5,10,False,22,Sam Cook,320,Marcus Stoinis,14435,Nikhil Chaudhary,274.0,75.0,Right,Mid On,0,0,0,0,LengthBall,OutsideOff,None,BackFoot,BackwardDefensive,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1621209,3,1.0,1,0,0,3,2,1,75849,,39775,The Hundred 2026 – Men,1,930,Southern Brave Men,925,Welsh Fire Men,8642744,2026-08-03T17:39:13Z,1,11,False,199,Chris Woakes,14435,Nikhil Chaudhary,320,Marcus Stoinis,,,Right,Wicketkeeper,0,0,0,0,LengthBall,OutsideOff,Missed,BackFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1621209,3,1.0,1,0,0,3,2,1,75849,,39775,The Hundred 2026 – Men,1,930,Southern Brave Men,925,Welsh Fire Men,8642746,2026-08-03T17:39:42Z,2,12,False,199,Chris Woakes,14435,Nikhil Chaudhary,320,Marcus Stoinis,,,Right,Wicketkeeper,0,0,0,0,LengthBall,OutsideOff,Missed,FrontFoot,Drive,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1621209,3,1.0,1,0,0,3,2,1,75849,,39775,The Hundred 2026 – Men,1,930,Southern Brave Men,925,Welsh Fire Men,8642749,2026-08-03T17:40:11Z,3,13,False,199,Chris Woakes,14435,Nikhil Chaudhary,320,Marcus Stoinis,,,Right,Wicketkeeper,0,0,0,0,LengthBall,OutsideOff,Missed,FrontFoot,BackwardDefensive,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1621209,3,1.0,1,0,0,3,2,1,75849,,39775,The Hundred 2026 – Men,1,930,Southern Brave Men,925,Welsh Fire Men,8642751,2026-08-03T17:40:44Z,4,14,False,199,Chris Woakes,14435,Nikhil Chaudhary,320,Marcus Stoinis,313.0,72.0,Right,Mid Wicket,0,0,0,0,LengthBall,OutsideOff,MisTimed,FrontFoot,Pushed,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1621209,3,1.0,1,0,0,3,2,1,75849,,39775,The Hundred 2026 – Men,1,930,Southern Brave Men,925,Welsh Fire Men,8642753,2026-08-03T17:41:13Z,5,15,False,199,Chris Woakes,14435,Nikhil Chaudhary,320,Marcus Stoinis,353.0,56.0,Right,Square Leg,1,0,1,1,LengthBall,OutsideOff,MisTimed,DownTheTrack,Drive,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,
1621211,4,2.75,8,0,0,11,2,8,75849,,39775,The Hundred 2026 – Men,1,930,Southern Brave Men,925,Welsh Fire Men,8642756,2026-08-03T17:42:00Z,1,16,False,22,Sam Cook,320,Marcus Stoinis,14435,Nikhil Chaudhary,,,Right,Wicketkeeper,0,0,0,0,LengthBall,OutsideOff,Missed,BackFoot,BackwardDefensive,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1621211,4,2.75,8,0,0,11,2,8,75849,,39775,The Hundred 2026 – Men,1,930,Southern Brave Men,925,Welsh Fire Men,8642757,2026-08-03T17:42:31Z,2,17,False,22,Sam Cook,320,Marcus Stoinis,14435,Nikhil Chaudhary,91.0,4.0,Right,Wicketkeeper,0,0,0,0,LengthBall,OutsideOff,InsideEdge,FrontFoot,Drive,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
1621211,4,2.75,8,0,0,11,2,8,75849,,39775,The Hundred 2026 – Men,1,930,Southern Brave Men,925,Welsh Fire Men,8642759,2026-08-03T17:43:03Z,3,18,False,22,Sam Cook,320,Marcus Stoinis,14435,Nikhil Chaudhary,,,Right,Bowler,0,0,0,0,LengthBall,OutsideOff,MisTimed,BackFoot,Drive,AwaySwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,
