over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,over_runrate
51880,1,7.0,0.0,0.0,3.0,0.0,7.0,1161,,5086,IPL 2019,1,244,Mumbai Indians,242,Punjab Kings,2019-03-30T10:30:48Z,1,False,211.0,,605.0,,729.0,Quinton de Kock,181.0,77.0,Left,Point,1.0,0,1,1.0,LengthBall,OutsideOff,None,FrontFoot,Pushed,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,209.0,False,True,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
51880,1,7.0,0.0,0.0,3.0,0.0,7.0,1161,,5086,IPL 2019,1,244,Mumbai Indians,242,Punjab Kings,2019-03-30T10:31:35Z,2,False,211.0,,729.0,Quinton de Kock,605.0,,281.0,35.0,Right,Silly Mid Off,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,209.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
51880,1,7.0,0.0,0.0,3.0,0.0,7.0,1161,,5086,IPL 2019,1,244,Mumbai Indians,242,Punjab Kings,2019-03-30T10:31:54Z,3,False,211.0,,729.0,Quinton de Kock,605.0,,221.0,97.0,Right,Mid Wicket,1.0,0,1,1.0,LengthBall,MiddleStump,None,FrontFoot,Worked,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,209.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
51880,1,7.0,0.0,0.0,3.0,0.0,7.0,1161,,5086,IPL 2019,1,244,Mumbai Indians,242,Punjab Kings,2019-03-30T10:32:16Z,4,False,211.0,,605.0,,729.0,Quinton de Kock,201.0,64.0,Left,Short Extra Cover,0.0,0,0,0.0,LengthBall,OutsideOff,None,BackFoot,Pushed,CarromBall,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,27.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
51880,1,7.0,0.0,0.0,3.0,0.0,7.0,1161,,5086,IPL 2019,1,244,Mumbai Indians,242,Punjab Kings,2019-03-30T10:32:37Z,5,False,211.0,,605.0,,729.0,Quinton de Kock,178.0,72.0,Left,Point,1.0,0,1,1.0,LengthBall,OutsideOff,None,FrontFoot,Steer,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,27.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
51880,1,7.0,0.0,0.0,3.0,0.0,7.0,1161,,5086,IPL 2019,1,244,Mumbai Indians,242,Punjab Kings,2019-03-30T11:36:19Z,6,False,211.0,,729.0,Quinton de Kock,605.0,,0.0,0.0,Right,-,4.0,0,4,4.0,LengthBall,OutsideOff,WellTimed,FrontFoot,Cut,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,0.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,,
51881,2,13.0,0.0,0.0,20.0,0.0,13.0,1161,,5086,IPL 2019,1,244,Mumbai Indians,242,Punjab Kings,2019-03-30T10:34:35Z,1,False,213.0,,605.0,,729.0,Quinton de Kock,331.0,118.0,Left,Mid Wicket,2.0,0,2,2.0,BackOfALength,OutsideOff,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,209.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,,,,,,
51881,2,13.0,0.0,0.0,20.0,0.0,13.0,1161,,5086,IPL 2019,1,244,Mumbai Indians,242,Punjab Kings,2019-03-30T10:35:28Z,2,False,213.0,,605.0,,729.0,Quinton de Kock,56.0,170.0,Left,Fine Leg,4.0,0,4,4.0,Short,OutsideOff,WellTimed,BackFoot,Hook,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,False,209.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,,
51881,2,13.0,0.0,0.0,20.0,0.0,13.0,1161,,5086,IPL 2019,1,244,Mumbai Indians,242,Punjab Kings,2019-03-30T10:36:05Z,3,False,213.0,,605.0,,729.0,Quinton de Kock,153.0,142.0,Left,Third Man,1.0,0,1,1.0,BackOfALength,OutsideOff,None,BackFoot,UpperCut,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,False,209.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
51881,2,13.0,0.0,0.0,20.0,0.0,13.0,1161,,5086,IPL 2019,1,244,Mumbai Indians,242,Punjab Kings,2019-03-30T10:36:59Z,4,False,213.0,,729.0,Quinton de Kock,605.0,,285.0,79.0,Right,Mid Off,1.0,0,1,1.0,BackOfALength,DownLeg,MisTimed,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,209.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
