over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,over_runrate
49907,1,8.0,0.0,1.0,8.0,0.0,8.0,1123,,5082,IPL 2019,1,241,Delhi Capitals Men,240,Chennai Super Kings,2019-03-26T14:30:50Z,1,False,283.0,,696.0,,204.0,,193.0,59.0,Left,Point,0.0,0,0,0.0,Null,Null,None,BackFoot,Pushed,AwaySwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,26.0,False,True,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
49907,1,8.0,0.0,1.0,8.0,0.0,8.0,1123,,5082,IPL 2019,1,241,Delhi Capitals Men,240,Chennai Super Kings,2019-03-26T14:31:58Z,2,False,283.0,,696.0,,204.0,,299.0,76.0,Left,Mid On,0.0,0,0,0.0,BackOfALength,MiddleStump,LeadingEdge,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
49907,1,8.0,0.0,1.0,8.0,0.0,8.0,1123,,5082,IPL 2019,1,241,Delhi Capitals Men,240,Chennai Super Kings,2019-03-26T14:32:28Z,3,False,283.0,,696.0,,204.0,,90.0,48.0,Left,Wicketkeeper,1.0,1,1,0.0,LengthBall,LegStump,PlayAndMissLegSide,FrontFoot,Flick,NoMovement,Over,Fast,Left,Null,Null,True,False,False,False,False,False,26.0,False,False,True,False,True,False,0.0,0.0,1.0,0.0,0.0,False,False,,,,,,
49907,1,8.0,0.0,1.0,8.0,0.0,8.0,1123,,5082,IPL 2019,1,241,Delhi Capitals Men,240,Chennai Super Kings,2019-03-26T14:33:00Z,3,False,283.0,,696.0,,204.0,,9.0,175.0,Left,Deep Square Leg,4.0,0,4,4.0,BackOfALength,OffStump,WellTimed,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,False,26.0,False,False,True,False,True,False,4.0,0.0,0.0,0.0,0.0,False,False,,,,,,
49907,1,8.0,0.0,1.0,8.0,0.0,8.0,1123,,5082,IPL 2019,1,241,Delhi Capitals Men,240,Chennai Super Kings,2019-03-26T14:33:35Z,4,False,283.0,,696.0,,204.0,,199.0,67.0,Left,Cover,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
49907,1,8.0,0.0,1.0,8.0,0.0,8.0,1123,,5082,IPL 2019,1,241,Delhi Capitals Men,240,Chennai Super Kings,2019-03-26T14:34:19Z,5,False,283.0,,696.0,,204.0,,330.0,138.0,Left,Deep Mid Wicket,2.0,0,2,2.0,LengthBall,MiddleStump,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,True,False,True,False,2.0,0.0,0.0,0.0,0.0,False,False,,,,,,
49907,1,8.0,0.0,1.0,8.0,0.0,8.0,1123,,5082,IPL 2019,1,241,Delhi Capitals Men,240,Chennai Super Kings,2019-03-26T14:35:00Z,6,False,283.0,,696.0,,204.0,,21.0,58.0,Left,Leg Gully,1.0,0,1,1.0,BackOfALength,OutsideOff,InsideEdge,BackFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,26.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
49920,2,12.0,0.0,0.0,20.0,0.0,12.0,1123,,5082,IPL 2019,1,241,Delhi Capitals Men,240,Chennai Super Kings,2019-03-26T14:36:31Z,1,False,611.0,,696.0,,204.0,,351.0,81.0,Left,Mid Wicket,0.0,0,0,0.0,Null,Null,None,FrontFoot,Flick,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,89.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
49920,2,12.0,0.0,0.0,20.0,0.0,12.0,1123,,5082,IPL 2019,1,241,Delhi Capitals Men,240,Chennai Super Kings,2019-03-26T14:37:12Z,2,False,611.0,,696.0,,204.0,,182.0,72.0,Left,Point,0.0,0,0,0.0,BackOfALength,OutsideOff,None,BackFoot,Cut,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,89.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
49920,2,12.0,0.0,0.0,20.0,0.0,12.0,1123,,5082,IPL 2019,1,241,Delhi Capitals Men,240,Chennai Super Kings,2019-03-26T14:37:52Z,3,False,611.0,,696.0,,204.0,,288.0,84.0,Left,Mid On,0.0,0,0,0.0,LengthBall,OffStump,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,89.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
