over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,id,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,decisionOfficialId,matchName
1608836,2,4.5,3,1,0,9,1,3,75479,39044,T20 Blast 2026 - Men,1,46,Worcestershire Men,34,Gloucestershire Men,8568849,2026-07-10T16:33:04Z,1,7,False,2912,Liam Scott,16968,Dan Lategan,16723,Isaac Mohammed,321.0,62.0,Left,Extra Cover,0,0,0,0,BackOfALength,MiddleStump,None,BackFoot,BackwardDefensive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,,
1608836,2,4.5,3,1,0,9,1,3,75479,39044,T20 Blast 2026 - Men,1,46,Worcestershire Men,34,Gloucestershire Men,8568853,2026-07-10T16:33:38Z,2,8,False,2912,Liam Scott,16968,Dan Lategan,16723,Isaac Mohammed,299.0,87.0,Left,Mid Off,1,0,1,1,LengthBall,OffStump,None,DownTheTrack,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,,
1608836,2,4.5,3,1,0,9,1,3,75479,39044,T20 Blast 2026 - Men,1,46,Worcestershire Men,34,Gloucestershire Men,8568859,2026-07-10T16:34:16Z,3,9,False,2912,Liam Scott,16723,Isaac Mohammed,16968,Dan Lategan,46.0,61.0,Left,Gully,1,0,1,1,BackOfALength,OffStump,None,BackFoot,LateCut,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,,
1608836,2,4.5,3,1,0,9,1,3,75479,39044,T20 Blast 2026 - Men,1,46,Worcestershire Men,34,Gloucestershire Men,8568866,2026-07-10T16:34:47Z,4,10,True,2912,Liam Scott,16968,Dan Lategan,16723,Isaac Mohammed,123.0,106.0,Left,Fine Leg,0,0,0,0,LengthBall,LegStump,None,MovesInfront,Scoop,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Caught,16968.0,Dan Lategan,Caught,Caught,1870.0,
1608836,2,4.5,3,1,0,9,1,3,75479,39044,T20 Blast 2026 - Men,1,46,Worcestershire Men,34,Gloucestershire Men,8568874,2026-07-10T16:36:25Z,5,11,False,2912,Liam Scott,37,Gareth Roderick,16723,Isaac Mohammed,304.0,52.0,Right,Mid Wicket,0,0,0,0,LengthBall,OffStump,None,DownTheTrack,ForwardDefensive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,,
1608836,2,4.5,3,1,0,9,1,3,75479,39044,T20 Blast 2026 - Men,1,46,Worcestershire Men,34,Gloucestershire Men,8568877,2026-07-10T16:37:01Z,6,12,False,2912,Liam Scott,37,Gareth Roderick,16723,Isaac Mohammed,132.0,72.0,Right,Gully,1,0,1,1,LengthBall,OutsideOff,None,BackFoot,Steer,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,,
1608842,3,5.33,7,0,0,16,1,7,75479,39044,T20 Blast 2026 - Men,1,46,Worcestershire Men,34,Gloucestershire Men,8568882,2026-07-10T16:37:55Z,1,13,False,44,Matt Taylor,37,Gareth Roderick,16723,Isaac Mohammed,,,Right,Wicketkeeper,0,0,0,0,LengthBall,OffStump,Missed,BackFoot,BackwardDefensive,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,,,
1608842,3,5.33,7,0,0,16,1,7,75479,39044,T20 Blast 2026 - Men,1,46,Worcestershire Men,34,Gloucestershire Men,8568889,2026-07-10T16:38:29Z,2,14,False,44,Matt Taylor,37,Gareth Roderick,16723,Isaac Mohammed,133.0,146.0,Right,Third Man,2,0,2,2,LengthBall,OutsideOff,None,BackFoot,Steer,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,2,0,0,0,0,False,False,,,,,,,
1608842,3,5.33,7,0,0,16,1,7,75479,39044,T20 Blast 2026 - Men,1,46,Worcestershire Men,34,Gloucestershire Men,8568893,2026-07-10T16:39:05Z,3,15,False,44,Matt Taylor,37,Gareth Roderick,16723,Isaac Mohammed,128.0,72.0,Right,Gully,1,0,1,1,LengthBall,OffStump,None,BackFoot,LateCut,SlowerBall,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,,
1608842,3,5.33,7,0,0,16,1,7,75479,39044,T20 Blast 2026 - Men,1,46,Worcestershire Men,34,Gloucestershire Men,8568897,2026-07-10T16:39:52Z,4,16,False,44,Matt Taylor,16723,Isaac Mohammed,37,Gareth Roderick,213.0,84.0,Left,Mid Wicket,1,0,1,1,LengthBall,OffStump,None,BackFoot,Worked,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,,,
