over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,matchName
1621018,2,8.5,10,0,0,17,0,10,75844,39774,The Hundred 2026 – Men,1,924,MI London Men,1447,Manchester Super Giants Men,8641673,2026-08-02T17:05:00Z,1,7,False,,,,139,Liam Dawson,474,Will Jacks,136,James Vince,,,Right,Wicketkeeper,0,0,0,0,,LengthBall,OutsideOff,,Missed,MovesInfront,Slog,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,
1621018,2,8.5,10,0,0,17,0,10,75844,39774,The Hundred 2026 – Men,1,924,MI London Men,1447,Manchester Super Giants Men,8641676,2026-08-02T17:05:18Z,2,8,False,,,,139,Liam Dawson,474,Will Jacks,136,James Vince,4.0,72.0,Right,Backward Square Leg,0,0,0,0,,LengthBall,MiddleStump,,None,BackFoot,Worked,ArmBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,
1621018,2,8.5,10,0,0,17,0,10,75844,39774,The Hundred 2026 – Men,1,924,MI London Men,1447,Manchester Super Giants Men,8641678,2026-08-02T17:05:38Z,3,9,False,,,,139,Liam Dawson,474,Will Jacks,136,James Vince,283.0,78.0,Right,Mid On,0,0,0,0,,BackOfALength,OffStump,,None,BackFoot,Worked,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,
1621018,2,8.5,10,0,0,17,0,10,75844,39774,The Hundred 2026 – Men,1,924,MI London Men,1447,Manchester Super Giants Men,8641680,2026-08-02T17:05:59Z,4,10,False,,,,139,Liam Dawson,474,Will Jacks,136,James Vince,348.0,172.0,Right,,4,0,4,4,,LengthBall,OutsideOff,,WellTimed,MovesInfront,Sweep,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,4,0,0,0,0,True,False,
1621018,2,8.5,10,0,0,17,0,10,75844,39774,The Hundred 2026 – Men,1,924,MI London Men,1447,Manchester Super Giants Men,8641684,2026-08-02T17:06:31Z,5,11,False,,,,139,Liam Dawson,474,Will Jacks,136,James Vince,297.0,179.0,Right,,6,0,6,6,,LengthBall,OffStump,,Middled,FrontFoot,Slog,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,6,0,0,0,0,True,False,
1621020,3,11.33,17,0,0,34,0,17,75844,39774,The Hundred 2026 – Men,1,924,MI London Men,1447,Manchester Super Giants Men,8641688,2026-08-02T17:07:44Z,1,12,False,,,,7795,Sonny Baker,136,James Vince,474,Will Jacks,225.0,177.0,Right,,4,0,4,4,,BackOfALength,OutsideOff,,WellTimed,BackFoot,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,4,0,0,0,0,True,False,
1621020,3,11.33,17,0,0,34,0,17,75844,39774,The Hundred 2026 – Men,1,924,MI London Men,1447,Manchester Super Giants Men,8641689,2026-08-02T17:08:19Z,2,13,False,,,,7795,Sonny Baker,136,James Vince,474,Will Jacks,150.0,162.0,Right,Deep Backward Point,1,0,1,1,,HalfVolley,OutsideOff,,ThickEdge,FrontFoot,Drive,SeamAway,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,
1621020,3,11.33,17,0,0,34,0,17,75844,39774,The Hundred 2026 – Men,1,924,MI London Men,1447,Manchester Super Giants Men,8641690,2026-08-02T17:09:05Z,3,14,False,,,,7795,Sonny Baker,474,Will Jacks,136,James Vince,,,Right,Wicketkeeper,0,0,0,0,,LengthBall,OutsideOff,,Missed,FrontFoot,Pushed,SeamIn,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,
1621020,3,11.33,17,0,0,34,0,17,75844,39774,The Hundred 2026 – Men,1,924,MI London Men,1447,Manchester Super Giants Men,8641693,2026-08-02T17:09:40Z,4,15,False,,,,7795,Sonny Baker,474,Will Jacks,136,James Vince,332.0,175.0,Right,,6,0,6,6,,BackOfALength,OutsideOff,,WellTimed,FrontFoot,Pull,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,6,0,0,0,0,True,False,
1621020,3,11.33,17,0,0,34,0,17,75844,39774,The Hundred 2026 – Men,1,924,MI London Men,1447,Manchester Super Giants Men,8641695,2026-08-02T17:10:30Z,5,16,False,,,,7795,Sonny Baker,474,Will Jacks,136,James Vince,205.0,174.0,Right,,6,0,6,6,,HalfVolley,OutsideOff,,WellTimed,FrontFoot,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,6,0,0,0,0,True,False,
