over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,over_runrate
57048,1,5.0,1.0,1.0,6.0,1.0,6.0,1258,,5268,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-09T15:30:17Z,1,False,283.0,,590.0,Chris Lynn,975.0,Sunil Narine,46.0,87.0,Left,Short Fine Leg,0.0,0,0,0.0,LengthBall,MiddleStump,InsideEdge,FrontFoot,ForwardDefensive,AwaySwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,83.0,False,True,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
57048,1,5.0,1.0,1.0,6.0,1.0,6.0,1258,,5268,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-09T15:30:53Z,2,False,283.0,,590.0,Chris Lynn,975.0,Sunil Narine,321.0,27.0,Left,Short Leg,0.0,0,0,0.0,BackOfALength,OffStump,HitPad,BackFoot,Worked,InSwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,83.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
57048,1,5.0,1.0,1.0,6.0,1.0,6.0,1258,,5268,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-09T15:31:28Z,3,False,283.0,,590.0,Chris Lynn,975.0,Sunil Narine,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,BackOfALength,OutsideOff,Missed,FrontFoot,Pull,AwaySwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,83.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
57048,1,5.0,1.0,1.0,6.0,1.0,6.0,1258,,5268,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-09T15:32:07Z,4,False,283.0,,590.0,Chris Lynn,975.0,Sunil Narine,340.0,20.0,Left,Short Leg,0.0,1,1,0.0,BackOfALength,OutsideOff,HitPad,FrontFoot,Flick,InSwinger,Over,Fast,Left,Null,Null,False,False,False,True,False,False,83.0,False,False,True,False,True,False,0.0,0.0,0.0,1.0,0.0,False,False,,,,,,
57048,1,5.0,1.0,1.0,6.0,1.0,6.0,1258,,5268,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-09T15:33:04Z,5,False,283.0,,975.0,Sunil Narine,590.0,Chris Lynn,228.0,56.0,Right,Short Mid Wicket,5.0,0,5,5.0,BackOfALength,DownLeg,None,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,83.0,False,False,True,False,True,False,5.0,0.0,0.0,0.0,0.0,False,False,,,,,,
57048,1,5.0,1.0,1.0,6.0,1.0,6.0,1258,,5268,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-09T15:33:58Z,6,True,283.0,,590.0,Chris Lynn,975.0,Sunil Narine,0.0,0.0,Left,,0.0,0,0,0.0,BackOfALength,MiddleStump,HitPad,FrontFoot,Pull,AwaySwinger,Over,Fast,Left,Out2ndUmpire,Null,False,False,False,False,False,False,83.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,Lbw,590.0,Chris Lynn,LBW,,
57049,2,2.0,1.0,0.0,8.0,2.0,2.0,1258,,5268,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-09T15:35:45Z,1,False,773.0,,975.0,Sunil Narine,2474.0,Robin Uthappa,139.0,53.0,Right,Leg Gully,0.0,0,0,0.0,LengthBall,OutsideOff,InsideEdge,FrontFoot,Slog,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,87.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
57049,2,2.0,1.0,0.0,8.0,2.0,2.0,1258,,5268,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-09T15:36:10Z,2,False,773.0,,975.0,Sunil Narine,2474.0,Robin Uthappa,358.0,108.0,Right,Point,1.0,0,1,1.0,LengthBall,OutsideOff,ThickEdge,FrontFoot,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,87.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
57049,2,2.0,1.0,0.0,8.0,2.0,2.0,1258,,5268,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-09T15:37:11Z,3,False,773.0,,2474.0,Robin Uthappa,975.0,Sunil Narine,304.0,141.0,Left,Long On,1.0,0,1,1.0,BackOfALength,OutsideOff,None,BackFoot,Pushed,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,87.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
57049,2,2.0,1.0,0.0,8.0,2.0,2.0,1258,,5268,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-09T15:37:36Z,4,False,773.0,,975.0,Sunil Narine,2474.0,Robin Uthappa,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,BackOfALength,OutsideOff,Missed,BackFoot,Cut,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,87.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
57049,2,2.0,1.0,0.0,8.0,2.0,2.0,1258,,5268,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-09T15:37:58Z,5,True,773.0,,975.0,Sunil Narine,2474.0,Robin Uthappa,8.0,115.0,Right,Point,0.0,0,0,0.0,BackOfALength,OutsideOff,ThickEdge,DownTheTrack,Drive,OffBreak,Round,OffSpin,Left,Out1stUmpire,Null,False,False,False,False,False,False,87.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,Caught,975.0,Sunil Narine,Caught,,
