over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,battingHandId,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,shotAngle,shotMagnitude,fieldingPosition,matchName
1601241,2,6.5,7,0,0,13,0,7,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522747,2026-06-21T20:36:15Z,1,7,False,,,,3482,Jessy Singh,876,Andre Fletcher,781,Colin Munro,Right,1,0,1,1,,BackOfALength,Wide,,WellTimed,BackFoot,Cut,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,160.0,133.0,Deep Backward Point,
1601241,2,6.5,7,0,0,13,0,7,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522748,2026-06-21T20:37:06Z,2,8,False,,,,3482,Jessy Singh,781,Colin Munro,876,Andre Fletcher,Left,1,0,1,1,,HalfVolley,OutsideOff,,None,FrontFoot,Flick,NoMovement,Round,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,220.0,85.0,Mid Wicket,
1601241,2,6.5,7,0,0,13,0,7,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522749,2026-06-21T20:37:43Z,3,9,False,,,,3482,Jessy Singh,876,Andre Fletcher,781,Colin Munro,Right,0,0,0,0,,BackOfALength,OutsideOff,,None,BackFoot,BackwardDefensive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,316.0,65.0,Mid Wicket,
1601241,2,6.5,7,0,0,13,0,7,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522750,2026-06-21T20:38:24Z,4,10,False,,,,3482,Jessy Singh,876,Andre Fletcher,781,Colin Munro,Right,0,0,0,0,,Yorker,MiddleStump,,None,BackFoot,Worked,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,30.0,68.0,,
1601241,2,6.5,7,0,0,13,0,7,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522751,2026-06-21T20:39:07Z,5,11,False,,,,3482,Jessy Singh,876,Andre Fletcher,781,Colin Munro,Right,4,0,4,4,,LengthBall,OffStump,,InsideEdge,BackFoot,Flick,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,4,0,0,0,0,True,False,32.0,165.0,Deep Backward Square Leg,
1601241,2,6.5,7,0,0,13,0,7,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522752,2026-06-21T20:39:55Z,6,12,False,,,,3482,Jessy Singh,876,Andre Fletcher,781,Colin Munro,Right,1,0,1,1,,BackOfALength,Wide,,None,BackFoot,Cut,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,160.0,129.0,Deep Backward Point,
1601242,3,7.67,10,0,0,23,0,10,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522753,2026-06-21T20:41:13Z,1,13,False,,,,2661,Ottneil Baartman,876,Andre Fletcher,781,Colin Munro,Right,1,0,1,1,,LengthBall,OutsideOff,,None,FrontFoot,Flick,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,7.0,130.0,Deep Backward Square Leg,
1601242,3,7.67,10,0,0,23,0,10,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522754,2026-06-21T20:41:50Z,2,14,False,,,,2661,Ottneil Baartman,781,Colin Munro,876,Andre Fletcher,Left,2,0,2,2,,Short,DownLeg,,WellTimed,DownTheTrack,Pull,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,2,0,0,0,0,False,False,191.0,150.0,Deep Square Leg,
1601242,3,7.67,10,0,0,23,0,10,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522755,2026-06-21T20:42:23Z,3,15,False,,,,2661,Ottneil Baartman,781,Colin Munro,876,Andre Fletcher,Left,0,0,0,0,,BackOfALength,DownLeg,,None,BackFoot,Worked,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,220.0,63.0,Mid Wicket,
1601242,3,7.67,10,0,0,23,0,10,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522756,2026-06-21T20:42:59Z,4,16,False,,,,2661,Ottneil Baartman,781,Colin Munro,876,Andre Fletcher,Left,0,0,0,0,,LengthBall,LegStump,,MisTimed,FrontFoot,Slog,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,247.0,84.0,Mid On,
1601242,3,7.67,10,0,0,23,0,10,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522757,2026-06-21T20:43:34Z,5,17,False,,,,2661,Ottneil Baartman,781,Colin Munro,876,Andre Fletcher,Left,1,0,1,1,,Short,DownLeg,,None,BackFoot,Pull,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,156.0,118.0,Deep Backward Square Leg,
1601242,3,7.67,10,0,0,23,0,10,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522758,2026-06-21T20:44:12Z,6,18,False,,,,2661,Ottneil Baartman,876,Andre Fletcher,781,Colin Munro,Right,6,0,6,6,,HalfVolley,Wide,,Middled,MovesInfront,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,6,0,0,0,0,True,False,229.0,178.0,,
1601243,4,9.5,15,0,0,38,0,15,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522759,2026-06-21T20:46:41Z,1,19,False,,,,1130,Cameron Gannon,781,Colin Munro,876,Andre Fletcher,Left,6,0,6,6,,LengthBall,OutsideOff,,Middled,FrontFoot,Slog,NoMovement,Round,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,6,0,0,0,0,True,False,220.0,176.0,,
1601243,4,9.5,15,0,0,38,0,15,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522760,2026-06-21T20:47:45Z,2,20,False,,,,1130,Cameron Gannon,781,Colin Munro,876,Andre Fletcher,Left,1,0,1,1,,Short,DownLeg,,None,BackFoot,Pull,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,197.0,129.0,Deep Square Leg,
1601243,4,9.5,15,0,0,38,0,15,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522761,2026-06-21T20:48:25Z,3,21,False,,,,1130,Cameron Gannon,876,Andre Fletcher,781,Colin Munro,Right,1,0,1,1,,BackOfALength,OffStump,,None,BacksAway,Pull,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,8.0,126.0,Deep Backward Square Leg,
1601243,4,9.5,15,0,0,38,0,15,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522762,2026-06-21T20:49:01Z,4,22,False,,,,1130,Cameron Gannon,781,Colin Munro,876,Andre Fletcher,Left,0,0,0,0,,HalfVolley,MiddleStump,,None,FrontFoot,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,290.0,84.0,Mid Off,
1601243,4,9.5,15,0,0,38,0,15,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522763,2026-06-21T20:49:52Z,5,23,False,,,,1130,Cameron Gannon,781,Colin Munro,876,Andre Fletcher,Left,6,0,6,6,,LengthBall,OffStump,,Middled,FrontFoot,Slog,OffCutter,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,6,0,0,0,0,True,False,217.0,176.0,,
1601243,4,9.5,15,0,0,38,0,15,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522764,2026-06-21T20:50:39Z,6,24,False,,,,1130,Cameron Gannon,781,Colin Munro,876,Andre Fletcher,Left,1,0,1,1,,FullToss,OutsideOff,,None,FrontFoot,Drive,NoMovement,Round,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,354.0,74.0,Cover,
1601244,5,10.2,13,0,0,51,0,13,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522765,2026-06-21T20:52:04Z,1,25,False,,,,561,Dasun Shanaka,781,Colin Munro,876,Andre Fletcher,Left,0,0,0,0,,LengthBall,DownLeg,,HitPad,FrontFoot,Flick,LegCutter,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,359.0,44.0,Cover,
