over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,battingHandId,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,shotAngle,shotMagnitude,fieldingPosition,matchName
1601244,5,10.2,13,0,0,51,0,13,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522766,2026-06-21T20:52:56Z,2,26,False,,,,561,Dasun Shanaka,781,Colin Munro,876,Andre Fletcher,Left,0,0,0,0,,BackOfALength,DownLeg,,Missed,BackFoot,Pull,LegCutter,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,,,Wicketkeeper,
1601244,5,10.2,13,0,0,51,0,13,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522767,2026-06-21T20:53:32Z,3,27,False,,,,561,Dasun Shanaka,781,Colin Munro,876,Andre Fletcher,Left,4,0,4,4,,HalfTracker,DownLeg,,WellTimed,BackFoot,UpperCut,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,4,0,0,0,0,True,False,33.0,165.0,,
1601244,5,10.2,13,0,0,51,0,13,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522768,2026-06-21T20:54:53Z,4,28,False,,,,561,Dasun Shanaka,781,Colin Munro,876,Andre Fletcher,Left,1,0,1,1,,LengthBall,DownLeg,,None,FrontFoot,Worked,OffCutter,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,176.0,71.0,Backward Square Leg,
1601244,5,10.2,13,0,0,51,0,13,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522769,2026-06-21T20:56:03Z,5,29,False,,,,561,Dasun Shanaka,876,Andre Fletcher,781,Colin Munro,Right,4,0,4,4,,BackOfALength,OutsideOff,,WellTimed,BackFoot,Flick,LegCutter,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,4,0,0,0,0,True,False,26.0,166.0,,
1601244,5,10.2,13,0,0,51,0,13,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522770,2026-06-21T20:56:40Z,6,30,False,,,,561,Dasun Shanaka,876,Andre Fletcher,781,Colin Munro,Right,4,0,4,4,,BackOfALength,OutsideOff,,None,BackFoot,Flick,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,4,0,0,0,0,True,False,356.0,171.0,,
1601245,6,9.67,7,0,0,58,0,7,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522771,2026-06-21T20:58:16Z,1,31,False,,,,3482,Jessy Singh,781,Colin Munro,876,Andre Fletcher,Left,1,0,1,1,,FullToss,LegStump,,None,FrontFoot,Flick,NoMovement,Round,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,200.0,134.0,Deep Square Leg,
1601245,6,9.67,7,0,0,58,0,7,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522772,2026-06-21T20:58:59Z,2,32,False,,,,3482,Jessy Singh,876,Andre Fletcher,781,Colin Munro,Right,0,0,0,0,,BackOfALength,OutsideOff,,Missed,DownTheTrack,Cut,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,,,Wicketkeeper,
1601245,6,9.67,7,0,0,58,0,7,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522773,2026-06-21T20:59:38Z,3,33,False,,,,3482,Jessy Singh,876,Andre Fletcher,781,Colin Munro,Right,1,0,1,1,,FullToss,MiddleStump,,None,BackFoot,BackwardDefensive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,150.0,44.0,Backward Point,
1601245,6,9.67,7,0,0,58,0,7,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522774,2026-06-21T21:00:30Z,4,34,False,,,,3482,Jessy Singh,781,Colin Munro,876,Andre Fletcher,Left,1,0,1,1,,LengthBall,OffStump,,None,FrontFoot,Worked,NoMovement,Round,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,226.0,99.0,Mid Wicket,
1601245,6,9.67,7,0,0,58,0,7,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522775,2026-06-21T21:01:17Z,5,35,False,,,,3482,Jessy Singh,876,Andre Fletcher,781,Colin Munro,Right,4,0,4,4,,HalfVolley,OutsideOff,,Middled,FrontFoot,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,4,0,0,0,0,True,False,228.0,177.0,,
1601245,6,9.67,7,0,0,58,0,7,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522776,2026-06-21T21:02:08Z,6,36,False,,,,3482,Jessy Singh,876,Andre Fletcher,781,Colin Munro,Right,0,0,0,0,,HalfVolley,OffStump,,None,FrontFoot,Flick,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,296.0,82.0,Mid On,
1601246,7,9.14,6,1,0,64,1,6,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522777,2026-06-21T21:03:06Z,1,37,True,Caught,781.0,Colin Munro,2661,Ottneil Baartman,781,Colin Munro,876,Andre Fletcher,Left,0,0,0,0,Caught,Short,DownLeg,Caught,MisTimed,BackFoot,Pull,OffCutter,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,1899.0,False,False,False,False,False,False,0,0,0,0,0,False,True,123.0,63.0,Short Fine Leg,
1601246,7,9.14,6,1,0,64,1,6,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522778,2026-06-21T21:05:01Z,2,38,False,,,,2661,Ottneil Baartman,11198,Unmukt Chand,876,Andre Fletcher,Right,0,0,0,0,,LengthBall,OutsideOff,,Missed,BackFoot,BackwardDefensive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False,,,Wicketkeeper,
1601246,7,9.14,6,1,0,64,1,6,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522779,2026-06-21T21:05:33Z,3,3,False,,,,2661,Ottneil Baartman,11198,Unmukt Chand,876,Andre Fletcher,Right,1,0,1,1,,BackOfALength,Wide,,None,BackFoot,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,197.0,136.0,Deep Cover,
1601246,7,9.14,6,1,0,64,1,6,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522780,2026-06-21T21:06:09Z,4,40,False,,,,2661,Ottneil Baartman,876,Andre Fletcher,11198,Unmukt Chand,Right,1,0,1,1,,BackOfALength,OutsideOff,,None,BackFoot,Worked,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,327.0,131.0,Deep Mid Wicket,
1601246,7,9.14,6,1,0,64,1,6,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522781,2026-06-21T21:06:42Z,5,41,False,,,,2661,Ottneil Baartman,11198,Unmukt Chand,876,Andre Fletcher,Right,0,0,0,0,,LengthBall,Wide,,InsideEdge,MovesInfront,Slog,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False,,,Wicketkeeper,
1601246,7,9.14,6,1,0,64,1,6,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522782,2026-06-21T21:07:20Z,6,42,False,,,,2661,Ottneil Baartman,11198,Unmukt Chand,876,Andre Fletcher,Right,4,0,4,4,,LengthBall,OutsideOff,,WellTimed,FrontFoot,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,4,0,0,0,0,True,False,206.0,174.0,Deep Cover,
1601247,8,9.5,12,0,0,76,1,12,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522783,2026-06-21T21:08:30Z,1,43,False,,,,13892,Harmeet Singh,876,Andre Fletcher,11198,Unmukt Chand,Right,1,0,1,1,,LengthBall,OutsideOff,,None,FrontFoot,Pushed,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,175.0,59.0,Backward Point,
1601247,8,9.5,12,0,0,76,1,12,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522784,2026-06-21T21:09:44Z,2,44,False,,,,13892,Harmeet Singh,11198,Unmukt Chand,876,Andre Fletcher,Right,4,0,4,4,,LengthBall,MiddleStump,,WellTimed,MovesInfront,Scoop,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,4,0,0,0,0,True,False,70.0,161.0,,
1601247,8,9.5,12,0,0,76,1,12,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522785,2026-06-21T21:10:27Z,3,45,False,,,,13892,Harmeet Singh,11198,Unmukt Chand,876,Andre Fletcher,Right,4,0,4,4,,LengthBall,MiddleStump,,WellTimed,FrontFoot,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,4,0,0,0,0,True,False,207.0,175.0,,
1601247,8,9.5,12,0,0,76,1,12,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522786,2026-06-21T21:11:03Z,4,46,False,,,,13892,Harmeet Singh,11198,Unmukt Chand,876,Andre Fletcher,Right,1,0,1,1,,LengthBall,OffStump,,None,FrontFoot,Flick,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,315.0,121.0,Deep Mid Wicket,
1601247,8,9.5,12,0,0,76,1,12,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522787,2026-06-21T21:11:30Z,5,47,False,,,,13892,Harmeet Singh,876,Andre Fletcher,11198,Unmukt Chand,Right,1,0,1,1,,BackOfALength,OffStump,,MisTimed,BackFoot,Worked,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,True,296.0,65.0,,
1601247,8,9.5,12,0,0,76,1,12,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522788,2026-06-21T21:11:54Z,6,48,False,,,,13892,Harmeet Singh,11198,Unmukt Chand,876,Andre Fletcher,Right,1,0,1,1,,BackOfALength,OffStump,,None,DownTheTrack,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,198.0,134.0,Deep Cover,
1601248,9,9.44,9,0,0,85,1,9,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522789,2026-06-21T21:13:05Z,1,49,False,,,,561,Dasun Shanaka,11198,Unmukt Chand,876,Andre Fletcher,Right,2,0,2,2,,LengthBall,OutsideOff,,None,FrontFoot,Worked,OffCutter,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,2,0,0,0,0,False,False,338.0,130.0,Deep Square Leg,
1601248,9,9.44,9,0,0,85,1,9,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522790,2026-06-21T21:13:46Z,2,50,False,,,,561,Dasun Shanaka,11198,Unmukt Chand,876,Andre Fletcher,Right,1,0,1,1,,BackOfALength,OutsideOff,,None,BackFoot,Worked,OffCutter,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,310.0,127.0,Deep Mid Wicket,
1601248,9,9.44,9,0,0,85,1,9,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522791,2026-06-21T21:14:29Z,3,51,False,,,,561,Dasun Shanaka,876,Andre Fletcher,11198,Unmukt Chand,Right,0,0,0,0,,HalfVolley,OutsideOff,,Missed,FrontFoot,Drive,LegCutter,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False,,,Wicketkeeper,
1601248,9,9.44,9,0,0,85,1,9,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522792,2026-06-21T21:14:58Z,4,52,False,,,,561,Dasun Shanaka,876,Andre Fletcher,11198,Unmukt Chand,Right,4,0,4,4,,Short,Wide,,WellTimed,BackFoot,LateCut,OffCutter,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,False,False,False,False,4,0,0,0,0,True,False,121.0,161.0,,
1601248,9,9.44,9,0,0,85,1,9,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522793,2026-06-21T21:15:34Z,5,53,False,,,,561,Dasun Shanaka,876,Andre Fletcher,11198,Unmukt Chand,Right,1,0,1,1,,LengthBall,OutsideOff,,None,FrontFoot,Worked,SlowerBall,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,291.0,147.0,Long On,
1601248,9,9.44,9,0,0,85,1,9,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522794,2026-06-21T21:16:29Z,6,54,False,,,,561,Dasun Shanaka,11198,Unmukt Chand,876,Andre Fletcher,Right,1,0,1,1,,HalfVolley,OutsideOff,,None,FrontFoot,Drive,LegCutter,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,1,0,0,0,0,False,False,193.0,138.0,Deep Cover,
1601249,10,8.7,2,1,0,87,2,2,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522795,2026-06-21T21:17:31Z,1,55,True,Caught,11198.0,Unmukt Chand,8498,Ali Sheikh,11198,Unmukt Chand,876,Andre Fletcher,Right,0,0,0,0,Caught,BackOfALength,OffStump,Caught,MisTimed,DownTheTrack,Slog,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,1951.0,False,False,False,False,False,False,0,0,0,0,0,False,True,300.0,133.0,Deep Mid Wicket,
1601249,10,8.7,2,1,0,87,2,2,75192,40131,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1296,Seattle Orcas,8522796,2026-06-21T21:21:02Z,2,56,False,,,,8498,Ali Sheikh,975,Sunil Narine,876,Andre Fletcher,Left,0,0,0,0,,BackOfALength,MiddleStump,,None,BackFoot,Steer,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,False,False,False,False,0,0,0,0,0,False,False,45.0,71.0,Gully,
