over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,appealDismissalTypeId,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
51724,1,3.0,0.0,0.0,3.0,0.0,3.0,1158,,5085,IPL 2019,1,245,Rajasthan Royals,247,Sunrisers Hyderabad,2019-03-29T14:30:17Z,1,False,472.0,,208.0,,197.0,Jos Buttler,167.0,78.0,Left,Backward Point,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,Steer,AwaySwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,74.0,False,True,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
51724,1,3.0,0.0,0.0,3.0,0.0,3.0,1158,,5085,IPL 2019,1,245,Rajasthan Royals,247,Sunrisers Hyderabad,2019-03-29T14:30:48Z,2,False,472.0,,208.0,,197.0,Jos Buttler,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,OutsideOff,BottomEdge,BackFoot,Steer,AwaySwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,74.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
51724,1,3.0,0.0,0.0,3.0,0.0,3.0,1158,,5085,IPL 2019,1,245,Rajasthan Royals,247,Sunrisers Hyderabad,2019-03-29T14:32:00Z,3,False,472.0,,208.0,,197.0,Jos Buttler,354.0,152.0,Left,Deep Square Leg,2.0,0,2,2.0,BackOfALength,OutsideOff,None,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,74.0,False,False,True,False,True,False,2.0,0.0,0.0,0.0,0.0,False,False,,,,,
51724,1,3.0,0.0,0.0,3.0,0.0,3.0,1158,,5085,IPL 2019,1,245,Rajasthan Royals,247,Sunrisers Hyderabad,2019-03-29T14:32:34Z,4,False,472.0,,208.0,,197.0,Jos Buttler,126.0,137.0,Left,Third Man,1.0,0,1,1.0,BackOfALength,OutsideOff,None,BackFoot,Steer,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,74.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
51724,1,3.0,0.0,0.0,3.0,0.0,3.0,1158,,5085,IPL 2019,1,245,Rajasthan Royals,247,Sunrisers Hyderabad,2019-03-29T14:33:24Z,5,False,472.0,,197.0,Jos Buttler,208.0,,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,OutsideOff,Left,BackFoot,Leave,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,74.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
51724,1,3.0,0.0,0.0,3.0,0.0,3.0,1158,,5085,IPL 2019,1,245,Rajasthan Royals,247,Sunrisers Hyderabad,2019-03-29T14:33:55Z,6,False,472.0,,197.0,Jos Buttler,208.0,,193.0,80.0,Left,Cover,0.0,0,0,0.0,LengthBall,OutsideOff,None,DownTheTrack,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,74.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
51725,2,5.0,0.0,0.0,8.0,0.0,5.0,1158,,5085,IPL 2019,1,245,Rajasthan Royals,247,Sunrisers Hyderabad,2019-03-29T14:35:10Z,1,False,2476.0,Sandeep Sharma,208.0,,197.0,Jos Buttler,194.0,87.0,Left,Cover,0.0,0,0,0.0,BackOfALength,OutsideOff,None,BackFoot,Drive,InSwinger,Over,Medium,Left,Null,Null,False,False,False,False,False,False,83.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
51725,2,5.0,0.0,0.0,8.0,0.0,5.0,1158,,5085,IPL 2019,1,245,Rajasthan Royals,247,Sunrisers Hyderabad,2019-03-29T14:35:43Z,2,False,2476.0,Sandeep Sharma,208.0,,197.0,Jos Buttler,287.0,75.0,Left,Mid On,0.0,0,0,0.0,LengthBall,OutsideOff,MisTimed,FrontFoot,Worked,InSwinger,Over,Medium,Left,Null,Null,False,False,False,False,False,False,83.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
51725,2,5.0,0.0,0.0,8.0,0.0,5.0,1158,,5085,IPL 2019,1,245,Rajasthan Royals,247,Sunrisers Hyderabad,2019-03-29T14:36:16Z,3,False,2476.0,Sandeep Sharma,208.0,,197.0,Jos Buttler,204.0,68.0,Left,Cover,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,NoMovement,Over,Medium,Left,Null,Null,False,False,False,False,False,False,83.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
51725,2,5.0,0.0,0.0,8.0,0.0,5.0,1158,,5085,IPL 2019,1,245,Rajasthan Royals,247,Sunrisers Hyderabad,2019-03-29T14:36:48Z,4,False,2476.0,Sandeep Sharma,208.0,,197.0,Jos Buttler,335.0,154.0,Left,Deep Mid Wicket,2.0,0,2,2.0,LengthBall,OutsideOff,None,DownTheTrack,Flick,InSwinger,Over,Medium,Left,Null,Null,False,False,False,False,True,False,83.0,False,False,True,False,True,False,2.0,0.0,0.0,0.0,0.0,False,False,,,,,
