over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,over_runrate
49279,4,9,1,0,34,0,9,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T10:49:47Z,2,False,1911.0,Piyush Chawla,195.0,Jonny Bairstow,1189.0,David Warner,321.0,113.0,Left,Mid Wicket,2.0,0,2,2.0,LengthBall,OutsideOff,,None,FrontFoot,Worked,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,27.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,,,,,
49279,4,9,1,0,34,0,9,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T10:50:20Z,3,False,1911.0,Piyush Chawla,195.0,Jonny Bairstow,1189.0,David Warner,264.0,188.0,Left,Long Off,6.0,0,6,6.0,LengthBall,OutsideOff,,WellTimed,DownTheTrack,Drive,Googly,Over,LegSpin,Left,Null,Null,False,False,False,False,True,False,27.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,False,True,,,,,
49279,4,9,1,0,34,0,9,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T10:50:54Z,4,False,1911.0,Piyush Chawla,195.0,Jonny Bairstow,1189.0,David Warner,209.0,60.0,Left,Short Extra Cover,0.0,0,0,0.0,LengthBall,OutsideOff,,None,FrontFoot,Pushed,Googly,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,27.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
49279,4,9,1,0,34,0,9,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T10:51:13Z,5,False,1911.0,Piyush Chawla,195.0,Jonny Bairstow,1189.0,David Warner,298.0,138.0,Left,Long On,1.0,0,1,1.0,LengthBall,OutsideOff,,None,FrontFoot,Worked,TopSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,27.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
49279,4,9,1,0,34,0,9,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T10:51:48Z,6,False,1911.0,Piyush Chawla,1189.0,David Warner,195.0,Jonny Bairstow,344.0,91.0,Right,Cover,0.0,0,0,0.0,LengthBall,DownLeg,,None,BacksAway,Cut,Googly,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,27.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
49281,5,9,0,0,43,0,9,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T10:53:07Z,1,False,65.0,Lockie Ferguson,195.0,Jonny Bairstow,1189.0,David Warner,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,Yorker,OutsideOff,,Missed,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,94.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
49281,5,9,0,0,43,0,9,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T10:53:38Z,2,False,65.0,Lockie Ferguson,195.0,Jonny Bairstow,1189.0,David Warner,151.0,145.0,Left,Third Man,2.0,0,2,2.0,LengthBall,OffStump,,LeadingEdge,FrontFoot,Flick,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,94.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,,,,,
49281,5,9,0,0,43,0,9,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T10:54:20Z,3,False,65.0,Lockie Ferguson,195.0,Jonny Bairstow,1189.0,David Warner,331.0,83.0,Left,Mid Wicket,1.0,0,1,1.0,LengthBall,OutsideOff,,None,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,94.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
49281,5,9,0,0,43,0,9,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T10:55:04Z,4,False,65.0,Lockie Ferguson,1189.0,David Warner,195.0,Jonny Bairstow,211.0,68.0,Right,Mid Wicket,0.0,0,0,0.0,LengthBall,DownLeg,,None,BacksAway,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,94.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
49281,5,9,0,0,43,0,9,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T10:55:39Z,5,False,65.0,Lockie Ferguson,1189.0,David Warner,195.0,Jonny Bairstow,202.0,132.0,Right,Deep Mid Wicket,2.0,0,2,2.0,FullToss,DownLeg,,MisTimed,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,94.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,,,,,
49281,5,9,0,0,43,0,9,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T10:56:23Z,6,False,65.0,Lockie Ferguson,1189.0,David Warner,195.0,Jonny Bairstow,342.0,178.0,Right,Deep Cover,4.0,0,4,4.0,FullToss,OutsideOff,,WellTimed,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,94.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,
49283,6,11,0,0,54,0,11,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,,1,False,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,,,,
49283,6,11,0,0,54,0,11,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T10:57:40Z,1,False,975.0,Sunil Narine,195.0,Jonny Bairstow,1189.0,David Warner,34.0,73.0,Left,Short Fine Leg,1.0,0,1,1.0,HalfVolley,LegStump,,InsideEdge,FrontFoot,Flick,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,27.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
49283,6,11,0,0,54,0,11,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T10:58:16Z,2,False,975.0,Sunil Narine,1189.0,David Warner,195.0,Jonny Bairstow,228.0,51.0,Right,Short Mid Wicket,1.0,0,1,1.0,LengthBall,DownLeg,,None,FrontFoot,Worked,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,27.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
49283,6,11,0,0,54,0,11,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T10:58:43Z,3,False,975.0,Sunil Narine,195.0,Jonny Bairstow,1189.0,David Warner,342.0,122.0,Left,Deep Mid Wicket,1.0,0,1,1.0,LengthBall,OutsideOff,,None,FrontFoot,Worked,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,27.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
49283,6,11,0,0,54,0,11,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T10:59:08Z,4,False,975.0,Sunil Narine,1189.0,David Warner,195.0,Jonny Bairstow,138.0,165.0,Right,Fine Leg,4.0,0,4,4.0,LengthBall,DownLeg,,WellTimed,FrontFoot,Sweep,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,True,False,27.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,
49283,6,11,0,0,54,0,11,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T10:59:39Z,5,False,975.0,Sunil Narine,1189.0,David Warner,195.0,Jonny Bairstow,192.0,170.0,Right,Deep Mid Wicket,4.0,0,4,4.0,LengthBall,DownLeg,,WellTimed,FrontFoot,Pull,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,True,False,27.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,
49283,6,11,0,0,54,0,11,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:00:10Z,6,False,975.0,Sunil Narine,1189.0,David Warner,195.0,Jonny Bairstow,323.0,69.0,Right,Extra Cover,0.0,0,0,0.0,LengthBall,LegStump,,None,FrontFoot,Pushed,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,27.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
49284,7,8,0,0,62,0,8,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:01:43Z,1,False,615.0,,195.0,Jonny Bairstow,1189.0,David Warner,200.0,153.0,Left,Deep Cover,1.0,0,1,1.0,LengthBall,OutsideOff,,None,BacksAway,Cut,LeftArmLegspin,Over,Unorthodox,Right,Null,Null,False,False,False,False,False,False,94.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
49284,7,8,0,0,62,0,8,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:02:26Z,2,False,615.0,,1189.0,David Warner,195.0,Jonny Bairstow,37.0,158.0,Right,Third Man,4.0,0,4,4.0,LengthBall,OutsideOff,,WellTimed,NoMovement,ReverseSweep,LeftArmLegspin,Over,Unorthodox,Right,Null,Null,False,False,False,False,False,False,94.0,False,False,False,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,
49284,7,8,0,0,62,0,8,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:02:59Z,3,False,615.0,,1189.0,David Warner,195.0,Jonny Bairstow,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,LengthBall,DownLeg,,PlayAndMissLegSide,FrontFoot,Worked,LeftArmLegspin,Over,Unorthodox,Right,Null,Null,False,False,False,False,False,False,94.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
49284,7,8,0,0,62,0,8,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:03:27Z,4,False,615.0,,1189.0,David Warner,195.0,Jonny Bairstow,309.0,124.0,Right,Mid Off,1.0,0,1,1.0,LengthBall,LegStump,,None,BackFoot,Pushed,LeftArmLegspin,Over,Unorthodox,Right,Null,Null,False,False,False,False,False,False,94.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
49284,7,8,0,0,62,0,8,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:03:50Z,5,False,615.0,,195.0,Jonny Bairstow,1189.0,David Warner,193.0,153.0,Left,Deep Cover,1.0,0,1,1.0,LengthBall,OutsideOff,,None,BacksAway,Cut,Googly,Over,Unorthodox,Right,Null,Null,False,False,False,False,False,False,94.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
49284,7,8,0,0,62,0,8,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:04:15Z,6,False,615.0,,1189.0,David Warner,195.0,Jonny Bairstow,350.0,148.0,Right,Deep Point,1.0,0,1,1.0,LengthBall,MiddleStump,,None,BackFoot,Drive,LeftArmLegspin,Over,Unorthodox,Right,Null,Null,False,False,False,False,False,False,94.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
49285,8,7,0,0,69,0,7,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:07:23Z,1,False,975.0,Sunil Narine,1189.0,David Warner,195.0,Jonny Bairstow,351.0,148.0,Right,Deep Point,1.0,0,1,1.0,LengthBall,OutsideOff,,None,BackFoot,Cut,CarromBall,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,27.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
49285,8,7,0,0,69,0,7,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:07:55Z,2,False,975.0,Sunil Narine,195.0,Jonny Bairstow,1189.0,David Warner,78.0,165.0,Left,Fine Leg,4.0,0,4,4.0,LengthBall,OutsideOff,,WellTimed,MovesInfront,Scoop,CarromBall,Over,OffSpin,Left,Null,Null,False,False,False,False,True,False,27.0,False,False,False,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,
49285,8,7,0,0,69,0,7,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:08:28Z,3,False,975.0,Sunil Narine,195.0,Jonny Bairstow,1189.0,David Warner,336.0,151.0,Left,Deep Mid Wicket,1.0,0,1,1.0,LengthBall,OutsideOff,,None,FrontFoot,SlogSweep,CarromBall,Over,OffSpin,Left,Null,Null,False,False,False,False,True,False,27.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
49285,8,7,0,0,69,0,7,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:08:56Z,4,False,975.0,Sunil Narine,1189.0,David Warner,195.0,Jonny Bairstow,301.0,151.0,Right,Long Off,1.0,0,1,1.0,LengthBall,LegStump,,None,FrontFoot,Drive,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,27.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
49285,8,7,0,0,69,0,7,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:09:19Z,5,False,975.0,Sunil Narine,195.0,Jonny Bairstow,1189.0,David Warner,176.0,73.0,Left,Point,0.0,0,0,0.0,LengthBall,OutsideOff,,None,FrontFoot,Steer,CarromBall,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,27.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
49285,8,7,0,0,69,0,7,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:09:46Z,6,False,975.0,Sunil Narine,195.0,Jonny Bairstow,1189.0,David Warner,198.0,60.0,Left,Short Extra Cover,0.0,0,0,0.0,LengthBall,OutsideOff,Lbw,HitPad,FrontFoot,Worked,OffBreak,Over,OffSpin,Left,NotOut1stUmpire,Null,False,False,False,False,False,True,27.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
49288,9,13,0,0,82,0,13,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:11:31Z,1,False,1485.0,Andre Russell,1189.0,David Warner,195.0,Jonny Bairstow,201.0,79.0,Right,Mid Wicket,0.0,0,0,0.0,BackOfALength,MiddleStump,,MisTimed,BacksAway,Pull,OffCutter,Over,Fast,Left,Null,Null,False,False,False,False,False,False,94.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
49288,9,13,0,0,82,0,13,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:11:59Z,2,False,1485.0,Andre Russell,1189.0,David Warner,195.0,Jonny Bairstow,346.0,150.0,Right,Deep Cover,1.0,0,1,1.0,FullToss,OutsideOff,,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,94.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
49288,9,13,0,0,82,0,13,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:12:43Z,3,False,1485.0,Andre Russell,195.0,Jonny Bairstow,1189.0,David Warner,167.0,78.0,Left,Backward Point,1.0,0,1,1.0,LengthBall,OutsideOff,,None,BacksAway,Cut,OffCutter,Over,Fast,Left,Null,Null,False,False,False,False,False,False,94.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
49288,9,13,0,0,82,0,13,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:13:16Z,4,False,1485.0,Andre Russell,1189.0,David Warner,195.0,Jonny Bairstow,328.0,188.0,Right,Deep Extra Cover,4.0,0,4,4.0,LengthBall,OutsideOff,,WellTimed,BacksAway,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,94.0,False,False,False,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,
49288,9,13,0,0,82,0,13,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:14:51Z,5,False,1485.0,Andre Russell,1189.0,David Warner,195.0,Jonny Bairstow,46.0,171.0,Right,Third Man,6.0,0,6,6.0,Short,MiddleStump,,WellTimed,BackFoot,UpperCut,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,False,94.0,False,False,False,False,False,False,6.0,0.0,0.0,0.0,0.0,False,True,,,,,
49288,9,13,0,0,82,0,13,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:15:45Z,6,False,1485.0,Andre Russell,1189.0,David Warner,195.0,Jonny Bairstow,357.0,71.0,Right,Point,1.0,0,1,1.0,LengthBall,LegStump,,None,FrontFoot,Dropped,OffCutter,Over,Fast,Left,Null,Null,False,False,False,False,False,False,94.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
49290,10,10,0,0,92,0,10,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:17:03Z,1,False,615.0,,1189.0,David Warner,195.0,Jonny Bairstow,328.0,83.0,Right,Extra Cover,0.0,0,0,0.0,LengthBall,OutsideOff,,None,FrontFoot,Drive,LeftArmLegspin,Over,Unorthodox,Right,Null,Null,False,False,False,False,False,False,27.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,
49290,10,10,0,0,92,0,10,1103,,5079,IPL 2019,1,247,Sunrisers Hyderabad,243,Kolkata Knight Riders,2019-03-24T11:17:20Z,2,False,615.0,,1189.0,David Warner,195.0,Jonny Bairstow,131.0,77.0,Right,Short Fine Leg,1.0,0,1,1.0,HalfVolley,OffStump,,InsideEdge,FrontFoot,Drive,Googly,Over,Unorthodox,Right,Null,Null,False,False,False,False,False,False,27.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,
