over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,appealDismissalTypeId,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,over_runrate
60895,1,1.0,0.0,0.0,1.0,0.0,1.0,1332,,5278,IPL 2019,1,240,Chennai Super Kings,247,Sunrisers Hyderabad,2019-04-17T15:30:48Z,1,False,472.0,,2368.0,Shane Watson,715.0,Faf du Plessis,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,OutsideOff,ShouldersArms,FrontFoot,Leave,AwaySwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,55.0,False,True,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
60895,1,1.0,0.0,0.0,1.0,0.0,1.0,1332,,5278,IPL 2019,1,240,Chennai Super Kings,247,Sunrisers Hyderabad,2019-04-17T15:31:20Z,2,False,472.0,,2368.0,Shane Watson,715.0,Faf du Plessis,187.0,36.0,Left,Point,0.0,0,0,0.0,LengthBall,OutsideOff,HitPad,FrontFoot,Worked,InSwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,55.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
60895,1,1.0,0.0,0.0,1.0,0.0,1.0,1332,,5278,IPL 2019,1,240,Chennai Super Kings,247,Sunrisers Hyderabad,2019-04-17T15:31:51Z,3,False,472.0,,2368.0,Shane Watson,715.0,Faf du Plessis,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,OutsideOff,ShouldersArms,BackFoot,Leave,AwaySwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,55.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
60895,1,1.0,0.0,0.0,1.0,0.0,1.0,1332,,5278,IPL 2019,1,240,Chennai Super Kings,247,Sunrisers Hyderabad,2019-04-17T15:32:24Z,4,False,472.0,,2368.0,Shane Watson,715.0,Faf du Plessis,151.0,140.0,Left,Third Man,1.0,0,1,1.0,BackOfALength,OutsideOff,ThickEdge,BackFoot,Drive,AwaySwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,55.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
60895,1,1.0,0.0,0.0,1.0,0.0,1.0,1332,,5278,IPL 2019,1,240,Chennai Super Kings,247,Sunrisers Hyderabad,2019-04-17T15:33:05Z,5,False,472.0,,715.0,Faf du Plessis,2368.0,Shane Watson,169.0,79.0,Left,Backward Point,0.0,0,0,0.0,BackOfALength,OutsideOff,None,FrontFoot,Drive,InSwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,55.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
60895,1,1.0,0.0,0.0,1.0,0.0,1.0,1332,,5278,IPL 2019,1,240,Chennai Super Kings,247,Sunrisers Hyderabad,2019-04-17T15:33:36Z,6,False,472.0,,715.0,Faf du Plessis,2368.0,Shane Watson,320.0,39.0,Left,Short Mid Wicket,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,InSwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,55.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
60902,2,2.0,0.0,1.0,4.0,0.0,3.0,1332,,5278,IPL 2019,1,240,Chennai Super Kings,247,Sunrisers Hyderabad,2019-04-17T15:35:23Z,1,False,342.0,,2368.0,Shane Watson,715.0,Faf du Plessis,227.0,97.0,Left,Mid Off,1.0,0,1,1.0,HalfVolley,OffStump,None,FrontFoot,Drive,InSwinger,Over,Fast,Right,Null,Null,False,False,False,False,False,False,148.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
60902,2,2.0,0.0,1.0,4.0,0.0,3.0,1332,,5278,IPL 2019,1,240,Chennai Super Kings,247,Sunrisers Hyderabad,2019-04-17T15:36:04Z,2,False,342.0,,715.0,Faf du Plessis,2368.0,Shane Watson,252.0,84.0,Left,Mid Off,1.0,0,1,1.0,LengthBall,MiddleStump,None,FrontFoot,Drive,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,False,148.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
60902,2,2.0,0.0,1.0,4.0,0.0,3.0,1332,,5278,IPL 2019,1,240,Chennai Super Kings,247,Sunrisers Hyderabad,2019-04-17T15:36:53Z,3,False,342.0,,2368.0,Shane Watson,715.0,Faf du Plessis,174.0,78.0,Left,Point,0.0,0,0,0.0,LengthBall,DownLeg,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,False,148.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
60902,2,2.0,0.0,1.0,4.0,0.0,3.0,1332,,5278,IPL 2019,1,240,Chennai Super Kings,247,Sunrisers Hyderabad,2019-04-17T15:37:29Z,4,False,342.0,,2368.0,Shane Watson,715.0,Faf du Plessis,44.0,47.0,Left,Leg Gully,0.0,1,1,0.0,LengthBall,DownLeg,HitPad,BackFoot,Worked,InSwinger,Over,Fast,Right,Null,Null,False,False,False,True,False,False,148.0,False,False,True,False,True,False,0.0,0.0,0.0,1.0,0.0,False,False,,,,,,
60902,2,2.0,0.0,1.0,4.0,0.0,3.0,1332,,5278,IPL 2019,1,240,Chennai Super Kings,247,Sunrisers Hyderabad,2019-04-17T15:38:05Z,5,False,342.0,,715.0,Faf du Plessis,2368.0,Shane Watson,222.0,53.0,Left,Short Extra Cover,0.0,0,0,0.0,LengthBall,MiddleStump,MisTimed,FrontFoot,Pushed,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,False,148.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
60902,2,2.0,0.0,1.0,4.0,0.0,3.0,1332,,5278,IPL 2019,1,240,Chennai Super Kings,247,Sunrisers Hyderabad,2019-04-17T15:38:42Z,6,False,342.0,,715.0,Faf du Plessis,2368.0,Shane Watson,168.0,79.0,Left,Backward Point,0.0,0,0,0.0,BackOfALength,LegStump,None,FrontFoot,Drive,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,False,148.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
60910,3,6.0,0.0,0.0,10.0,0.0,6.0,1332,,5278,IPL 2019,1,240,Chennai Super Kings,247,Sunrisers Hyderabad,2019-04-17T15:39:39Z,1,False,472.0,,2368.0,Shane Watson,715.0,Faf du Plessis,354.0,76.0,Left,Square Leg,0.0,0,0,0.0,LengthBall,OutsideOff,InsideEdge,BackFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,55.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
60910,3,6.0,0.0,0.0,10.0,0.0,6.0,1332,,5278,IPL 2019,1,240,Chennai Super Kings,247,Sunrisers Hyderabad,2019-04-17T15:40:06Z,2,False,472.0,,2368.0,Shane Watson,715.0,Faf du Plessis,270.0,40.0,Left,Bowler,0.0,0,0,0.0,BackOfALength,OutsideOff,None,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,55.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
60910,3,6.0,0.0,0.0,10.0,0.0,6.0,1332,,5278,IPL 2019,1,240,Chennai Super Kings,247,Sunrisers Hyderabad,2019-04-17T15:40:38Z,3,False,472.0,,2368.0,Shane Watson,715.0,Faf du Plessis,104.0,166.0,Left,Third Man,4.0,0,4,4.0,LengthBall,OutsideOff,OutsideEdge,FrontFoot,Drive,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,55.0,False,False,True,False,True,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,,
60910,3,6.0,0.0,0.0,10.0,0.0,6.0,1332,,5278,IPL 2019,1,240,Chennai Super Kings,247,Sunrisers Hyderabad,2019-04-17T15:41:24Z,4,False,472.0,,2368.0,Shane Watson,715.0,Faf du Plessis,331.0,124.0,Left,Mid Wicket,2.0,0,2,2.0,LengthBall,OutsideOff,None,BackFoot,Worked,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,55.0,False,False,True,False,True,False,2.0,0.0,0.0,0.0,0.0,False,False,,,,,,
60910,3,6.0,0.0,0.0,10.0,0.0,6.0,1332,,5278,IPL 2019,1,240,Chennai Super Kings,247,Sunrisers Hyderabad,2019-04-17T15:42:01Z,5,False,472.0,,2368.0,Shane Watson,715.0,Faf du Plessis,206.0,51.0,Left,Short Extra Cover,0.0,0,0,0.0,BackOfALength,OutsideOff,HitPad,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,55.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
60910,3,6.0,0.0,0.0,10.0,0.0,6.0,1332,,5278,IPL 2019,1,240,Chennai Super Kings,247,Sunrisers Hyderabad,2019-04-17T15:42:36Z,6,False,472.0,,2368.0,Shane Watson,715.0,Faf du Plessis,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,OutsideOff,Missed,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,55.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
60916,4,5.0,0.0,0.0,15.0,0.0,5.0,1332,,5278,IPL 2019,1,240,Chennai Super Kings,247,Sunrisers Hyderabad,2019-04-17T15:43:21Z,1,False,342.0,,715.0,Faf du Plessis,2368.0,Shane Watson,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,BackOfALength,LegStump,Missed,FrontFoot,Drive,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,False,148.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
