over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,fieldingPosition,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,decisionOfficialId
1625336,2,4.5,5,0,0,9,0,5,75964,,39785,The Hundred 2026 – Men,1,931,Trent Rockets Men,930,Southern Brave Men,8667050,2026-08-10T17:33:31Z,1,6,False,785,Dan Worrall,67,Ben Duckett,3149,Finn Allen,250.0,76.0,Left,0,0,0,0,LengthBall,MiddleStump,MisTimed,FrontFoot,Drive,AwaySwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Mid On,,,,,,
1625336,2,4.5,5,0,0,9,0,5,75964,,39785,The Hundred 2026 – Men,1,931,Trent Rockets Men,930,Southern Brave Men,8667051,2026-08-10T17:34:00Z,2,7,False,785,Dan Worrall,67,Ben Duckett,3149,Finn Allen,89.0,4.0,Left,0,0,0,0,BackOfALength,DownLeg,BottomEdge,DownTheTrack,Cut,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Wicketkeeper,,,,,,
1625336,2,4.5,5,0,0,9,0,5,75964,,39785,The Hundred 2026 – Men,1,931,Trent Rockets Men,930,Southern Brave Men,8667052,2026-08-10T17:34:33Z,3,8,False,785,Dan Worrall,67,Ben Duckett,3149,Finn Allen,91.0,160.0,Left,4,0,4,4,LengthBall,DownLeg,WellTimed,MovesInfront,Scoop,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,,,
1625336,2,4.5,5,0,0,9,0,5,75964,,39785,The Hundred 2026 – Men,1,931,Trent Rockets Men,930,Southern Brave Men,8667053,2026-08-10T17:35:11Z,4,9,False,785,Dan Worrall,67,Ben Duckett,3149,Finn Allen,,,Left,0,0,0,0,Yorker,OffStump,None,BackFoot,BackwardDefensive,AwaySwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Bowler,,,,,,
1625336,2,4.5,5,0,0,9,0,5,75964,,39785,The Hundred 2026 – Men,1,931,Trent Rockets Men,930,Southern Brave Men,8667054,2026-08-10T17:35:38Z,5,10,False,785,Dan Worrall,67,Ben Duckett,3149,Finn Allen,134.0,69.0,Left,1,0,1,1,BackOfALength,DownLeg,Gloved,BackFoot,Pull,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,Short Fine Leg,,,,,,
1625337,3,6.0,9,1,0,18,1,9,75964,,39785,The Hundred 2026 – Men,1,931,Trent Rockets Men,930,Southern Brave Men,8667055,2026-08-10T17:36:48Z,1,11,False,320,Marcus Stoinis,67,Ben Duckett,3149,Finn Allen,286.0,98.0,Left,0,0,0,0,LengthBall,LegStump,None,BackFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Mid Off,,,,,,
1625337,3,6.0,9,1,0,18,1,9,75964,,39785,The Hundred 2026 – Men,1,931,Trent Rockets Men,930,Southern Brave Men,8667056,2026-08-10T17:37:24Z,2,12,False,320,Marcus Stoinis,67,Ben Duckett,3149,Finn Allen,326.0,176.0,Left,4,0,4,4,BackOfALength,MiddleStump,WellTimed,BackFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,,,
1625337,3,6.0,9,1,0,18,1,9,75964,,39785,The Hundred 2026 – Men,1,931,Trent Rockets Men,930,Southern Brave Men,8667057,2026-08-10T17:38:08Z,3,13,False,320,Marcus Stoinis,67,Ben Duckett,3149,Finn Allen,92.0,160.0,Left,4,0,4,4,LengthBall,MiddleStump,WellTimed,MovesInfront,Scoop,SlowerBall,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,,,
1625337,3,6.0,9,1,0,18,1,9,75964,,39785,The Hundred 2026 – Men,1,931,Trent Rockets Men,930,Southern Brave Men,8667058,2026-08-10T17:39:02Z,4,14,True,320,Marcus Stoinis,67,Ben Duckett,3149,Finn Allen,240.0,94.0,Left,0,0,0,0,BackOfALength,DownLeg,TopEdge,BackFoot,Pull,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,True,Mid Wicket,Caught,67.0,Ben Duckett,Caught,Caught,1861.0
1625337,3,6.0,9,1,0,18,1,9,75964,,39785,The Hundred 2026 – Men,1,931,Trent Rockets Men,930,Southern Brave Men,8667059,2026-08-10T17:40:44Z,5,15,False,320,Marcus Stoinis,1999,Aneurin Donald,3149,Finn Allen,175.0,59.0,Right,1,0,1,1,LengthBall,OutsideOff,BatPad,BackFoot,Flick,SeamIn,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,Backward Point,,,,,,
