over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,id,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,fieldingPosition,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,decisionOfficialId,matchName
1602844,2,4.0,5,1,0,8,1,5,75243,39011,T20 Blast 2026 - Men,1,38,Middlesex Men,39,Glamorgan Men,8532426,2026-06-26T17:34:52Z,1,7,False,1882,Nathan McAndrew,7092,Joe Cracknell,83,Max Holden,317.0,75.0,Right,1,0,1,1,LengthBall,OutsideOff,None,BackFoot,Worked,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,Mid Wicket,,,,,,,
1602844,2,4.0,5,1,0,8,1,5,75243,39011,T20 Blast 2026 - Men,1,38,Middlesex Men,39,Glamorgan Men,8532432,2026-06-26T17:35:31Z,2,8,False,1882,Nathan McAndrew,83,Max Holden,7092,Joe Cracknell,,,Left,0,0,0,0,LengthBall,OutsideOff,None,BackFoot,BackwardDefensive,NoMovement,Round,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Bowler,,,,,,,
1602844,2,4.0,5,1,0,8,1,5,75243,39011,T20 Blast 2026 - Men,1,38,Middlesex Men,39,Glamorgan Men,8532439,2026-06-26T17:36:03Z,3,9,True,1882,Nathan McAndrew,83,Max Holden,7092,Joe Cracknell,,,Left,0,0,0,0,LengthBall,OutsideOff,Missed,FrontFoot,Drive,NoMovement,Round,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Wicketkeeper,Bowled,83.0,Max Holden,Bowled,Bowled,1840.0,
1602844,2,4.0,5,1,0,8,1,5,75243,39011,T20 Blast 2026 - Men,1,38,Middlesex Men,39,Glamorgan Men,8532450,2026-06-26T17:37:43Z,4,10,False,1882,Nathan McAndrew,10034,Matt Boyle,7092,Joe Cracknell,,,Left,0,0,0,0,LengthBall,OutsideOff,HitPad,BackFoot,Worked,NoMovement,Round,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Bowler,,,,,,,
1602844,2,4.0,5,1,0,8,1,5,75243,39011,T20 Blast 2026 - Men,1,38,Middlesex Men,39,Glamorgan Men,8532456,2026-06-26T17:38:17Z,5,11,False,1882,Nathan McAndrew,10034,Matt Boyle,7092,Joe Cracknell,266.0,180.0,Left,4,0,4,4,HalfVolley,OutsideOff,WellTimed,FrontFoot,Drive,NoMovement,Round,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,,,,
1602844,2,4.0,5,1,0,8,1,5,75243,39011,T20 Blast 2026 - Men,1,38,Middlesex Men,39,Glamorgan Men,8532464,2026-06-26T17:39:07Z,6,12,False,1882,Nathan McAndrew,10034,Matt Boyle,7092,Joe Cracknell,307.0,71.0,Left,0,0,0,0,LengthBall,OutsideOff,None,BackFoot,BackwardDefensive,NoMovement,Round,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Short Extra Cover,,,,,,,
1602851,3,5.67,9,0,0,17,1,9,75243,39011,T20 Blast 2026 - Men,1,38,Middlesex Men,39,Glamorgan Men,8532472,2026-06-26T17:39:55Z,1,13,False,10872,Timm van der Gugten,7092,Joe Cracknell,10034,Matt Boyle,,,Right,0,0,0,0,LengthBall,OutsideOff,Missed,BackFoot,Pull,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Wicketkeeper,,,,,,,
1602851,3,5.67,9,0,0,17,1,9,75243,39011,T20 Blast 2026 - Men,1,38,Middlesex Men,39,Glamorgan Men,8532480,2026-06-26T17:40:31Z,2,14,False,10872,Timm van der Gugten,7092,Joe Cracknell,10034,Matt Boyle,353.0,74.0,Right,1,0,1,1,BackOfALength,OffStump,MisTimed,FrontFoot,Flick,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,True,Square Leg,,,,,,,
1602851,3,5.67,9,0,0,17,1,9,75243,39011,T20 Blast 2026 - Men,1,38,Middlesex Men,39,Glamorgan Men,8532484,2026-06-26T17:41:15Z,3,15,False,10872,Timm van der Gugten,10034,Matt Boyle,7092,Joe Cracknell,333.0,71.0,Left,0,0,0,0,LengthBall,OutsideOff,None,BackFoot,BackwardDefensive,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Cover,,,,,,,
1602851,3,5.67,9,0,0,17,1,9,75243,39011,T20 Blast 2026 - Men,1,38,Middlesex Men,39,Glamorgan Men,8532488,2026-06-26T17:41:48Z,4,16,False,10872,Timm van der Gugten,10034,Matt Boyle,7092,Joe Cracknell,354.0,171.0,Left,4,0,4,4,BackOfALength,OutsideOff,Middled,BackFoot,Cut,NoMovement,Round,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,,,,
