over_id,over_overNumber,over_runrate,over_totalInningRuns,over_totalInningWickets,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled,ballDateTime,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount
309104,12,,,,0.0,0.0,0.0,0.0,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309104,12,,,,0.0,0.0,0.0,0.0,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309104,12,,,,0.0,0.0,0.0,0.0,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,3,False,Wicketkeeper,0,0,False,False,2018-08-07T20:46:13Z,336.0,Ben Whitehead,242.0,Steven Croft,238.0,Dane Vilas,90.0,48.0,Left,0.0,0.0,LengthBall,Null,Caught,PlayAndMiss,0,Drive,Null,Over,LegSpin,Left,NotOut1stUmpire,NotReferred,Null,False,False,False,False,False,True,50.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0
309104,12,,,,0.0,0.0,0.0,0.0,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309104,12,,,,0.0,0.0,0.0,0.0,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309104,12,,,,0.0,0.0,0.0,0.0,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309112,13,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309112,13,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309112,13,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309112,13,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309112,13,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309112,13,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309111,14,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309111,14,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309111,14,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309111,14,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309111,14,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309111,14,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309110,15,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309110,15,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309110,15,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309110,15,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309110,15,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309110,15,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309109,16,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309109,16,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309109,16,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309109,16,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309109,16,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309109,16,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309108,17,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309108,17,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309108,17,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309108,17,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309108,17,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309108,17,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309107,18,,,,,,,,10126,,1241,England Domestic T20 2018,2,50,Lancashire,40,Durham,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
