over_id,over_overNumber,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,over_runsConceded,over_wickets,over_runsExtras,referralOutcomeId
10664,8,6.0,185,Match 42,338,England Domestic T20 2018,1,35,Sussex,31,Somerset,2018-09-15T15:04:50Z,4,False,,,,399.0,Roelof van der Merwe,51.0,David Wiese,337.0,Luke Wright,303.0,146.0,Left,Long On,1.0,0,1,1.0,,LengthBall,Null,NotOut,Played,0,Drive,Null,Round,Orthodox,Right,Null,Null,False,False,False,False,False,True,18.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
10664,8,6.0,185,Match 42,338,England Domestic T20 2018,1,35,Sussex,31,Somerset,2018-09-15T15:05:17Z,5,False,,,,399.0,Roelof van der Merwe,337.0,Luke Wright,51.0,David Wiese,190.0,78.0,Left,Cover,1.0,0,1,1.0,,LengthBall,Null,NotOut,Played,0,Pushed,Null,Round,Orthodox,Right,Null,Null,False,False,False,False,False,True,18.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
10664,8,6.0,185,Match 42,338,England Domestic T20 2018,1,35,Sussex,31,Somerset,2018-09-15T15:05:37Z,6,False,,,,399.0,Roelof van der Merwe,51.0,David Wiese,337.0,Luke Wright,161.0,85.0,Left,Backward Point,1.0,0,1,1.0,,LengthBall,Null,NotOut,Played,0,Cut,Null,Round,Orthodox,Right,Null,Null,False,False,False,False,False,True,18.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
10666,9,7.0,185,Match 42,338,England Domestic T20 2018,1,35,Sussex,31,Somerset,2018-09-15T15:06:31Z,1,False,,,,9.0,Jamie Overton,51.0,David Wiese,337.0,Luke Wright,324.0,125.0,Left,Mid Wicket,1.0,0,1,1.0,,LengthBall,Null,NotOut,Played,0,Flick,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,True,31.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
10666,9,7.0,185,Match 42,338,England Domestic T20 2018,1,35,Sussex,31,Somerset,2018-09-15T15:07:03Z,2,False,,,,9.0,Jamie Overton,337.0,Luke Wright,51.0,David Wiese,333.0,124.0,Left,Deep Mid Wicket,1.0,0,1,1.0,,LengthBall,Null,NotOut,Played,0,Flick,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,True,31.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
10666,9,7.0,185,Match 42,338,England Domestic T20 2018,1,35,Sussex,31,Somerset,2018-09-15T15:07:35Z,3,False,,,,9.0,Jamie Overton,51.0,David Wiese,337.0,Luke Wright,8.0,135.0,Left,Deep Square Leg,1.0,0,1,1.0,,BackOfALength,Null,NotOut,Played,0,Pull,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,True,31.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
10666,9,7.0,185,Match 42,338,England Domestic T20 2018,1,35,Sussex,31,Somerset,2018-09-15T15:08:27Z,4,False,,,,9.0,Jamie Overton,337.0,Luke Wright,51.0,David Wiese,270.0,40.0,Left,Bowler,0.0,0,0,0.0,,LengthBall,Null,NotOut,Played,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,True,31.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
10666,9,7.0,185,Match 42,338,England Domestic T20 2018,1,35,Sussex,31,Somerset,2018-09-15T15:08:59Z,5,False,,,,9.0,Jamie Overton,337.0,Luke Wright,51.0,David Wiese,180.0,169.0,Left,Deep Point,4.0,0,4,4.0,,HalfVolley,Null,NotOut,HitHard,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,True,31.0,False,False,False,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,
10666,9,7.0,185,Match 42,338,England Domestic T20 2018,1,35,Sussex,31,Somerset,2018-09-15T15:09:43Z,6,False,,,,9.0,Jamie Overton,337.0,Luke Wright,51.0,David Wiese,213.0,84.0,Left,Extra Cover,0.0,0,0,0.0,,LengthBall,Null,NotOut,Played,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,True,31.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
10668,10,7.0,185,Match 42,338,England Domestic T20 2018,1,35,Sussex,31,Somerset,2018-09-15T15:10:43Z,1,False,,,,401.0,Max Waller,51.0,David Wiese,337.0,Luke Wright,355.0,148.0,Left,Deep Square Leg,2.0,0,2,2.0,,LengthBall,Null,NotOut,Played,0,Sweep,Null,Over,LegSpin,Left,Null,Null,False,False,False,False,False,True,18.0,False,False,False,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,,,,
10668,10,7.0,185,Match 42,338,England Domestic T20 2018,1,35,Sussex,31,Somerset,2018-09-15T15:11:10Z,2,False,,,,401.0,Max Waller,51.0,David Wiese,337.0,Luke Wright,148.0,80.0,Left,Backward Point,1.0,0,1,1.0,,LengthBall,Null,NotOut,Played,0,Cut,Null,Over,LegSpin,Left,Null,Null,False,False,False,False,False,True,18.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
10668,10,7.0,185,Match 42,338,England Domestic T20 2018,1,35,Sussex,31,Somerset,2018-09-15T15:11:38Z,3,False,,,,401.0,Max Waller,337.0,Luke Wright,51.0,David Wiese,190.0,127.0,Left,Deep Point,1.0,0,1,1.0,,LengthBall,Null,NotOut,Played,0,Cut,Null,Over,LegSpin,Left,Null,Null,False,False,False,False,False,True,18.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
10668,10,7.0,185,Match 42,338,England Domestic T20 2018,1,35,Sussex,31,Somerset,2018-09-15T15:12:02Z,4,False,,,,401.0,Max Waller,51.0,David Wiese,337.0,Luke Wright,342.0,132.0,Left,Deep Mid Wicket,1.0,0,1,1.0,,HalfVolley,Null,NotOut,Played,0,Flick,Null,Over,LegSpin,Left,Null,Null,False,False,False,False,False,True,18.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
10668,10,7.0,185,Match 42,338,England Domestic T20 2018,1,35,Sussex,31,Somerset,2018-09-15T15:12:30Z,5,False,,,,401.0,Max Waller,337.0,Luke Wright,51.0,David Wiese,335.0,134.0,Left,Deep Mid Wicket,1.0,0,1,1.0,,LengthBall,Null,NotOut,Played,0,Pull,Null,Over,LegSpin,Left,Null,Null,False,False,False,False,False,True,18.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
10668,10,7.0,185,Match 42,338,England Domestic T20 2018,1,35,Sussex,31,Somerset,2018-09-15T15:12:52Z,6,False,,,,401.0,Max Waller,51.0,David Wiese,337.0,Luke Wright,197.0,125.0,Left,Deep Cover,1.0,0,1,1.0,,LengthBall,Null,NotOut,Played,0,Cut,Null,Over,LegSpin,Left,Null,Null,False,False,False,False,False,True,18.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
10670,11,12.0,185,Match 42,338,England Domestic T20 2018,1,35,Sussex,31,Somerset,2018-09-15T15:13:58Z,1,False,,,,399.0,Roelof van der Merwe,51.0,David Wiese,337.0,Luke Wright,196.0,124.0,Left,Deep Cover,1.0,0,1,1.0,,LengthBall,Null,NotOut,Played,0,Drive,Null,Round,Orthodox,Right,Null,Null,False,False,False,False,False,True,31.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
