over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,battingHandId,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,shotAngle,shotMagnitude,fieldingPosition
1623695,2,9.5,14,0,0,19,0,14,75918,,39782,The Hundred 2026 – Men,1,1447,Manchester Super Giants Men,930,Southern Brave Men,8657320,2026-08-08T17:03:25Z,1,6,False,,,,354,Luke Wood,2692,Paul Walter,1838,Tim Seifert,Left,2,0,2,2,,LengthBall,OutsideOff,,None,FrontFoot,Flick,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,2,0,0,0,0,False,False,196.0,156.0,Deep Square Leg
1623695,2,9.5,14,0,0,19,0,14,75918,,39782,The Hundred 2026 – Men,1,1447,Manchester Super Giants Men,930,Southern Brave Men,8657321,2026-08-08T17:04:03Z,2,7,False,,,,354,Luke Wood,2692,Paul Walter,1838,Tim Seifert,Left,4,0,4,4,,LengthBall,OutsideOff,,WellTimed,FrontFoot,Drive,AwaySwinger,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,4,0,0,0,0,True,False,261.0,180.0,
1623695,2,9.5,14,0,0,19,0,14,75918,,39782,The Hundred 2026 – Men,1,1447,Manchester Super Giants Men,930,Southern Brave Men,8657322,2026-08-08T17:04:35Z,3,8,False,,,,354,Luke Wood,2692,Paul Walter,1838,Tim Seifert,Left,0,0,0,0,,Short,OutsideOff,,HitBody,FrontFoot,Pull,SeamIn,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,256.0,25.0,Bowler
1623695,2,9.5,14,0,0,19,0,14,75918,,39782,The Hundred 2026 – Men,1,1447,Manchester Super Giants Men,930,Southern Brave Men,8657323,2026-08-08T17:05:13Z,4,9,False,,,,354,Luke Wood,2692,Paul Walter,1838,Tim Seifert,Left,4,0,4,4,,Short,OutsideOff,,WellTimed,BackFoot,Pull,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,4,0,0,0,0,True,False,130.0,162.0,
1623695,2,9.5,14,0,0,19,0,14,75918,,39782,The Hundred 2026 – Men,1,1447,Manchester Super Giants Men,930,Southern Brave Men,8657324,2026-08-08T17:05:55Z,5,10,False,,,,354,Luke Wood,2692,Paul Walter,1838,Tim Seifert,Left,4,0,4,4,,LengthBall,OutsideOff,,Middled,FrontFoot,Slog,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,4,0,0,0,0,True,False,226.0,177.0,
1623696,3,7.67,4,0,0,23,0,4,75918,,39782,The Hundred 2026 – Men,1,1447,Manchester Super Giants Men,930,Southern Brave Men,8657325,2026-08-08T17:06:59Z,1,11,False,,,,320,Marcus Stoinis,1838,Tim Seifert,2692,Paul Walter,Right,0,0,0,0,,LengthBall,OutsideOff,,None,BackFoot,Worked,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,330.0,78.0,Square Leg
1623696,3,7.67,4,0,0,23,0,4,75918,,39782,The Hundred 2026 – Men,1,1447,Manchester Super Giants Men,930,Southern Brave Men,8657326,2026-08-08T17:07:36Z,2,12,False,,,,320,Marcus Stoinis,1838,Tim Seifert,2692,Paul Walter,Right,2,0,2,2,,BackOfALength,OutsideOff,,None,DownTheTrack,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,2,0,0,0,0,False,False,222.0,166.0,Deep Extra Cover
1623696,3,7.67,4,0,0,23,0,4,75918,,39782,The Hundred 2026 – Men,1,1447,Manchester Super Giants Men,930,Southern Brave Men,8657327,2026-08-08T17:08:14Z,3,13,False,,,,320,Marcus Stoinis,1838,Tim Seifert,2692,Paul Walter,Right,1,0,1,1,,HalfVolley,Wide,,None,BackFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,203.0,165.0,Deep Cover
1623696,3,7.67,4,0,0,23,0,4,75918,,39782,The Hundred 2026 – Men,1,1447,Manchester Super Giants Men,930,Southern Brave Men,8657328,2026-08-08T17:08:56Z,4,14,False,,,,320,Marcus Stoinis,2692,Paul Walter,1838,Tim Seifert,Left,0,0,0,0,,LengthBall,DownLeg,,HitPad,FrontFoot,Flick,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,309.0,57.0,Extra Cover
1623696,3,7.67,4,0,0,23,0,4,75918,,39782,The Hundred 2026 – Men,1,1447,Manchester Super Giants Men,930,Southern Brave Men,8657329,2026-08-08T17:09:27Z,5,15,False,,,,320,Marcus Stoinis,2692,Paul Walter,1838,Tim Seifert,Left,1,0,1,1,,Short,LegStump,,None,BackFoot,Hook,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,254.0,86.0,Mid On
1623697,4,8.5,11,0,0,34,0,11,75918,,39782,The Hundred 2026 – Men,1,1447,Manchester Super Giants Men,930,Southern Brave Men,8657330,2026-08-08T17:10:13Z,1,16,False,,,,53,Jofra Archer,1838,Tim Seifert,2692,Paul Walter,Right,6,0,6,6,,BackOfALength,OutsideOff,,WellTimed,MovesInfront,Scoop,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,6,0,0,0,0,True,False,72.0,160.0,
1623697,4,8.5,11,0,0,34,0,11,75918,,39782,The Hundred 2026 – Men,1,1447,Manchester Super Giants Men,930,Southern Brave Men,8657331,2026-08-08T17:10:50Z,2,17,False,,,,53,Jofra Archer,1838,Tim Seifert,2692,Paul Walter,Right,1,0,1,1,,LengthBall,LegStump,,None,BacksAway,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,251.0,88.0,Mid Off
1623697,4,8.5,11,0,0,34,0,11,75918,,39782,The Hundred 2026 – Men,1,1447,Manchester Super Giants Men,930,Southern Brave Men,8657332,2026-08-08T17:11:24Z,3,18,False,,,,53,Jofra Archer,2692,Paul Walter,1838,Tim Seifert,Left,0,0,0,0,,HalfTracker,LegStump,,Left,Ducked,Leave,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,,,Wicketkeeper
1623697,4,8.5,11,0,0,34,0,11,75918,,39782,The Hundred 2026 – Men,1,1447,Manchester Super Giants Men,930,Southern Brave Men,8657333,2026-08-08T17:12:00Z,4,19,False,,,,53,Jofra Archer,2692,Paul Walter,1838,Tim Seifert,Left,4,0,4,4,,Short,DownLeg,,TopEdge,BacksAway,Hook,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,4,0,0,0,0,True,True,106.0,160.0,
1623697,4,8.5,11,0,0,34,0,11,75918,,39782,The Hundred 2026 – Men,1,1447,Manchester Super Giants Men,930,Southern Brave Men,8657334,2026-08-08T17:12:38Z,5,20,False,,,,53,Jofra Archer,2692,Paul Walter,1838,Tim Seifert,Left,0,0,0,0,,BackOfALength,LegStump,,None,BackFoot,Worked,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,281.0,25.0,Bowler
1623698,5,8.8,10,0,0,44,0,10,75918,,39782,The Hundred 2026 – Men,1,1447,Manchester Super Giants Men,930,Southern Brave Men,8657335,2026-08-08T17:13:38Z,1,21,False,,,,320,Marcus Stoinis,1838,Tim Seifert,2692,Paul Walter,Right,4,0,4,4,,LengthBall,Wide,,WellTimed,FrontFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,True,,False,False,True,False,False,False,4,0,0,0,0,True,False,226.0,177.0,
