over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
941272,12,,,,,34112,,20160,Major League Cricket 2024,2,1291,Texas Super Kings,1292,Los Angeles Knight Riders,,1,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
941272,12,,,,,34112,,20160,Major League Cricket 2024,2,1291,Texas Super Kings,1292,Los Angeles Knight Riders,,2,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
941272,12,,,,,34112,,20160,Major League Cricket 2024,2,1291,Texas Super Kings,1292,Los Angeles Knight Riders,,3,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
941272,12,,,,,34112,,20160,Major League Cricket 2024,2,1291,Texas Super Kings,1292,Los Angeles Knight Riders,,4,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
941272,12,,,,,34112,,20160,Major League Cricket 2024,2,1291,Texas Super Kings,1292,Los Angeles Knight Riders,,5,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
941272,12,,,,,34112,,20160,Major League Cricket 2024,2,1291,Texas Super Kings,1292,Los Angeles Knight Riders,,6,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
941273,13,,,,,34112,,20160,Major League Cricket 2024,2,1291,Texas Super Kings,1292,Los Angeles Knight Riders,,1,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
941273,13,,,,,34112,,20160,Major League Cricket 2024,2,1291,Texas Super Kings,1292,Los Angeles Knight Riders,,2,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
941273,13,,,,,34112,,20160,Major League Cricket 2024,2,1291,Texas Super Kings,1292,Los Angeles Knight Riders,,3,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
941273,13,,,,,34112,,20160,Major League Cricket 2024,2,1291,Texas Super Kings,1292,Los Angeles Knight Riders,,4,False,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False
