over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,over_runrate,appealDismissalTypeId
52087,1,14.0,0.0,0.0,14.0,0.0,14.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:30:16Z,1,False,175.0,Moeen Ali,195.0,Jonny Bairstow,1189.0,David Warner,0.0,0.0,Left,-,0.0,0,0,0.0,LengthBall,OutsideOff,None,BackFoot,Drive,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,117.0,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52087,1,14.0,0.0,0.0,14.0,0.0,14.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:30:37Z,2,False,175.0,Moeen Ali,195.0,Jonny Bairstow,1189.0,David Warner,0.0,0.0,Left,-,4.0,0,4,4.0,LengthBall,OutsideOff,WellTimed,FrontFoot,SlogSweep,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,True,False,117.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,,
52087,1,14.0,0.0,0.0,14.0,0.0,14.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:31:13Z,3,False,175.0,Moeen Ali,195.0,Jonny Bairstow,1189.0,David Warner,0.0,0.0,Left,-,1.0,0,1,1.0,LengthBall,OutsideOff,None,DownTheTrack,Worked,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52087,1,14.0,0.0,0.0,14.0,0.0,14.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:32:01Z,4,False,175.0,Moeen Ali,1189.0,David Warner,195.0,Jonny Bairstow,0.0,0.0,Right,-,4.0,0,4,4.0,HalfVolley,MiddleStump,WellTimed,FrontFoot,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,True,False,117.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,,
52087,1,14.0,0.0,0.0,14.0,0.0,14.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:32:36Z,5,False,175.0,Moeen Ali,1189.0,David Warner,195.0,Jonny Bairstow,0.0,0.0,Right,-,1.0,0,1,1.0,LengthBall,MiddleStump,None,BackFoot,Worked,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52087,1,14.0,0.0,0.0,14.0,0.0,14.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:33:11Z,6,False,175.0,Moeen Ali,195.0,Jonny Bairstow,1189.0,David Warner,0.0,0.0,Left,-,4.0,0,4,4.0,LengthBall,OutsideOff,WellTimed,BackFoot,Cut,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,,
52094,2,7.0,0.0,0.0,21.0,0.0,7.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:34:45Z,1,False,633.0,,1189.0,David Warner,195.0,Jonny Bairstow,0.0,0.0,Right,-,6.0,0,6,6.0,HalfVolley,OffStump,WellTimed,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,False,42.0,False,False,True,False,False,False,6.0,0.0,0.0,0.0,0.0,False,True,,,,,,
52094,2,7.0,0.0,0.0,21.0,0.0,7.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:35:16Z,2,False,633.0,,1189.0,David Warner,195.0,Jonny Bairstow,0.0,0.0,Right,-,0.0,0,0,0.0,LengthBall,LegStump,None,FrontFoot,Steer,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,42.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52094,2,7.0,0.0,0.0,21.0,0.0,7.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:35:51Z,3,False,633.0,,1189.0,David Warner,195.0,Jonny Bairstow,0.0,0.0,Right,-,0.0,0,0,0.0,LengthBall,DownLeg,None,BackFoot,Worked,OffCutter,Over,Fast,Left,Null,Null,False,False,False,False,False,False,42.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52094,2,7.0,0.0,0.0,21.0,0.0,7.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:36:25Z,4,False,633.0,,1189.0,David Warner,195.0,Jonny Bairstow,0.0,0.0,Right,-,1.0,0,1,1.0,LengthBall,MiddleStump,MisTimed,FrontFoot,Cut,OffCutter,Over,Fast,Left,Null,Null,False,False,False,False,False,False,42.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52094,2,7.0,0.0,0.0,21.0,0.0,7.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:37:18Z,5,False,633.0,,195.0,Jonny Bairstow,1189.0,David Warner,0.0,0.0,Left,-,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,42.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52094,2,7.0,0.0,0.0,21.0,0.0,7.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:37:56Z,6,False,633.0,,195.0,Jonny Bairstow,1189.0,David Warner,0.0,0.0,Left,-,0.0,0,0,0.0,BackOfALength,OutsideOff,HitPad,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,42.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52102,3,11.0,0.0,0.0,32.0,0.0,11.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:39:22Z,1,False,613.0,,1189.0,David Warner,195.0,Jonny Bairstow,174.0,150.0,Right,Deep Square Leg,2.0,0,2,2.0,LengthBall,LegStump,None,FrontFoot,Sweep,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52102,3,11.0,0.0,0.0,32.0,0.0,11.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:39:56Z,2,False,613.0,,1189.0,David Warner,195.0,Jonny Bairstow,167.0,89.0,Right,Backward Square Leg,0.0,0,0,0.0,LengthBall,OffStump,None,FrontFoot,Sweep,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52102,3,11.0,0.0,0.0,32.0,0.0,11.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:40:22Z,3,False,613.0,,1189.0,David Warner,195.0,Jonny Bairstow,203.0,104.0,Right,Mid Wicket,2.0,0,2,2.0,LengthBall,DownLeg,None,FrontFoot,Worked,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52102,3,11.0,0.0,0.0,32.0,0.0,11.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:41:00Z,4,False,613.0,,1189.0,David Warner,195.0,Jonny Bairstow,229.0,142.0,Right,Long On,2.0,0,2,2.0,LengthBall,DownLeg,None,FrontFoot,Worked,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52102,3,11.0,0.0,0.0,32.0,0.0,11.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:41:43Z,5,False,613.0,,1189.0,David Warner,195.0,Jonny Bairstow,344.0,179.0,Right,Deep Cover,4.0,0,4,4.0,LengthBall,OffStump,WellTimed,BacksAway,Drive,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,,
52102,3,11.0,0.0,0.0,32.0,0.0,11.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:42:16Z,6,False,613.0,,1189.0,David Warner,195.0,Jonny Bairstow,186.0,136.0,Right,Deep Square Leg,1.0,0,1,1.0,LengthBall,LegStump,None,FrontFoot,Worked,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52109,4,11.0,0.0,0.0,43.0,0.0,11.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:43:53Z,1,False,282.0,,1189.0,David Warner,195.0,Jonny Bairstow,195.0,86.0,Right,Mid Wicket,1.0,0,1,1.0,BackOfALength,DownLeg,None,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,42.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52109,4,11.0,0.0,0.0,43.0,0.0,11.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:44:42Z,2,False,282.0,,195.0,Jonny Bairstow,1189.0,David Warner,295.0,79.0,Left,Mid On,1.0,0,1,1.0,LengthBall,OutsideOff,MisTimed,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,42.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52109,4,11.0,0.0,0.0,43.0,0.0,11.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:45:37Z,3,False,282.0,,1189.0,David Warner,195.0,Jonny Bairstow,174.0,97.0,Right,Square Leg,1.0,0,1,1.0,LengthBall,DownLeg,None,BackFoot,Worked,OffCutter,Over,Fast,Left,Null,Null,False,False,False,False,False,False,42.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52109,4,11.0,0.0,0.0,43.0,0.0,11.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:46:15Z,4,False,282.0,,195.0,Jonny Bairstow,1189.0,David Warner,343.0,185.0,Left,Deep Mid Wicket,4.0,0,4,4.0,BackOfALength,OutsideOff,WellTimed,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,False,42.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,,
52109,4,11.0,0.0,0.0,43.0,0.0,11.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:46:53Z,5,False,282.0,,195.0,Jonny Bairstow,1189.0,David Warner,103.0,167.0,Left,Third Man,4.0,0,4,4.0,Short,OutsideOff,TopEdge,BackFoot,UpperCut,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,False,42.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,,
52109,4,11.0,0.0,0.0,43.0,0.0,11.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:47:30Z,6,False,282.0,,195.0,Jonny Bairstow,1189.0,David Warner,174.0,75.0,Left,Point,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,Cut,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,42.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52117,5,8.0,0.0,0.0,51.0,0.0,8.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:48:43Z,1,False,633.0,,1189.0,David Warner,195.0,Jonny Bairstow,345.0,118.0,Right,Cover,1.0,0,1,1.0,LengthBall,DownLeg,LeadingEdge,FrontFoot,Worked,OffCutter,Over,Fast,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52117,5,8.0,0.0,0.0,51.0,0.0,8.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:49:32Z,2,False,633.0,,195.0,Jonny Bairstow,1189.0,David Warner,360.0,134.0,Left,Deep Square Leg,1.0,0,1,1.0,BackOfALength,OffStump,None,BackFoot,Pull,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52117,5,8.0,0.0,0.0,51.0,0.0,8.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:50:08Z,3,False,633.0,,1189.0,David Warner,195.0,Jonny Bairstow,176.0,141.0,Right,Deep Square Leg,1.0,0,1,1.0,BackOfALength,DownLeg,None,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52117,5,8.0,0.0,0.0,51.0,0.0,8.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:50:44Z,4,False,633.0,,195.0,Jonny Bairstow,1189.0,David Warner,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,Short,OutsideOff,Left,Ducked,Leave,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52117,5,8.0,0.0,0.0,51.0,0.0,8.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:51:19Z,5,False,633.0,,195.0,Jonny Bairstow,1189.0,David Warner,162.0,165.0,Left,Deep Backward Point,4.0,0,4,4.0,BackOfALength,OutsideOff,WellTimed,BackFoot,Cut,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,,
52117,5,8.0,0.0,0.0,51.0,0.0,8.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:52:01Z,6,False,633.0,,195.0,Jonny Bairstow,1189.0,David Warner,299.0,134.0,Left,Long On,1.0,0,1,1.0,HalfVolley,LegStump,None,FrontFoot,Worked,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52125,6,8.0,0.0,0.0,59.0,0.0,8.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:53:09Z,1,False,282.0,,195.0,Jonny Bairstow,1189.0,David Warner,170.0,77.0,Left,Backward Point,0.0,0,0,0.0,Yorker,OutsideOff,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,42.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
52125,6,8.0,0.0,0.0,59.0,0.0,8.0,1173,,5088,IPL 2019,1,247,Sunrisers Hyderabad,246,Royal Challengers Bengaluru Men,2019-03-31T11:53:42Z,2,False,282.0,,195.0,Jonny Bairstow,1189.0,David Warner,244.0,181.0,Left,Long Off,4.0,0,4,4.0,LengthBall,OutsideOff,MisTimed,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,42.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,,
