over_id,over_overNumber,over_runrate,over_totalInningRuns,over_totalInningWickets,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled,ballDateTime,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount
252735,11,,,,,,,,9908,,1246,England Domestic T20 2018,2,37,Northamptonshire,42,Leicestershire,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252735,11,,,,,,,,9908,,1246,England Domestic T20 2018,2,37,Northamptonshire,42,Leicestershire,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252735,11,,,,,,,,9908,,1246,England Domestic T20 2018,2,37,Northamptonshire,42,Leicestershire,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252735,11,,,,,,,,9908,,1246,England Domestic T20 2018,2,37,Northamptonshire,42,Leicestershire,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252735,11,,,,,,,,9908,,1246,England Domestic T20 2018,2,37,Northamptonshire,42,Leicestershire,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252735,11,,,,,,,,9908,,1246,England Domestic T20 2018,2,37,Northamptonshire,42,Leicestershire,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252734,12,,,,,,,,9908,,1246,England Domestic T20 2018,2,37,Northamptonshire,42,Leicestershire,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252734,12,,,,,,,,9908,,1246,England Domestic T20 2018,2,37,Northamptonshire,42,Leicestershire,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252734,12,,,,,,,,9908,,1246,England Domestic T20 2018,2,37,Northamptonshire,42,Leicestershire,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252734,12,,,,,,,,9908,,1246,England Domestic T20 2018,2,37,Northamptonshire,42,Leicestershire,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
