over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,id,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,fieldingPosition,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,decisionOfficialId,matchName
1592565,2,9.0,2,0,0,18,0,2,75004,39006,T20 Blast 2026 - Men,1,40,Durham Men,50,Lancashire Men,8471077,2026-06-09T19:28:02Z,1,7,False,354,Luke Wood,103,Graham Clark,101,Alex Lees,207.0,67.0,Right,0,0,0,0,BackOfALength,LegStump,None,BackFoot,Pushed,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Cover,,,,,,,
1592565,2,9.0,2,0,0,18,0,2,75004,39006,T20 Blast 2026 - Men,1,40,Durham Men,50,Lancashire Men,8471078,2026-06-09T19:28:37Z,2,8,False,354,Luke Wood,103,Graham Clark,101,Alex Lees,227.0,67.0,Right,0,0,0,0,BackOfALength,DownLeg,None,BackFoot,Pushed,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Extra Cover,,,,,,,
1592565,2,9.0,2,0,0,18,0,2,75004,39006,T20 Blast 2026 - Men,1,40,Durham Men,50,Lancashire Men,8471081,2026-06-09T19:29:07Z,3,9,False,354,Luke Wood,103,Graham Clark,101,Alex Lees,353.0,161.0,Right,2,0,2,2,BackOfALength,DownLeg,None,BacksAway,Pull,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,2,0,0,0,0,False,False,Deep Square Leg,,,,,,,
1592565,2,9.0,2,0,0,18,0,2,75004,39006,T20 Blast 2026 - Men,1,40,Durham Men,50,Lancashire Men,8471083,2026-06-09T19:29:42Z,4,10,False,354,Luke Wood,103,Graham Clark,101,Alex Lees,314.0,41.0,Right,0,0,0,0,Yorker,DownLeg,MisTimed,BacksAway,Flick,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Mid Wicket,,,,,,,
1592565,2,9.0,2,0,0,18,0,2,75004,39006,T20 Blast 2026 - Men,1,40,Durham Men,50,Lancashire Men,8471084,2026-06-09T19:30:14Z,5,11,False,354,Luke Wood,103,Graham Clark,101,Alex Lees,299.0,58.0,Right,0,0,0,0,Yorker,LegStump,MisTimed,BacksAway,Drive,InSwinger,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Mid On,,,,,,,
1592565,2,9.0,2,0,0,18,0,2,75004,39006,T20 Blast 2026 - Men,1,40,Durham Men,50,Lancashire Men,8471086,2026-06-09T19:30:49Z,6,12,False,354,Luke Wood,103,Graham Clark,101,Alex Lees,,,Right,0,0,0,0,LengthBall,DownLeg,Missed,BacksAway,Slog,InSwinger,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Wicketkeeper,,,,,,,
1592566,3,11.0,15,0,0,33,0,15,75004,39006,T20 Blast 2026 - Men,1,40,Durham Men,50,Lancashire Men,8471087,2026-06-09T19:31:42Z,1,13,False,8643,Tom Aspinwall,101,Alex Lees,103,Graham Clark,,,Left,0,0,0,0,Short,DownLeg,Missed,MovesInfront,Scoop,SlowerBall,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Wicketkeeper,,,,,,,
1592566,3,11.0,15,0,0,33,0,15,75004,39006,T20 Blast 2026 - Men,1,40,Durham Men,50,Lancashire Men,8471088,2026-06-09T19:32:10Z,2,14,False,8643,Tom Aspinwall,101,Alex Lees,103,Graham Clark,,,Left,1,1,1,0,HalfTracker,DownLeg,Left,NoMovement,Leave,NoMovement,Over,Medium,Right,Null,NotReferred,Null,True,False,False,False,False,True,False,False,True,False,False,False,1,0,1,0,0,False,False,Wicketkeeper,,,,,,,
1592566,3,11.0,15,0,0,33,0,15,75004,39006,T20 Blast 2026 - Men,1,40,Durham Men,50,Lancashire Men,8471089,2026-06-09T19:32:33Z,2,15,False,8643,Tom Aspinwall,101,Alex Lees,103,Graham Clark,134.0,142.0,Left,1,0,1,1,Short,DownLeg,WellTimed,BackFoot,Pull,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,1,0,0,0,0,False,False,Fine Leg,,,,,,,
1592566,3,11.0,15,0,0,33,0,15,75004,39006,T20 Blast 2026 - Men,1,40,Durham Men,50,Lancashire Men,8471090,2026-06-09T19:33:17Z,3,16,False,8643,Tom Aspinwall,103,Graham Clark,101,Alex Lees,231.0,178.0,Right,4,0,4,4,HalfVolley,OutsideOff,Middled,FrontFoot,Drive,NoMovement,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,,,,
