over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,id,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,fieldingPosition,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,decisionOfficialId,matchName
1609694,2,7.0,6,0,0,14,1,6,75512,40153,Major League Cricket 2026,1,1296,Seattle Orcas,1294,San Francisco Unicorns,8574052,2026-07-12T00:52:47Z,1,7,False,20,Peter Siddle,594,Shehan Jayasuriya,1838,Tim Seifert,,,Left,0,0,0,0,BackOfALength,DownLeg,HitPad,BackFoot,Worked,NoMovement,Over,FastSeam,Right,Null,NotOutReviewRetained,Null,False,False,False,False,False,True,False,False,True,False,False,True,0,0,0,0,0,False,False,,,,,,Lbw,1948.0,
1609694,2,7.0,6,0,0,14,1,6,75512,40153,Major League Cricket 2026,1,1296,Seattle Orcas,1294,San Francisco Unicorns,8574055,2026-07-12T00:54:39Z,2,8,False,20,Peter Siddle,594,Shehan Jayasuriya,1838,Tim Seifert,212.0,175.0,Left,4,0,4,4,LengthBall,LegStump,WellTimed,FrontFoot,Flick,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,,,,
1609694,2,7.0,6,0,0,14,1,6,75512,40153,Major League Cricket 2026,1,1296,Seattle Orcas,1294,San Francisco Unicorns,8574057,2026-07-12T00:55:17Z,3,9,False,20,Peter Siddle,594,Shehan Jayasuriya,1838,Tim Seifert,,,Left,0,0,0,0,BackOfALength,DownLeg,Missed,DownTheTrack,Cut,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Wicketkeeper,,,,,,,
1609694,2,7.0,6,0,0,14,1,6,75512,40153,Major League Cricket 2026,1,1296,Seattle Orcas,1294,San Francisco Unicorns,8574060,2026-07-12T00:55:56Z,4,10,False,20,Peter Siddle,594,Shehan Jayasuriya,1838,Tim Seifert,356.0,140.0,Left,1,0,1,1,BackOfALength,LegStump,MisTimed,BackFoot,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,True,Deep Cover,,,,,,,
1609694,2,7.0,6,0,0,14,1,6,75512,40153,Major League Cricket 2026,1,1296,Seattle Orcas,1294,San Francisco Unicorns,8574062,2026-07-12T00:56:50Z,5,11,False,20,Peter Siddle,1838,Tim Seifert,594,Shehan Jayasuriya,,,Right,0,0,0,0,BackOfALength,OutsideOff,Missed,BackFoot,Pull,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Wicketkeeper,,,,,,,
1609694,2,7.0,6,0,0,14,1,6,75512,40153,Major League Cricket 2026,1,1296,Seattle Orcas,1294,San Francisco Unicorns,8574063,2026-07-12T00:57:27Z,6,12,False,20,Peter Siddle,1838,Tim Seifert,594,Shehan Jayasuriya,43.0,116.0,Right,1,0,1,1,Short,OutsideOff,None,BackFoot,Glance,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,Fine Leg,,,,,,,
1609697,3,9.0,13,1,0,27,2,13,75512,40153,Major League Cricket 2026,1,1296,Seattle Orcas,1294,San Francisco Unicorns,8574067,2026-07-12T00:58:47Z,1,13,False,1080,Matt Short,1838,Tim Seifert,594,Shehan Jayasuriya,323.0,122.0,Right,1,0,1,1,BackOfALength,DownLeg,None,BackFoot,Worked,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,Deep Mid Wicket,,,,,,,
1609697,3,9.0,13,1,0,27,2,13,75512,40153,Major League Cricket 2026,1,1296,Seattle Orcas,1294,San Francisco Unicorns,8574069,2026-07-12T00:59:25Z,2,14,False,1080,Matt Short,594,Shehan Jayasuriya,1838,Tim Seifert,328.0,175.0,Left,4,0,4,4,BackOfALength,OutsideOff,WellTimed,BackFoot,Drive,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,,,,
1609697,3,9.0,13,1,0,27,2,13,75512,40153,Major League Cricket 2026,1,1296,Seattle Orcas,1294,San Francisco Unicorns,8574071,2026-07-12T00:59:55Z,3,15,False,1080,Matt Short,594,Shehan Jayasuriya,1838,Tim Seifert,306.0,178.0,Left,6,0,6,6,LengthBall,OutsideOff,WellTimed,FrontFoot,Drive,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,6,0,0,0,0,True,False,,,,,,,,
1609697,3,9.0,13,1,0,27,2,13,75512,40153,Major League Cricket 2026,1,1296,Seattle Orcas,1294,San Francisco Unicorns,8574072,2026-07-12T01:00:29Z,4,16,False,1080,Matt Short,594,Shehan Jayasuriya,1838,Tim Seifert,193.0,82.0,Left,1,0,1,1,LengthBall,OffStump,None,FrontFoot,Worked,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,Square Leg,,,,,,,
