over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,fieldingPosition,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,decisionOfficialId
1621424,2,9.0,4,0,0,18,0,4,75855,,39776,The Hundred 2026 – Men,1,929,Sunrisers Leeds Men,927,London Spirit Men,8643958,2026-08-04T17:55:09Z,1,6,False,323,Adam Milne,722,Mitch Marsh,2646,Ryan Rickelton,,,Right,0,0,0,0,BackOfALength,Wide,Missed,BackFoot,Drive,SeamIn,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Wicketkeeper,,,,,,
1621424,2,9.0,4,0,0,18,0,4,75855,,39776,The Hundred 2026 – Men,1,929,Sunrisers Leeds Men,927,London Spirit Men,8643959,2026-08-04T17:55:45Z,2,7,False,323,Adam Milne,722,Mitch Marsh,2646,Ryan Rickelton,,,Right,0,0,0,0,LengthBall,Wide,Left,FrontFoot,Leave,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Wicketkeeper,,,,,,
1621424,2,9.0,4,0,0,18,0,4,75855,,39776,The Hundred 2026 – Men,1,929,Sunrisers Leeds Men,927,London Spirit Men,8643961,2026-08-04T17:56:22Z,3,8,False,323,Adam Milne,722,Mitch Marsh,2646,Ryan Rickelton,110.0,26.0,Right,0,0,0,0,LengthBall,OutsideOff,HitBody,FrontFoot,Slog,InSwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,First Slip,,,,,,
1621424,2,9.0,4,0,0,18,0,4,75855,,39776,The Hundred 2026 – Men,1,929,Sunrisers Leeds Men,927,London Spirit Men,8643962,2026-08-04T17:57:01Z,4,9,False,323,Adam Milne,722,Mitch Marsh,2646,Ryan Rickelton,285.0,180.0,Right,4,0,4,4,HalfVolley,MiddleStump,WellTimed,FrontFoot,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,Mid On,,,,,,
1621424,2,9.0,4,0,0,18,0,4,75855,,39776,The Hundred 2026 – Men,1,929,Sunrisers Leeds Men,927,London Spirit Men,8643964,2026-08-04T17:57:40Z,5,10,False,323,Adam Milne,722,Mitch Marsh,2646,Ryan Rickelton,288.0,57.0,Right,0,0,0,0,HalfVolley,OutsideOff,MisTimed,FrontFoot,Drive,InSwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Mid On,,,,,,
1621426,3,9.67,11,0,0,29,0,11,75855,,39776,The Hundred 2026 – Men,1,929,Sunrisers Leeds Men,927,London Spirit Men,8643967,2026-08-04T17:58:47Z,1,11,False,166,David Willey,2646,Ryan Rickelton,722,Mitch Marsh,55.0,138.0,Left,1,0,1,1,HalfVolley,OutsideOff,ThickEdge,FrontFoot,Drive,AwaySwinger,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,True,Short Third Man,,,,,,
1621426,3,9.67,11,0,0,29,0,11,75855,,39776,The Hundred 2026 – Men,1,929,Sunrisers Leeds Men,927,London Spirit Men,8643969,2026-08-04T17:59:33Z,2,12,False,166,David Willey,722,Mitch Marsh,2646,Ryan Rickelton,,,Right,0,0,0,0,LengthBall,LegStump,Left,FrontFoot,Leave,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Wicketkeeper,,,,,,
1621426,3,9.67,11,0,0,29,0,11,75855,,39776,The Hundred 2026 – Men,1,929,Sunrisers Leeds Men,927,London Spirit Men,8643971,2026-08-04T18:00:06Z,3,13,False,166,David Willey,722,Mitch Marsh,2646,Ryan Rickelton,219.0,176.0,Right,6,0,6,6,LengthBall,LegStump,Middled,DownTheTrack,Drive,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,6,0,0,0,0,True,False,,,,,,,
1621426,3,9.67,11,0,0,29,0,11,75855,,39776,The Hundred 2026 – Men,1,929,Sunrisers Leeds Men,927,London Spirit Men,8643972,2026-08-04T18:00:47Z,4,14,False,166,David Willey,722,Mitch Marsh,2646,Ryan Rickelton,267.0,180.0,Right,4,0,4,4,HalfVolley,LegStump,Middled,FrontFoot,Drive,InSwinger,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,,,
1621426,3,9.67,11,0,0,29,0,11,75855,,39776,The Hundred 2026 – Men,1,929,Sunrisers Leeds Men,927,London Spirit Men,8643973,2026-08-04T18:01:40Z,5,15,False,166,David Willey,722,Mitch Marsh,2646,Ryan Rickelton,285.0,69.0,Right,0,0,0,0,HalfVolley,MiddleStump,MisTimed,FrontFoot,Drive,InSwinger,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Mid On,,,,,,
