over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,over_runrate,appealDismissalTypeId
59952,6,11.0,0.0,0.0,49.0,1.0,11.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T11:59:39Z,6,False,,,,517.0,Ravindra Jadeja,590.0,Chris Lynn,281.0,Nitish Rana,20.0,115.0,Left,Backward Square Leg,1.0,0,1,1.0,,BackOfALength,MiddleStump,None,BackFoot,Worked,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,False,87.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
59962,7,9.0,0.0,0.0,58.0,1.0,9.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:00:53Z,1,False,,,,1027.0,Mitchell Santner,590.0,Chris Lynn,281.0,Nitish Rana,280.0,41.0,Left,Silly Mid On,0.0,0,0,0.0,,LengthBall,OutsideOff,None,BackFoot,Drive,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
59962,7,9.0,0.0,0.0,58.0,1.0,9.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:01:17Z,2,False,,,,1027.0,Mitchell Santner,590.0,Chris Lynn,281.0,Nitish Rana,227.0,119.0,Left,Mid Off,1.0,0,1,1.0,,LengthBall,MiddleStump,None,FrontFoot,Pushed,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
59962,7,9.0,0.0,0.0,58.0,1.0,9.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:01:47Z,3,False,,,,1027.0,Mitchell Santner,281.0,Nitish Rana,590.0,Chris Lynn,179.0,110.0,Right,Square Leg,1.0,0,1,1.0,,LengthBall,LegStump,None,FrontFoot,Worked,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
59962,7,9.0,0.0,0.0,58.0,1.0,9.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:02:14Z,4,False,,,,1027.0,Mitchell Santner,590.0,Chris Lynn,281.0,Nitish Rana,274.0,220.0,Left,Long On,6.0,0,6,6.0,,LengthBall,OffStump,WellTimed,DownTheTrack,Drive,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,True,False,124.0,False,False,False,False,False,False,6.0,0.0,0.0,0.0,0.0,False,True,,
59962,7,9.0,0.0,0.0,58.0,1.0,9.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:02:51Z,5,False,,,,1027.0,Mitchell Santner,590.0,Chris Lynn,281.0,Nitish Rana,270.0,40.0,Left,Bowler,0.0,0,0,0.0,,HalfVolley,MiddleStump,None,FrontFoot,Drive,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
59962,7,9.0,0.0,0.0,58.0,1.0,9.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:03:10Z,6,False,,,,1027.0,Mitchell Santner,590.0,Chris Lynn,281.0,Nitish Rana,275.0,132.0,Left,Long On,1.0,0,1,1.0,,BackOfALength,OutsideOff,None,DownTheTrack,Pushed,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
59970,8,9.0,0.0,1.0,67.0,1.0,9.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:04:14Z,1,False,,,,517.0,Ravindra Jadeja,590.0,Chris Lynn,281.0,Nitish Rana,231.0,135.0,Left,Deep Extra Cover,1.0,0,1,1.0,,BackOfALength,OutsideOff,None,BackFoot,Drive,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,False,87.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
59970,8,9.0,0.0,1.0,67.0,1.0,9.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:04:44Z,2,False,,,,517.0,Ravindra Jadeja,281.0,Nitish Rana,590.0,Chris Lynn,29.0,75.0,Right,Backward Point,1.0,0,1,1.0,,LengthBall,OutsideOff,None,FrontFoot,Cut,StockBall,Over,Orthodox,Right,Null,Null,False,False,False,False,False,False,87.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
59970,8,9.0,0.0,1.0,67.0,1.0,9.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:05:13Z,3,False,,,,517.0,Ravindra Jadeja,590.0,Chris Lynn,281.0,Nitish Rana,90.0,48.0,Left,Wicketkeeper,1.0,1,1,0.0,,LengthBall,DownLeg,PlayAndMissLegSide,FrontFoot,Sweep,StockBall,Round,Orthodox,Right,Null,Null,True,False,False,False,False,False,87.0,False,False,False,False,False,False,0.0,0.0,1.0,0.0,0.0,False,False,,
59970,8,9.0,0.0,1.0,67.0,1.0,9.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:05:30Z,3,False,,,,517.0,Ravindra Jadeja,590.0,Chris Lynn,281.0,Nitish Rana,192.0,155.0,Left,Deep Cover,1.0,0,1,1.0,,LengthBall,OutsideOff,None,FrontFoot,Drive,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,False,87.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
59970,8,9.0,0.0,1.0,67.0,1.0,9.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:05:50Z,4,False,,,,517.0,Ravindra Jadeja,281.0,Nitish Rana,590.0,Chris Lynn,17.0,189.0,Right,Deep Backward Point,4.0,0,4,4.0,,BackOfALength,OutsideOff,WellTimed,BackFoot,Cut,StockBall,Over,Orthodox,Right,Null,Null,False,False,False,False,False,False,87.0,False,False,False,False,False,False,4.0,0.0,0.0,0.0,0.0,False,False,,
59970,8,9.0,0.0,1.0,67.0,1.0,9.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:06:21Z,5,False,,,,517.0,Ravindra Jadeja,281.0,Nitish Rana,590.0,Chris Lynn,219.0,136.0,Right,Mid On,1.0,0,1,1.0,,BackOfALength,OutsideOff,None,MovesInfront,Worked,StockBall,Over,Orthodox,Right,Null,Null,False,False,False,False,False,False,87.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
59970,8,9.0,0.0,1.0,67.0,1.0,9.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:06:45Z,6,False,,,,517.0,Ravindra Jadeja,590.0,Chris Lynn,281.0,Nitish Rana,270.0,40.0,Left,Bowler,0.0,0,0,0.0,,LengthBall,MiddleStump,None,FrontFoot,Pushed,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,False,87.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
59978,9,4.0,0.0,0.0,71.0,1.0,4.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:08:07Z,1,False,,,,676.0,Imran Tahir,281.0,Nitish Rana,590.0,Chris Lynn,270.0,40.0,Right,Bowler,0.0,0,0,0.0,,LengthBall,LegStump,None,FrontFoot,ForwardDefensive,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
59978,9,4.0,0.0,0.0,71.0,1.0,4.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:08:25Z,2,False,,,,676.0,Imran Tahir,281.0,Nitish Rana,590.0,Chris Lynn,13.0,150.0,Right,Deep Backward Point,1.0,0,1,1.0,,HalfVolley,OutsideOff,None,FrontFoot,Drive,Googly,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
59978,9,4.0,0.0,0.0,71.0,1.0,4.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:08:56Z,3,False,,,,676.0,Imran Tahir,590.0,Chris Lynn,281.0,Nitish Rana,245.0,138.0,Left,Long Off,1.0,0,1,1.0,,LengthBall,OutsideOff,None,BackFoot,Pushed,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
59978,9,4.0,0.0,0.0,71.0,1.0,4.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:09:27Z,4,False,,,,676.0,Imran Tahir,281.0,Nitish Rana,590.0,Chris Lynn,183.0,129.0,Right,Deep Square Leg,1.0,0,1,1.0,,FullToss,DownLeg,None,FrontFoot,Worked,Googly,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
59978,9,4.0,0.0,0.0,71.0,1.0,4.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:09:48Z,5,False,,,,676.0,Imran Tahir,590.0,Chris Lynn,281.0,Nitish Rana,155.0,82.0,Left,Backward Point,1.0,0,1,1.0,,LengthBall,OutsideOff,None,FrontFoot,Drive,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
59978,9,4.0,0.0,0.0,71.0,1.0,4.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:10:22Z,6,False,,,,676.0,Imran Tahir,281.0,Nitish Rana,590.0,Chris Lynn,0.0,0.0,Right,-,0.0,0,0,0.0,,LengthBall,DownLeg,None,FrontFoot,Pushed,Slider,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
59990,10,6.0,0.0,0.0,77.0,1.0,6.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:13:30Z,1,False,,,,517.0,Ravindra Jadeja,590.0,Chris Lynn,281.0,Nitish Rana,0.0,0.0,Left,-,1.0,0,1,1.0,,LengthBall,OutsideOff,None,FrontFoot,Drive,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,False,87.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
59990,10,6.0,0.0,0.0,77.0,1.0,6.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:14:00Z,2,False,,,,517.0,Ravindra Jadeja,281.0,Nitish Rana,590.0,Chris Lynn,26.0,172.0,Right,Deep Backward Point,4.0,0,4,4.0,,BackOfALength,OutsideOff,WellTimed,BackFoot,Cut,StockBall,Over,Orthodox,Right,Null,Null,False,False,False,False,False,False,87.0,False,False,False,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,
59990,10,6.0,0.0,0.0,77.0,1.0,6.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:14:32Z,3,False,,,,517.0,Ravindra Jadeja,281.0,Nitish Rana,590.0,Chris Lynn,294.0,49.0,Right,Silly Mid Off,0.0,0,0,0.0,,LengthBall,OutsideOff,None,FrontFoot,Pushed,StockBall,Over,Orthodox,Right,Null,Null,False,False,False,False,False,False,87.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
59990,10,6.0,0.0,0.0,77.0,1.0,6.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:14:51Z,4,False,,,,517.0,Ravindra Jadeja,281.0,Nitish Rana,590.0,Chris Lynn,25.0,73.0,Right,Backward Point,0.0,0,0,0.0,,BackOfALength,OutsideOff,None,BackFoot,Cut,StockBall,Over,Orthodox,Right,Null,Null,False,False,False,False,False,False,87.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
59990,10,6.0,0.0,0.0,77.0,1.0,6.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:15:10Z,5,False,,,,517.0,Ravindra Jadeja,281.0,Nitish Rana,590.0,Chris Lynn,328.0,52.0,Right,Short Extra Cover,0.0,0,0,0.0,,LengthBall,OutsideOff,None,FrontFoot,Pushed,StockBall,Over,Orthodox,Right,Null,Null,False,False,False,False,False,False,87.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
59990,10,6.0,0.0,0.0,77.0,1.0,6.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:15:30Z,6,False,,,,517.0,Ravindra Jadeja,281.0,Nitish Rana,590.0,Chris Lynn,200.0,117.0,Right,Mid Wicket,1.0,0,1,1.0,,LengthBall,OutsideOff,None,FrontFoot,Worked,StockBall,Over,Orthodox,Right,Null,Null,False,False,False,False,False,False,87.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
59996,11,4.0,2.0,0.0,81.0,3.0,4.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:16:28Z,1,False,,,,676.0,Imran Tahir,281.0,Nitish Rana,590.0,Chris Lynn,190.0,130.0,Right,Deep Mid Wicket,2.0,0,2,2.0,,BackOfALength,DownLeg,None,BackFoot,Worked,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,,
59996,11,4.0,2.0,0.0,81.0,3.0,4.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,,2,False,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,
59996,11,4.0,2.0,0.0,81.0,3.0,4.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:18:37Z,3,False,,,,676.0,Imran Tahir,590.0,Chris Lynn,2474.0,Robin Uthappa,302.0,143.0,Left,Long On,1.0,0,1,1.0,,LengthBall,DownLeg,None,FrontFoot,Drive,Googly,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
59996,11,4.0,2.0,0.0,81.0,3.0,4.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:19:11Z,4,True,Caught,2474.0,Robin Uthappa,676.0,Imran Tahir,2474.0,Robin Uthappa,590.0,Chris Lynn,256.0,118.0,Left,Mid Off,0.0,0,0,0.0,Caught,LengthBall,OutsideOff,MisTimed,FrontFoot,Drive,LegSpinner,Over,LegSpin,Left,Out1stUmpire,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
59996,11,4.0,2.0,0.0,81.0,3.0,4.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:21:35Z,5,False,,,,676.0,Imran Tahir,590.0,Chris Lynn,607.0,,270.0,40.0,Left,Bowler,0.0,0,0,0.0,,LengthBall,MiddleStump,None,FrontFoot,ForwardDefensive,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
59996,11,4.0,2.0,0.0,81.0,3.0,4.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:21:52Z,6,False,,,,676.0,Imran Tahir,590.0,Chris Lynn,607.0,,184.0,133.0,Left,Deep Point,1.0,0,1,1.0,,BackOfALength,OutsideOff,None,BackFoot,Drive,LegSpinner,Over,LegSpin,Left,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
60009,12,10.0,0.0,0.0,91.0,3.0,10.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:23:35Z,1,False,,,,283.0,,590.0,Chris Lynn,607.0,,215.0,82.0,Left,Extra Cover,0.0,0,0,0.0,,LengthBall,OutsideOff,None,FrontFoot,Drive,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,87.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
60009,12,10.0,0.0,0.0,91.0,3.0,10.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:24:06Z,2,False,,,,283.0,,590.0,Chris Lynn,607.0,,183.0,65.0,Left,Point,1.0,0,1,1.0,,Short,OutsideOff,None,BackFoot,Pushed,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,87.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
60009,12,10.0,0.0,0.0,91.0,3.0,10.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:24:50Z,3,False,,,,283.0,,607.0,,590.0,Chris Lynn,194.0,71.0,Left,Cover,1.0,0,1,1.0,,Short,OutsideOff,HitHelmet,BackFoot,Hook,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,87.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
60009,12,10.0,0.0,0.0,91.0,3.0,10.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:25:29Z,4,False,,,,283.0,,590.0,Chris Lynn,607.0,,37.0,185.0,Left,Fine Leg,6.0,0,6,6.0,,Short,OutsideOff,WellTimed,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,False,87.0,False,False,False,False,False,False,6.0,0.0,0.0,0.0,0.0,False,True,,
60009,12,10.0,0.0,0.0,91.0,3.0,10.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:26:10Z,5,False,,,,283.0,,590.0,Chris Lynn,607.0,,200.0,103.0,Left,Cover,1.0,0,1,1.0,,LengthBall,OutsideOff,None,FrontFoot,Drive,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,87.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
60009,12,10.0,0.0,0.0,91.0,3.0,10.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:26:59Z,6,False,,,,283.0,,607.0,,590.0,Chris Lynn,127.0,124.0,Left,Third Man,1.0,0,1,1.0,,BackOfALength,OutsideOff,None,BackFoot,Steer,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,87.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
60020,13,7.0,0.0,2.0,98.0,3.0,7.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:28:48Z,1,False,,,,1027.0,Mitchell Santner,607.0,,590.0,Chris Lynn,354.0,120.0,Left,Square Leg,2.0,0,2,2.0,,LengthBall,OffStump,None,FrontFoot,Worked,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,,
60020,13,7.0,0.0,2.0,98.0,3.0,7.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:29:22Z,2,False,,,,1027.0,Mitchell Santner,607.0,,590.0,Chris Lynn,65.0,79.0,Left,Short Fine Leg,2.0,2,2,0.0,,HalfVolley,DownLeg,PlayAndMissLegSide,FrontFoot,Sweep,StockBall,Round,Orthodox,Right,Null,Null,True,False,False,False,False,False,124.0,False,False,False,False,False,False,0.0,0.0,2.0,0.0,0.0,False,False,,
60020,13,7.0,0.0,2.0,98.0,3.0,7.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:29:54Z,2,False,,,,1027.0,Mitchell Santner,590.0,Chris Lynn,607.0,,235.0,155.0,Left,Long Off,1.0,0,1,1.0,,LengthBall,OutsideOff,None,BacksAway,Drive,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
60020,13,7.0,0.0,2.0,98.0,3.0,7.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:30:23Z,3,False,,,,1027.0,Mitchell Santner,607.0,,590.0,Chris Lynn,205.0,71.0,Left,Cover,0.0,0,0,0.0,,LengthBall,OutsideOff,None,FrontFoot,Pushed,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
60020,13,7.0,0.0,2.0,98.0,3.0,7.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:30:44Z,4,False,,,,1027.0,Mitchell Santner,607.0,,590.0,Chris Lynn,182.0,89.0,Left,Point,1.0,0,1,1.0,,LengthBall,OutsideOff,None,FrontFoot,Pushed,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
60020,13,7.0,0.0,2.0,98.0,3.0,7.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:31:15Z,5,False,,,,1027.0,Mitchell Santner,590.0,Chris Lynn,607.0,,298.0,133.0,Left,Long On,1.0,0,1,1.0,,HalfVolley,LegStump,None,DownTheTrack,Pushed,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
60020,13,7.0,0.0,2.0,98.0,3.0,7.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:31:45Z,6,False,,,,1027.0,Mitchell Santner,607.0,,590.0,Chris Lynn,255.0,40.0,Left,Silly Mid Off,0.0,0,0,0.0,,LengthBall,OutsideOff,None,FrontFoot,Pushed,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,False,124.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
60028,14,23.0,0.0,0.0,121.0,3.0,23.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:33:03Z,1,False,,,,517.0,Ravindra Jadeja,590.0,Chris Lynn,607.0,,212.0,196.0,Left,Deep Extra Cover,6.0,0,6,6.0,,LengthBall,OutsideOff,WellTimed,BacksAway,Drive,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,True,False,87.0,False,False,False,False,False,False,6.0,0.0,0.0,0.0,0.0,False,True,,
60028,14,23.0,0.0,0.0,121.0,3.0,23.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:33:29Z,2,False,,,,517.0,Ravindra Jadeja,590.0,Chris Lynn,607.0,,330.0,216.0,Left,Deep Mid Wicket,6.0,0,6,6.0,,BackOfALength,OffStump,WellTimed,BacksAway,Pull,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,True,False,87.0,False,False,False,False,False,False,6.0,0.0,0.0,0.0,0.0,False,True,,
60028,14,23.0,0.0,0.0,121.0,3.0,23.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:33:55Z,3,False,,,,517.0,Ravindra Jadeja,590.0,Chris Lynn,607.0,,286.0,213.0,Left,Long On,6.0,0,6,6.0,,LengthBall,MiddleStump,WellTimed,FrontFoot,Drive,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,True,False,87.0,False,False,False,False,False,False,6.0,0.0,0.0,0.0,0.0,False,True,,
60028,14,23.0,0.0,0.0,121.0,3.0,23.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:34:27Z,4,False,,,,517.0,Ravindra Jadeja,590.0,Chris Lynn,607.0,,171.0,72.0,Left,Point,1.0,0,1,1.0,,LengthBall,OutsideOff,MisTimed,BackFoot,Cut,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,False,87.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
60028,14,23.0,0.0,0.0,121.0,3.0,23.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:35:01Z,5,False,,,,517.0,Ravindra Jadeja,607.0,,590.0,Chris Lynn,249.0,30.0,Left,Silly Mid Off,0.0,0,0,0.0,,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,False,87.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
60028,14,23.0,0.0,0.0,121.0,3.0,23.0,1302,,5274,IPL 2019,1,243,Kolkata Knight Riders,240,Chennai Super Kings,2019-04-14T12:35:25Z,6,False,,,,517.0,Ravindra Jadeja,607.0,,590.0,Chris Lynn,36.0,177.0,Left,Fine Leg,4.0,0,4,4.0,,LengthBall,OffStump,WellTimed,FrontFoot,Sweep,StockBall,Round,Orthodox,Right,Null,Null,False,False,False,False,False,False,87.0,False,False,False,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,
