over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,decisionOfficialId,matchName
1612061,3,9.33,9,0,0,28,0,9,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588376,2026-07-18T23:45:16Z,4,18,False,,,,65,Lockie Ferguson,876,Andre Fletcher,781,Colin Munro,10.0,155.0,Right,Deep Backward Square Leg,1,0,1,1,,BackOfALength,OutsideOff,,None,BackFoot,Flick,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,
1612061,3,9.33,9,0,0,28,0,9,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588377,2026-07-18T23:45:50Z,5,19,False,,,,65,Lockie Ferguson,781,Colin Munro,876,Andre Fletcher,346.0,45.0,Left,Cover,1,0,1,1,,LengthBall,DownLeg,,None,FrontFoot,Dropped,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,
1612061,3,9.33,9,0,0,28,0,9,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588378,2026-07-18T23:46:27Z,6,20,False,,,,65,Lockie Ferguson,876,Andre Fletcher,781,Colin Munro,208.0,64.0,Right,Cover,1,0,1,1,,BackOfALength,OutsideOff,,MisTimed,DownTheTrack,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,True,,
1612062,4,9.75,11,0,0,39,0,11,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588379,2026-07-18T23:47:26Z,1,21,False,,,,770,Ben Dwarshuis,876,Andre Fletcher,781,Colin Munro,175.0,43.0,Right,Backward Point,1,0,1,1,,BackOfALength,LegStump,,None,BackFoot,Dropped,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,
1612062,4,9.75,11,0,0,39,0,11,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588380,2026-07-18T23:47:58Z,2,22,False,,,,770,Ben Dwarshuis,781,Colin Munro,876,Andre Fletcher,178.0,146.0,Left,Deep Backward Square Leg,1,0,1,1,,Short,OutsideOff,,MisTimed,BackFoot,Pull,NoMovement,Over,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,
1612062,4,9.75,11,0,0,39,0,11,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588381,2026-07-18T23:48:34Z,3,23,False,,,,770,Ben Dwarshuis,876,Andre Fletcher,781,Colin Munro,182.0,170.0,Right,,4,0,4,4,,LengthBall,Wide,,WellTimed,FrontFoot,Drive,NoMovement,Round,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,
1612062,4,9.75,11,0,0,39,0,11,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588382,2026-07-18T23:49:09Z,4,24,False,,,,770,Ben Dwarshuis,876,Andre Fletcher,781,Colin Munro,99.0,160.0,Right,,4,0,4,4,,BackOfALength,OutsideOff,,OutsideEdge,DownTheTrack,Fended,NoMovement,Round,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,True,,
1612062,4,9.75,11,0,0,39,0,11,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588383,2026-07-18T23:49:44Z,5,25,False,,,,770,Ben Dwarshuis,876,Andre Fletcher,781,Colin Munro,358.0,131.0,Right,Deep Square Leg,1,0,1,1,,BackOfALength,Wide,,None,BackFoot,Pull,NoMovement,Round,FastSeam,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,
1612062,4,9.75,11,0,0,39,0,11,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588384,2026-07-18T23:50:27Z,6,26,False,,,,770,Ben Dwarshuis,781,Colin Munro,876,Andre Fletcher,0.0,0.0,Left,Wicketkeeper,0,0,0,0,,HalfTracker,OutsideOff,Caught,HitHelmet,BackFoot,Pull,NoMovement,Over,FastSeam,Left,Null,NotOutReviewLost,Null,False,False,False,False,False,True,False,False,True,False,False,True,0,0,0,0,0,False,False,,
1612063,5,8.4,3,0,0,42,0,3,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588385,2026-07-18T23:52:45Z,1,27,False,,,,3479,Saurabh Netravalkar,876,Andre Fletcher,781,Colin Munro,184.0,58.0,Right,Cover,0,0,0,0,,BackOfALength,OutsideOff,,None,BackFoot,Cut,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,
1612063,5,8.4,3,0,0,42,0,3,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588386,2026-07-18T23:53:25Z,2,28,False,,,,3479,Saurabh Netravalkar,876,Andre Fletcher,781,Colin Munro,0.0,0.0,Right,Wicketkeeper,0,0,0,0,,BackOfALength,OutsideOff,,Missed,DownTheTrack,Cut,OffCutter,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,
1612063,5,8.4,3,0,0,42,0,3,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588387,2026-07-18T23:54:00Z,3,29,False,,,,3479,Saurabh Netravalkar,876,Andre Fletcher,781,Colin Munro,172.0,62.0,Right,Backward Point,1,0,1,1,,BackOfALength,MiddleStump,,None,BackFoot,Cut,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,
1612063,5,8.4,3,0,0,42,0,3,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588388,2026-07-18T23:54:59Z,4,30,False,,,,3479,Saurabh Netravalkar,781,Colin Munro,876,Andre Fletcher,331.0,47.0,Left,Cover,0,0,0,0,,LengthBall,OutsideOff,,None,FrontFoot,Drive,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,
1612063,5,8.4,3,0,0,42,0,3,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588389,2026-07-18T23:55:49Z,5,31,False,,,,3479,Saurabh Netravalkar,781,Colin Munro,876,Andre Fletcher,199.0,146.0,Left,Deep Square Leg,1,0,1,1,,LengthBall,OutsideOff,,None,FrontFoot,Slog,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,True,,
1612063,5,8.4,3,0,0,42,0,3,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588390,2026-07-18T23:56:31Z,6,32,False,,,,3479,Saurabh Netravalkar,876,Andre Fletcher,781,Colin Munro,174.0,48.0,Right,Backward Point,1,0,1,1,,BackOfALength,OffStump,,None,BackFoot,Cut,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,
1612064,6,9.0,12,0,0,54,0,12,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588391,2026-07-18T23:57:37Z,1,33,False,,,,65,Lockie Ferguson,876,Andre Fletcher,781,Colin Munro,178.0,61.0,Right,Point,1,0,1,1,,BackOfALength,OutsideOff,,WellTimed,BackFoot,Cut,SlowerBall,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,
1612064,6,9.0,12,0,0,54,0,12,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588392,2026-07-18T23:58:11Z,2,34,False,,,,65,Lockie Ferguson,781,Colin Munro,876,Andre Fletcher,171.0,119.0,Left,Deep Backward Square Leg,1,0,1,1,,BackOfALength,DownLeg,,MisTimed,BackFoot,Pull,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,,
1612064,6,9.0,12,0,0,54,0,12,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588393,2026-07-18T23:58:49Z,3,35,False,,,,65,Lockie Ferguson,876,Andre Fletcher,781,Colin Munro,0.0,0.0,Right,Wicketkeeper,0,0,0,0,,HalfTracker,Wide,,Left,SwayedAway,Leave,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,
1612064,6,9.0,12,0,0,54,0,12,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588394,2026-07-18T23:59:20Z,4,36,False,,,,65,Lockie Ferguson,876,Andre Fletcher,781,Colin Munro,195.0,173.0,Right,,4,0,4,4,,BackOfALength,OutsideOff,,WellTimed,BackFoot,Drive,LegCutter,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,
1612064,6,9.0,12,0,0,54,0,12,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588395,2026-07-18T23:59:58Z,5,37,False,,,,65,Lockie Ferguson,876,Andre Fletcher,781,Colin Munro,249.0,179.0,Right,,6,0,6,6,,LengthBall,OutsideOff,,WellTimed,DownTheTrack,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,True,False,False,False,6,0,0,0,0,True,False,,
1612064,6,9.0,12,0,0,54,0,12,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588396,2026-07-19T00:00:34Z,6,38,False,,,,65,Lockie Ferguson,876,Andre Fletcher,781,Colin Munro,0.0,0.0,Right,Wicketkeeper,0,0,0,0,,LengthBall,OutsideOff,,Missed,BackFoot,Cut,LegCutter,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,,
1612065,7,8.71,7,0,0,61,0,7,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588397,2026-07-19T00:01:37Z,1,39,False,,,,3960,Mitchell Owen,781,Colin Munro,876,Andre Fletcher,322.0,59.0,Left,Extra Cover,0,0,0,0,,LengthBall,Wide,,MisTimed,FrontFoot,Drive,NoMovement,Round,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False,,
1612065,7,8.71,7,0,0,61,0,7,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588398,2026-07-19T00:02:10Z,2,40,False,,,,3960,Mitchell Owen,781,Colin Munro,876,Andre Fletcher,360.0,145.0,Left,Deep Cover,1,0,1,1,,BackOfALength,Wide,,None,BackFoot,Cut,NoMovement,Round,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,,
1612065,7,8.71,7,0,0,61,0,7,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588399,2026-07-19T00:02:46Z,3,41,False,,,,3960,Mitchell Owen,876,Andre Fletcher,781,Colin Munro,167.0,168.0,Right,,4,0,4,4,,HalfTracker,LegStump,,WellTimed,BackFoot,Cut,OffCutter,Round,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,False,False,False,False,4,0,0,0,0,True,False,,
1612065,7,8.71,7,0,0,61,0,7,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588400,2026-07-19T00:03:29Z,4,42,False,,,,3960,Mitchell Owen,876,Andre Fletcher,781,Colin Munro,283.0,142.0,Right,Long On,1,0,1,1,,HalfVolley,OutsideOff,,None,FrontFoot,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,,
1612065,7,8.71,7,0,0,61,0,7,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588401,2026-07-19T00:04:06Z,5,43,False,,,,3960,Mitchell Owen,781,Colin Munro,876,Andre Fletcher,0.0,0.0,Left,Bowler,0,0,0,0,,Yorker,MiddleStump,,None,FrontFoot,Worked,NoMovement,Round,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False,,
1612065,7,8.71,7,0,0,61,0,7,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588402,2026-07-19T00:04:40Z,6,44,False,,,,3960,Mitchell Owen,781,Colin Munro,876,Andre Fletcher,339.0,128.0,Left,Deep Cover,1,0,1,1,,Yorker,OffStump,,None,FrontFoot,Drive,NoMovement,Round,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,,
1612066,8,8.38,6,2,0,67,2,6,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588403,2026-07-19T00:06:03Z,1,45,False,,,,14435,Nikhil Chaudhary,781,Colin Munro,876,Andre Fletcher,286.0,129.0,Left,Long Off,1,0,1,1,,BackOfALength,MiddleStump,,None,FrontFoot,Drive,Googly,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,,
1612066,8,8.38,6,2,0,67,2,6,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588404,2026-07-19T00:06:36Z,2,46,False,,,,14435,Nikhil Chaudhary,876,Andre Fletcher,781,Colin Munro,340.0,173.0,Right,,4,0,4,4,,Short,OffStump,,WellTimed,BackFoot,Pull,QuickerBall,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,False,False,False,False,4,0,0,0,0,True,False,,
1612066,8,8.38,6,2,0,67,2,6,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588405,2026-07-19T00:07:08Z,3,47,True,Bowled,876.0,Andre Fletcher,14435,Nikhil Chaudhary,876,Andre Fletcher,781,Colin Munro,,,Right,,0,0,0,0,Bowled,BackOfALength,OutsideOff,Bowled,Missed,BackFoot,Slog,QuickerBall,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False,,
1612066,8,8.38,6,2,0,67,2,6,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588406,2026-07-19T00:08:57Z,4,48,False,,,,14435,Nikhil Chaudhary,1485,Andre Russell,781,Colin Munro,327.0,36.0,Right,Mid Wicket,0,0,0,0,,BackOfALength,OutsideOff,,None,FrontFoot,ForwardDefensive,LegSpinner,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False,,
1612066,8,8.38,6,2,0,67,2,6,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588407,2026-07-19T00:09:13Z,5,49,True,Bowled,1485.0,Andre Russell,14435,Nikhil Chaudhary,1485,Andre Russell,781,Colin Munro,,,Right,,0,0,0,0,Bowled,BackOfALength,OutsideOff,Bowled,Missed,FrontFoot,ForwardDefensive,LegSpinner,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False,,
1612066,8,8.38,6,2,0,67,2,6,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588408,2026-07-19T00:10:54Z,6,50,False,,,,14435,Nikhil Chaudhary,13786,Matthew Tromp,781,Colin Munro,233.0,122.0,Right,Deep Extra Cover,1,0,1,1,,LengthBall,OutsideOff,,None,FrontFoot,Drive,LegSpinner,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,,
1612067,9,8.33,8,0,0,75,2,8,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588409,2026-07-19T00:12:13Z,1,51,False,,,,3154,Rachin Ravindra,13786,Matthew Tromp,781,Colin Munro,359.0,170.0,Right,,4,0,4,4,,Short,MiddleStump,,WellTimed,FrontFoot,Pull,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,True,True,False,False,False,False,False,False,4,0,0,0,0,True,False,,
1612067,9,8.33,8,0,0,75,2,8,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588410,2026-07-19T00:12:41Z,2,52,False,,,,3154,Rachin Ravindra,13786,Matthew Tromp,781,Colin Munro,195.0,26.0,Right,Wicketkeeper,0,0,0,0,,BackOfALength,MiddleStump,,None,BackFoot,BackwardDefensive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,0,0,0,0,0,False,False,,
1612067,9,8.33,8,0,0,75,2,8,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588411,2026-07-19T00:12:59Z,3,53,False,,,,3154,Rachin Ravindra,13786,Matthew Tromp,781,Colin Munro,285.0,127.0,Right,Long On,1,0,1,1,,BackOfALength,MiddleStump,,None,FrontFoot,Pushed,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,,
1612067,9,8.33,8,0,0,75,2,8,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588412,2026-07-19T00:13:31Z,4,54,False,,,,3154,Rachin Ravindra,781,Colin Munro,13786,Matthew Tromp,223.0,126.0,Left,Deep Mid Wicket,1,0,1,1,,BackOfALength,OutsideOff,,None,BackFoot,Worked,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,,
1612067,9,8.33,8,0,0,75,2,8,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588413,2026-07-19T00:13:53Z,5,55,False,,,,3154,Rachin Ravindra,13786,Matthew Tromp,781,Colin Munro,12.0,131.0,Right,Deep Backward Square Leg,1,0,1,1,,BackOfALength,DownLeg,,None,FrontFoot,Sweep,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,,
1612067,9,8.33,8,0,0,75,2,8,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588414,2026-07-19T00:14:26Z,6,56,False,,,,3154,Rachin Ravindra,781,Colin Munro,13786,Matthew Tromp,231.0,127.0,Left,Deep Mid Wicket,1,0,1,1,,BackOfALength,OutsideOff,,None,BackFoot,Worked,StockBall,Over,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,True,False,False,False,False,False,False,1,0,0,0,0,False,False,,
1612068,10,10.1,26,0,0,101,2,26,75595,40159,Major League Cricket 2026,1,1292,Los Angeles Knight Riders,1295,Washington Freedom,8588415,2026-07-19T00:15:18Z,1,57,False,,,,14435,Nikhil Chaudhary,781,Colin Munro,13786,Matthew Tromp,301.0,179.0,Left,,6,0,6,6,,LengthBall,OutsideOff,,WellTimed,FrontFoot,Drive,LegSpinner,Over,LegSpin,Right,Null,NotReferred,Null,False,False,False,False,True,True,False,False,False,False,False,False,6,0,0,0,0,True,False,,
