over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,id,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,matchName
1605865,2,4.5,2,0,0,9,0,2,75359,39025,T20 Blast 2026 - Men,1,46,Worcestershire Men,41,Kent Men,8550741,2026-07-03T16:34:01Z,1,8,False,,,,995,Tom Rogers,10384,Kashif Ali,16723,Isaac Mohammed,287.0,71.0,Right,Mid On,0,0,0,0,,LengthBall,OffStump,,None,BackFoot,BackwardDefensive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,
1605865,2,4.5,2,0,0,9,0,2,75359,39025,T20 Blast 2026 - Men,1,46,Worcestershire Men,41,Kent Men,8550743,2026-07-03T16:34:36Z,2,9,False,,,,995,Tom Rogers,10384,Kashif Ali,16723,Isaac Mohammed,275.0,46.0,Right,Bowler,0,0,0,0,,LengthBall,OutsideOff,,MisTimed,FrontFoot,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,
1605865,2,4.5,2,0,0,9,0,2,75359,39025,T20 Blast 2026 - Men,1,46,Worcestershire Men,41,Kent Men,8550746,2026-07-03T16:35:12Z,3,10,False,,,,995,Tom Rogers,10384,Kashif Ali,16723,Isaac Mohammed,3.0,147.0,Right,Deep Backward Square Leg,1,0,1,1,,BackOfALength,OffStump,,Middled,BackFoot,Pull,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,
1605865,2,4.5,2,0,0,9,0,2,75359,39025,T20 Blast 2026 - Men,1,46,Worcestershire Men,41,Kent Men,8550750,2026-07-03T16:35:54Z,4,11,False,,,,995,Tom Rogers,16723,Isaac Mohammed,10384,Kashif Ali,247.0,87.0,Left,Mid On,0,0,0,0,,HalfVolley,OffStump,,None,FrontFoot,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,
1605865,2,4.5,2,0,0,9,0,2,75359,39025,T20 Blast 2026 - Men,1,46,Worcestershire Men,41,Kent Men,8550756,2026-07-03T16:36:30Z,5,12,False,,,,995,Tom Rogers,16723,Isaac Mohammed,10384,Kashif Ali,144.0,139.0,Left,Fine Leg,1,0,1,1,,BackOfALength,LegStump,,None,BackFoot,Pull,SlowerBall,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,
1605865,2,4.5,2,0,0,9,0,2,75359,39025,T20 Blast 2026 - Men,1,46,Worcestershire Men,41,Kent Men,8550760,2026-07-03T16:37:11Z,6,13,False,,,,995,Tom Rogers,10384,Kashif Ali,16723,Isaac Mohammed,176.0,28.0,Right,Backward Point,0,0,0,0,,LengthBall,OffStump,,HitPad,BackFoot,Pull,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,
1605868,3,4.0,3,1,0,12,1,3,75359,39025,T20 Blast 2026 - Men,1,46,Worcestershire Men,41,Kent Men,8550762,2026-07-03T16:38:06Z,1,14,False,,,,3730,Keith Dudgeon,16723,Isaac Mohammed,10384,Kashif Ali,297.0,91.0,Left,Mid Off,0,0,0,0,,HalfVolley,OutsideOff,,None,FrontFoot,Drive,NoMovement,Round,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,0,0,0,0,0,False,False,
1605868,3,4.0,3,1,0,12,1,3,75359,39025,T20 Blast 2026 - Men,1,46,Worcestershire Men,41,Kent Men,8550764,2026-07-03T16:38:25Z,2,15,False,,,,3730,Keith Dudgeon,16723,Isaac Mohammed,10384,Kashif Ali,273.0,59.0,Left,Mid Off,1,0,1,1,,HalfVolley,OffStump,,Middled,FrontFoot,Drive,NoMovement,Round,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,
1605868,3,4.0,3,1,0,12,1,3,75359,39025,T20 Blast 2026 - Men,1,46,Worcestershire Men,41,Kent Men,8550770,2026-07-03T16:39:06Z,3,16,True,Caught,10384.0,Kashif Ali,3730,Keith Dudgeon,10384,Kashif Ali,16723,Isaac Mohammed,285.0,86.0,Right,Mid On,0,0,0,0,Caught,LengthBall,OutsideOff,Caught,MisTimed,FrontFoot,Drive,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,1869.0,False,False,True,False,False,False,0,0,0,0,0,False,True,
1605868,3,4.0,3,1,0,12,1,3,75359,39025,T20 Blast 2026 - Men,1,46,Worcestershire Men,41,Kent Men,8550772,2026-07-03T16:40:29Z,4,17,False,,,,3730,Keith Dudgeon,37,Gareth Roderick,16723,Isaac Mohammed,7.0,125.0,Right,Deep Backward Square Leg,1,0,1,1,,BackOfALength,OutsideOff,,None,DownTheTrack,Worked,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,,False,False,True,False,False,False,1,0,0,0,0,False,False,
