over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled,ballDateTime,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
325679,1,2.0,2.0,0.0,0.0,2.0,1.0,2.0,10507,,7437,IPL 2020,1,240,Chennai Super Kings,241,Delhi Capitals Men,1,False,Wicketkeeper,0,0,False,False,2020-10-17T19:30:20Z,7114.0,Tushar Deshpande,223.0,Sam Curran,715.0,Faf du Plessis,90.0,48.0,Right,0.0,0.0,LengthBall,OffStump,NotOut,Left,NoMovement,ShouldersArms,SeamAway,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,42.0,False,True,True,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,
325679,1,2.0,2.0,0.0,0.0,2.0,1.0,2.0,10507,,7437,IPL 2020,1,240,Chennai Super Kings,241,Delhi Capitals Men,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325679,1,2.0,2.0,0.0,0.0,2.0,1.0,2.0,10507,,7437,IPL 2020,1,240,Chennai Super Kings,241,Delhi Capitals Men,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325679,1,2.0,2.0,0.0,0.0,2.0,1.0,2.0,10507,,7437,IPL 2020,1,240,Chennai Super Kings,241,Delhi Capitals Men,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325679,1,2.0,2.0,0.0,0.0,2.0,1.0,2.0,10507,,7437,IPL 2020,1,240,Chennai Super Kings,241,Delhi Capitals Men,5,False,Square Leg,0,0,False,False,2020-10-17T19:34:51Z,7114.0,Tushar Deshpande,715.0,Faf du Plessis,2368.0,Shane Watson,359.0,72.0,Left,0.0,0.0,LengthBall,OffStump,NotOut,None,FrontFoot,Worked,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,42.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,
325679,1,2.0,2.0,0.0,0.0,2.0,1.0,2.0,10507,,7437,IPL 2020,1,240,Chennai Super Kings,241,Delhi Capitals Men,6,False,Deep Point,0,2,False,False,2020-10-17T19:35:26Z,7114.0,Tushar Deshpande,715.0,Faf du Plessis,2368.0,Shane Watson,182.0,145.0,Left,2.0,2.0,BackOfALength,OutsideOff,NotOut,None,BackFoot,Drive,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,42.0,False,False,True,False,True,False,2.0,0.0,0.0,0.0,0.0,,,,
325680,2,1.5,0.0,0.0,0.0,3.0,1.0,0.0,10507,,7437,IPL 2020,1,240,Chennai Super Kings,241,Delhi Capitals Men,1,False,Silly Mid On,0,0,False,False,2020-10-17T19:37:01Z,675.0,Kagiso Rabada,2368.0,Shane Watson,715.0,Faf du Plessis,284.0,34.0,Left,0.0,0.0,BackOfALength,OutsideOff,NotOut,None,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,95.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,
325680,2,1.5,0.0,0.0,0.0,3.0,1.0,0.0,10507,,7437,IPL 2020,1,240,Chennai Super Kings,241,Delhi Capitals Men,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325680,2,1.5,0.0,0.0,0.0,3.0,1.0,0.0,10507,,7437,IPL 2020,1,240,Chennai Super Kings,241,Delhi Capitals Men,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325680,2,1.5,0.0,0.0,0.0,3.0,1.0,0.0,10507,,7437,IPL 2020,1,240,Chennai Super Kings,241,Delhi Capitals Men,4,False,Point,0,0,False,False,2020-10-17T19:38:38Z,675.0,Kagiso Rabada,2368.0,Shane Watson,715.0,Faf du Plessis,185.0,82.0,Left,0.0,0.0,BackOfALength,OutsideOff,NotOut,None,BackFoot,Pushed,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,95.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,,,,
325680,2,1.5,0.0,0.0,0.0,3.0,1.0,0.0,10507,,7437,IPL 2020,1,240,Chennai Super Kings,241,Delhi Capitals Men,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325680,2,1.5,0.0,0.0,0.0,3.0,1.0,0.0,10507,,7437,IPL 2020,1,240,Chennai Super Kings,241,Delhi Capitals Men,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325681,3,4.0,8.0,0.0,0.0,12.0,1.0,8.0,10507,,7437,IPL 2020,1,240,Chennai Super Kings,241,Delhi Capitals Men,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
