over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,over_runrate,over_totalInningRuns,over_totalInningWickets,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
946931,2,5.0,0.0,0.0,5.0,10.0,20.0,1.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:10:45Z,3,False,,,,3479,Saurabh Netravalkar,2911,Jake Fraser-McGurk,8187,Sanjay Krishnamurthi,216,50,Short Extra Cover,0,0,0,0,,LengthBall,DownLeg,NotOut,None,BackFoot,Pushed,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,436,False,False,True,False,False,False,0,0,0,0,0,False,False
946931,2,5.0,0.0,0.0,5.0,10.0,20.0,1.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:11:21Z,4,False,,,,3479,Saurabh Netravalkar,2911,Jake Fraser-McGurk,8187,Sanjay Krishnamurthi,201,85,Cover,0,0,0,0,,LengthBall,DownLeg,NotOut,None,FrontFoot,Pushed,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,436,False,False,True,False,False,False,0,0,0,0,0,False,False
946931,2,5.0,0.0,0.0,5.0,10.0,20.0,1.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:11:59Z,5,False,,,,3479,Saurabh Netravalkar,2911,Jake Fraser-McGurk,8187,Sanjay Krishnamurthi,326,206,Deep Mid Wicket,4,0,4,4,,LengthBall,DownLeg,NotOut,WellTimed,FrontFoot,Slog,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,True,False,436,False,False,True,False,False,False,4,0,0,0,0,False,True
946931,2,5.0,0.0,0.0,5.0,10.0,20.0,1.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:12:43Z,6,False,,,,3479,Saurabh Netravalkar,2911,Jake Fraser-McGurk,8187,Sanjay Krishnamurthi,90,48,Wicketkeeper,0,0,0,0,,LengthBall,OutsideOff,NotOut,Missed,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,436,False,False,True,False,False,False,0,0,0,0,0,False,False
946932,3,11.0,0.0,3.0,11.0,10.33,31.0,1.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:13:31Z,1,False,,,,2705,Marco Jansen,8187,Sanjay Krishnamurthi,2911,Jake Fraser-McGurk,148,138,Third Man,1,0,1,1,,LengthBall,LegStump,NotOut,None,FrontFoot,Steer,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,84,False,False,True,False,False,False,1,0,0,0,0,False,False
946932,3,11.0,0.0,3.0,11.0,10.33,31.0,1.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:14:22Z,2,False,,,,2705,Marco Jansen,2911,Jake Fraser-McGurk,8187,Sanjay Krishnamurthi,246,150,Long Off,1,0,1,1,,LengthBall,OffStump,NotOut,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,True,False,84,False,False,True,False,False,False,1,0,0,0,0,False,False
946932,3,11.0,0.0,3.0,11.0,10.33,31.0,1.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:15:00Z,3,False,,,,2705,Marco Jansen,8187,Sanjay Krishnamurthi,2911,Jake Fraser-McGurk,322,41,Short Mid Wicket,0,0,0,0,,BackOfALength,DownLeg,NotOut,MisTimed,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,84,False,False,True,False,False,False,0,0,0,0,0,False,False
946932,3,11.0,0.0,3.0,11.0,10.33,31.0,1.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:15:51Z,4,False,,,,2705,Marco Jansen,8187,Sanjay Krishnamurthi,2911,Jake Fraser-McGurk,160,78,Backward Point,0,0,0,0,,BackOfALength,DownLeg,NotOut,MisTimed,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,84,False,False,True,False,False,False,0,0,0,0,0,False,False
946932,3,11.0,0.0,3.0,11.0,10.33,31.0,1.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:16:31Z,5,False,,,,2705,Marco Jansen,8187,Sanjay Krishnamurthi,2911,Jake Fraser-McGurk,302,209,Long On,6,0,6,6,,LengthBall,LegStump,NotOut,WellTimed,FrontFoot,Slog,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,True,False,84,False,False,True,False,False,False,6,0,0,0,0,False,True
946932,3,11.0,0.0,3.0,11.0,10.33,31.0,1.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:17:51Z,6,False,,,,2705,Marco Jansen,8187,Sanjay Krishnamurthi,2911,Jake Fraser-McGurk,14,21,Short Leg,1,1,1,0,,LengthBall,MiddleStump,NotOut,Missed,FrontFoot,Slog,InSwinger,Over,Fast,Left,Null,NotReferred,FrontFoot,False,True,False,False,False,False,84,False,False,True,False,False,False,0,0,0,0,1,False,False
946932,3,11.0,0.0,3.0,11.0,10.33,31.0,1.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:19:10Z,6,False,,,,2705,Marco Jansen,8187,Sanjay Krishnamurthi,2911,Jake Fraser-McGurk,90,48,Wicketkeeper,1,1,1,0,,LengthBall,Wide,NotOut,Left,FrontFoot,Leave,NoMovement,Over,Fast,Left,Null,NotReferred,Null,True,False,False,False,False,False,84,True,False,True,False,False,False,0,0,1,0,0,False,False
946932,3,11.0,0.0,3.0,11.0,10.33,31.0,1.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:19:45Z,6,False,,,,2705,Marco Jansen,8187,Sanjay Krishnamurthi,2911,Jake Fraser-McGurk,90,48,Wicketkeeper,1,1,1,0,,Short,DownLeg,NotOut,Missed,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,NotReferred,Null,True,False,False,False,False,False,84,True,False,True,False,False,False,0,0,1,0,0,False,False
946932,3,11.0,0.0,3.0,11.0,10.33,31.0,1.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:20:20Z,6,False,,,,2705,Marco Jansen,8187,Sanjay Krishnamurthi,2911,Jake Fraser-McGurk,339,86,Mid Wicket,0,0,0,0,,BackOfALength,DownLeg,NotOut,MisTimed,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,84,True,False,True,False,False,False,0,0,0,0,0,False,False
946933,4,4.0,1.0,0.0,4.0,8.75,35.0,2.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:21:23Z,1,False,,,,3479,Saurabh Netravalkar,2911,Jake Fraser-McGurk,8187,Sanjay Krishnamurthi,90,48,Wicketkeeper,0,0,0,0,,LengthBall,LegStump,NotOut,Missed,FrontFoot,Drive,SeamAway,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,436,False,False,True,False,False,False,0,0,0,0,0,False,False
946933,4,4.0,1.0,0.0,4.0,8.75,35.0,2.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:22:01Z,2,False,,,,3479,Saurabh Netravalkar,2911,Jake Fraser-McGurk,8187,Sanjay Krishnamurthi,122,186,Third Man,4,0,4,4,,LengthBall,OffStump,NotOut,OutsideEdge,FrontFoot,Slog,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,436,False,False,True,False,False,False,4,0,0,0,0,False,True
946933,4,4.0,1.0,0.0,4.0,8.75,35.0,2.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:22:42Z,3,False,,,,3479,Saurabh Netravalkar,2911,Jake Fraser-McGurk,8187,Sanjay Krishnamurthi,90,48,Wicketkeeper,0,0,0,0,,LengthBall,LegStump,NotOut,Missed,DownTheTrack,Slog,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,436,False,False,True,False,False,False,0,0,0,0,0,False,False
946933,4,4.0,1.0,0.0,4.0,8.75,35.0,2.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:23:27Z,4,False,,,,3479,Saurabh Netravalkar,2911,Jake Fraser-McGurk,8187,Sanjay Krishnamurthi,90,48,Wicketkeeper,0,0,0,0,,LengthBall,DownLeg,NotOut,Missed,FrontFoot,Slog,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,436,False,False,True,False,False,False,0,0,0,0,0,False,False
946933,4,4.0,1.0,0.0,4.0,8.75,35.0,2.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:24:05Z,5,True,Caught,2911.0,Jake Fraser-McGurk,3479,Saurabh Netravalkar,2911,Jake Fraser-McGurk,8187,Sanjay Krishnamurthi,105,50,First Slip,0,0,0,0,Caught,BackOfALength,DownLeg,NotOut,OutsideEdge,BackFoot,Drive,SeamAway,Over,Fast,Left,Out2ndUmpire,NotReferred,Null,False,False,False,False,False,False,436,False,False,True,False,False,False,0,0,0,0,0,False,False
946933,4,4.0,1.0,0.0,4.0,8.75,35.0,2.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:25:44Z,6,False,,,,3479,Saurabh Netravalkar,1151,Josh Inglis,8187,Sanjay Krishnamurthi,220,55,Short Extra Cover,0,0,0,0,,LengthBall,DownLeg,NotOut,None,BackFoot,Pushed,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,436,False,False,True,False,False,False,0,0,0,0,0,False,False
946934,5,6.0,0.0,0.0,6.0,8.2,41.0,2.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:26:41Z,1,False,,,,65,Lockie Ferguson,8187,Sanjay Krishnamurthi,1151,Josh Inglis,167,86,Backward Point,0,0,0,0,,LengthBall,OutsideOff,NotOut,HitPad,FrontFoot,Flick,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,84,False,False,True,False,False,False,0,0,0,0,0,False,False
946934,5,6.0,0.0,0.0,6.0,8.2,41.0,2.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:27:20Z,2,False,,,,65,Lockie Ferguson,8187,Sanjay Krishnamurthi,1151,Josh Inglis,181,181,Deep Point,4,0,4,4,,LengthBall,Wide,NotOut,WellTimed,FrontFoot,Drive,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,True,False,84,False,False,True,False,False,False,4,0,0,0,0,False,True
946934,5,6.0,0.0,0.0,6.0,8.2,41.0,2.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:27:56Z,3,False,,,,65,Lockie Ferguson,8187,Sanjay Krishnamurthi,1151,Josh Inglis,90,48,Wicketkeeper,0,0,0,0,,LengthBall,OutsideOff,NotOut,Missed,FrontFoot,Pushed,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,84,False,False,True,False,False,False,0,0,0,0,0,False,False
946934,5,6.0,0.0,0.0,6.0,8.2,41.0,2.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:28:35Z,4,False,,,,65,Lockie Ferguson,8187,Sanjay Krishnamurthi,1151,Josh Inglis,90,48,Wicketkeeper,0,0,0,0,,LengthBall,Wide,NotOut,Missed,FrontFoot,Drive,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,84,False,False,True,False,False,False,0,0,0,0,0,False,False
946934,5,6.0,0.0,0.0,6.0,8.2,41.0,2.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:29:11Z,5,False,,,,65,Lockie Ferguson,8187,Sanjay Krishnamurthi,1151,Josh Inglis,324,48,Short Mid Wicket,0,0,0,0,,Yorker,LegStump,NotOut,None,FrontFoot,ForwardDefensive,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,84,False,False,True,False,False,False,0,0,0,0,0,False,False
946934,5,6.0,0.0,0.0,6.0,8.2,41.0,2.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:29:43Z,6,False,,,,65,Lockie Ferguson,8187,Sanjay Krishnamurthi,1151,Josh Inglis,150,136,Third Man,2,0,2,2,,LengthBall,Wide,NotOut,None,FrontFoot,Steer,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,84,False,False,True,False,False,False,2,0,0,0,0,False,False
946935,6,8.0,1.0,0.0,8.0,8.17,49.0,3.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:30:55Z,1,False,,,,2705,Marco Jansen,1151,Josh Inglis,8187,Sanjay Krishnamurthi,158,74,Backward Point,0,0,0,0,,LengthBall,LegStump,NotOut,None,BackFoot,Drive,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,436,False,False,True,False,False,False,0,0,0,0,0,False,False
946935,6,8.0,1.0,0.0,8.0,8.17,49.0,3.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:31:34Z,2,False,,,,2705,Marco Jansen,1151,Josh Inglis,8187,Sanjay Krishnamurthi,90,48,Wicketkeeper,0,0,0,0,,BackOfALength,DownLeg,NotOut,Missed,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,436,False,False,True,False,False,False,0,0,0,0,0,False,False
946935,6,8.0,1.0,0.0,8.0,8.17,49.0,3.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:32:06Z,3,False,,,,2705,Marco Jansen,1151,Josh Inglis,8187,Sanjay Krishnamurthi,200,78,Cover,0,0,0,0,,LengthBall,DownLeg,NotOut,None,BackFoot,Pushed,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,436,False,False,True,False,False,False,0,0,0,0,0,False,False
946935,6,8.0,1.0,0.0,8.0,8.17,49.0,3.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:32:36Z,4,False,,,,2705,Marco Jansen,1151,Josh Inglis,8187,Sanjay Krishnamurthi,200,147,Deep Cover,2,0,2,2,,LengthBall,DownLeg,NotOut,WellTimed,BackFoot,Drive,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,436,False,False,True,False,False,False,2,0,0,0,0,False,False
946935,6,8.0,1.0,0.0,8.0,8.17,49.0,3.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:33:18Z,5,False,,,,2705,Marco Jansen,1151,Josh Inglis,8187,Sanjay Krishnamurthi,15,202,Deep Backward Square Leg,6,0,6,6,,BackOfALength,DownLeg,NotOut,WellTimed,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,True,False,436,False,False,True,False,False,False,6,0,0,0,0,False,True
946935,6,8.0,1.0,0.0,8.0,8.17,49.0,3.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:34:19Z,6,True,Bowled,1151.0,Josh Inglis,2705,Marco Jansen,1151,Josh Inglis,8187,Sanjay Krishnamurthi,0,0,,0,0,0,0,Bowled,LengthBall,DownLeg,NotOut,Missed,FrontFoot,Slog,NoMovement,Over,Fast,Left,Out2ndUmpire,NotReferred,Null,False,False,False,False,False,False,436,False,False,True,False,False,False,0,0,0,0,0,False,False
946936,7,0.0,1.0,0.0,0.0,7.0,49.0,4.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:36:19Z,1,False,,,,3154,Rachin Ravindra,8187,Sanjay Krishnamurthi,2005,Sherfane Rutherford,216,55,Short Extra Cover,0,0,0,0,,LengthBall,OffStump,NotOut,None,FrontFoot,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,84,False,False,False,False,False,False,0,0,0,0,0,False,False
946936,7,0.0,1.0,0.0,0.0,7.0,49.0,4.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:36:39Z,2,False,,,,3154,Rachin Ravindra,8187,Sanjay Krishnamurthi,2005,Sherfane Rutherford,210,58,Short Extra Cover,0,0,0,0,,LengthBall,OutsideOff,NotOut,None,BackFoot,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,84,False,False,False,False,False,False,0,0,0,0,0,False,False
946936,7,0.0,1.0,0.0,0.0,7.0,49.0,4.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:36:54Z,3,True,Lbw,8187.0,Sanjay Krishnamurthi,3154,Rachin Ravindra,8187,Sanjay Krishnamurthi,2005,Sherfane Rutherford,0,0,,0,0,0,0,LBW,LengthBall,OutsideOff,NotOut,HitPad,BackFoot,Worked,ArmBall,Round,Orthodox,Left,Out1stUmpire,NotReferred,Null,False,False,False,False,False,False,84,False,False,False,False,False,False,0,0,0,0,0,False,False
946936,7,0.0,1.0,0.0,0.0,7.0,49.0,4.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:38:35Z,4,False,,,,3154,Rachin Ravindra,3070,Hassan Khan,2005,Sherfane Rutherford,162,67,Backward Point,0,0,0,0,,LengthBall,OffStump,NotOut,None,FrontFoot,Pushed,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,84,False,False,False,False,False,False,0,0,0,0,0,False,False
946936,7,0.0,1.0,0.0,0.0,7.0,49.0,4.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:38:57Z,5,False,,,,3154,Rachin Ravindra,3070,Hassan Khan,2005,Sherfane Rutherford,319,50,Short Mid Wicket,0,0,0,0,,LengthBall,OutsideOff,NotOut,None,FrontFoot,Flick,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,84,False,False,False,False,False,False,0,0,0,0,0,False,False
946936,7,0.0,1.0,0.0,0.0,7.0,49.0,4.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:39:14Z,6,False,,,,3154,Rachin Ravindra,3070,Hassan Khan,2005,Sherfane Rutherford,136,79,Short Third Man,0,0,0,0,,LengthBall,OutsideOff,NotOut,None,FrontFoot,Drive,StockBall,Round,Orthodox,Left,Null,NotReferred,Null,False,False,False,False,False,False,84,False,False,False,False,False,False,0,0,0,0,0,False,False
946937,8,4.0,0.0,0.0,4.0,6.62,53.0,4.0,34366,,20181,Major League Cricket 2024,1,1294,San Francisco Unicorns,1295,Washington Freedom,2024-07-26T06:40:19Z,1,False,,,,591,Glenn Maxwell,2005,Sherfane Rutherford,3070,Hassan Khan,51,79,Short Third Man,0,0,0,0,,HalfVolley,OutsideOff,NotOut,None,FrontFoot,Drive,OffBreak,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,436,False,False,False,False,False,False,0,0,0,0,0,False,False
