over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,over_runrate
55299,1,1.0,0.0,0.0,1.0,0.0,1.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:30:20Z,1,False,472.0,,605.0,,729.0,Quinton de Kock,338.0,65.0,Left,Mid Wicket,0.0,0,0,0.0,LengthBall,OffStump,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,True,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
55299,1,1.0,0.0,0.0,1.0,0.0,1.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:30:51Z,2,False,472.0,,605.0,,729.0,Quinton de Kock,270.0,40.0,Left,Bowler,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
55299,1,1.0,0.0,0.0,1.0,0.0,1.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:31:22Z,3,False,472.0,,605.0,,729.0,Quinton de Kock,236.0,92.0,Left,Mid Off,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
55299,1,1.0,0.0,0.0,1.0,0.0,1.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:31:53Z,4,False,472.0,,605.0,,729.0,Quinton de Kock,214.0,80.0,Left,Extra Cover,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
55299,1,1.0,0.0,0.0,1.0,0.0,1.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:32:26Z,5,False,472.0,,605.0,,729.0,Quinton de Kock,136.0,35.0,Left,Third Slip,0.0,0,0,0.0,LengthBall,OffStump,InsideEdge,FrontFoot,Drive,NoMovement,Over,Fast,Left,NotOut2ndUmpire,Null,False,False,False,False,False,True,26.0,False,False,True,False,True,True,0.0,0.0,0.0,0.0,0.0,False,False,,,,,Lbw,
55299,1,1.0,0.0,0.0,1.0,0.0,1.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:34:06Z,6,False,472.0,,605.0,,729.0,Quinton de Kock,129.0,120.0,Left,Third Man,1.0,0,1,1.0,BackOfALength,OutsideOff,TopEdge,DownTheTrack,Slog,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
55315,2,9.0,0.0,0.0,10.0,0.0,9.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:35:57Z,1,False,2476.0,Sandeep Sharma,605.0,,729.0,Quinton de Kock,33.0,83.0,Left,Short Fine Leg,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,Worked,InSwinger,Over,Medium,Left,Null,Null,False,False,False,False,False,False,89.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
55315,2,9.0,0.0,0.0,10.0,0.0,9.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:36:30Z,2,False,2476.0,Sandeep Sharma,605.0,,729.0,Quinton de Kock,348.0,183.0,Left,Deep Mid Wicket,6.0,0,6,6.0,LengthBall,OffStump,WellTimed,FrontFoot,Slog,InSwinger,Over,Medium,Left,Null,Null,False,False,False,False,True,False,89.0,False,False,True,False,True,False,6.0,0.0,0.0,0.0,0.0,False,True,,,,,,
55315,2,9.0,0.0,0.0,10.0,0.0,9.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:37:13Z,3,False,2476.0,Sandeep Sharma,605.0,,729.0,Quinton de Kock,294.0,74.0,Left,Mid On,1.0,0,1,1.0,LengthBall,OutsideOff,None,DownTheTrack,Worked,SlowerBall,Over,Medium,Left,Null,Null,False,False,False,False,False,False,89.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
55315,2,9.0,0.0,0.0,10.0,0.0,9.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:38:28Z,4,False,2476.0,Sandeep Sharma,729.0,Quinton de Kock,605.0,,163.0,138.0,Right,Deep Backward Square Leg,1.0,0,1,1.0,LengthBall,DownLeg,None,FrontFoot,Worked,AwaySwinger,Over,Medium,Left,Null,Null,False,False,False,False,False,False,89.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
55315,2,9.0,0.0,0.0,10.0,0.0,9.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:39:03Z,5,False,2476.0,Sandeep Sharma,605.0,,729.0,Quinton de Kock,307.0,46.0,Left,Silly Mid On,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,Worked,InSwinger,Over,Medium,Left,Null,Null,False,False,False,False,False,False,89.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
55315,2,9.0,0.0,0.0,10.0,0.0,9.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:39:34Z,6,False,2476.0,Sandeep Sharma,605.0,,729.0,Quinton de Kock,293.0,136.0,Left,Long On,1.0,0,1,1.0,BackOfALength,OutsideOff,None,BackFoot,Pushed,SlowerBall,Over,Medium,Left,Null,Null,False,False,False,False,True,False,89.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
55331,3,9.0,0.0,0.0,19.0,0.0,9.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:40:40Z,1,False,472.0,,605.0,,729.0,Quinton de Kock,0.0,0.0,Left,-,1.0,0,1,1.0,BackOfALength,OutsideOff,TopEdge,MovesInfront,Scoop,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
55331,3,9.0,0.0,0.0,19.0,0.0,9.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:41:37Z,2,False,472.0,,729.0,Quinton de Kock,605.0,,256.0,17.0,Right,Short Leg,0.0,0,0,0.0,BackOfALength,DownLeg,HitPad,BackFoot,Worked,AwaySwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
55331,3,9.0,0.0,0.0,19.0,0.0,9.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:42:14Z,3,False,472.0,,729.0,Quinton de Kock,605.0,,332.0,67.0,Right,Short Extra Cover,0.0,0,0,0.0,LengthBall,MiddleStump,None,DownTheTrack,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
55331,3,9.0,0.0,0.0,19.0,0.0,9.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:42:45Z,4,False,472.0,,729.0,Quinton de Kock,605.0,,165.0,169.0,Right,Deep Backward Square Leg,6.0,0,6,6.0,LengthBall,DownLeg,WellTimed,DownTheTrack,Flick,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,False,143.0,False,False,True,False,True,False,6.0,0.0,0.0,0.0,0.0,False,True,,,,,,
55331,3,9.0,0.0,0.0,19.0,0.0,9.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:43:28Z,5,False,472.0,,729.0,Quinton de Kock,605.0,,234.0,159.0,Right,Long On,2.0,0,2,2.0,LengthBall,LegStump,None,DownTheTrack,Slog,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,False,143.0,False,False,True,False,True,False,2.0,0.0,0.0,0.0,0.0,False,False,,,,,,
55331,3,9.0,0.0,0.0,19.0,0.0,9.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:44:09Z,6,False,472.0,,729.0,Quinton de Kock,605.0,,270.0,40.0,Right,Bowler,0.0,0,0,0.0,LengthBall,DownLeg,None,DownTheTrack,Pushed,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
55344,4,3.0,1.0,0.0,22.0,1.0,3.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:45:40Z,1,False,267.0,Mohammad Nabi,605.0,,729.0,Quinton de Kock,343.0,125.0,Left,Mid Wicket,1.0,0,1,1.0,LengthBall,OutsideOff,None,BackFoot,Worked,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,89.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
55344,4,3.0,1.0,0.0,22.0,1.0,3.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:46:22Z,2,False,267.0,Mohammad Nabi,729.0,Quinton de Kock,605.0,,43.0,25.0,Right,Third Slip,0.0,0,0,0.0,LengthBall,OutsideOff,None,FrontFoot,Dropped,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,89.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
55344,4,3.0,1.0,0.0,22.0,1.0,3.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:46:45Z,3,False,267.0,Mohammad Nabi,729.0,Quinton de Kock,605.0,,29.0,84.0,Right,Backward Point,1.0,0,1,1.0,LengthBall,OutsideOff,None,BacksAway,Cut,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,89.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
55344,4,3.0,1.0,0.0,22.0,1.0,3.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:47:32Z,4,True,267.0,Mohammad Nabi,605.0,,729.0,Quinton de Kock,327.0,141.0,Left,Deep Mid Wicket,0.0,0,0,0.0,BackOfALength,OffStump,MisTimed,FrontFoot,Slog,OffBreak,Round,OffSpin,Left,Out1stUmpire,Null,False,False,False,False,False,False,89.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,Caught,605.0,,Caught,,
55344,4,3.0,1.0,0.0,22.0,1.0,3.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:49:32Z,5,False,267.0,Mohammad Nabi,277.0,,729.0,Quinton de Kock,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,MiddleStump,Missed,FrontFoot,ForwardDefensive,OffBreak,Round,OffSpin,Left,NotOut3rdUmpire,Null,False,False,False,False,False,True,26.0,False,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,Stumped,
55344,4,3.0,1.0,0.0,22.0,1.0,3.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:51:44Z,6,False,267.0,Mohammad Nabi,277.0,,729.0,Quinton de Kock,7.0,109.0,Left,Backward Square Leg,1.0,0,1,1.0,LengthBall,DownLeg,None,FrontFoot,Worked,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,89.0,False,False,True,False,True,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
55359,5,6.0,1.0,0.0,28.0,2.0,6.0,1231,,5264,IPL 2019,1,244,Mumbai Indians,247,Sunrisers Hyderabad,2019-04-06T15:53:01Z,1,False,2476.0,Sandeep Sharma,277.0,,729.0,Quinton de Kock,250.0,185.0,Left,Long Off,4.0,0,4,4.0,BackOfALength,OutsideOff,WellTimed,BackFoot,Drive,NoMovement,Over,Medium,Left,Null,Null,False,False,False,False,False,False,143.0,False,False,True,False,True,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,,,
