over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ball_id,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,fieldingPosition,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,decisionOfficialId
1625077,2,8.0,10,0,0,16,0,10,75956,,39784,The Hundred 2026 – Men,1,926,Birmingham Phoenix Men,927,London Spirit Men,8665542,2026-08-09T17:08:39Z,1,6,False,323,Adam Milne,178,Joe Clarke,3960,Mitchell Owen,21.0,129.0,Right,2,0,2,2,BackOfALength,OutsideOff,InsideEdge,BackFoot,Drive,InSwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,2,0,0,0,0,False,False,Deep Backward Square Leg,,,,,,
1625077,2,8.0,10,0,0,16,0,10,75956,,39784,The Hundred 2026 – Men,1,926,Birmingham Phoenix Men,927,London Spirit Men,8665544,2026-08-09T17:09:23Z,2,7,False,323,Adam Milne,178,Joe Clarke,3960,Mitchell Owen,,,Right,0,0,0,0,LengthBall,OutsideOff,Missed,FrontFoot,Drive,InSwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Wicketkeeper,,,,,,
1625077,2,8.0,10,0,0,16,0,10,75956,,39784,The Hundred 2026 – Men,1,926,Birmingham Phoenix Men,927,London Spirit Men,8665550,2026-08-09T17:09:58Z,3,8,False,323,Adam Milne,178,Joe Clarke,3960,Mitchell Owen,,,Right,1,1,1,0,HalfTracker,OutsideOff,Left,BackFoot,Leave,InSwinger,Over,FastSeam,Right,Null,NotReferred,Null,True,False,False,False,False,True,False,False,True,False,False,False,1,0,1,0,0,False,False,Wicketkeeper,,,,,,
1625077,2,8.0,10,0,0,16,0,10,75956,,39784,The Hundred 2026 – Men,1,926,Birmingham Phoenix Men,927,London Spirit Men,8665555,2026-08-09T17:10:34Z,3,9,False,323,Adam Milne,178,Joe Clarke,3960,Mitchell Owen,,,Right,1,1,1,0,LengthBall,OffStump,PlayAndMissLegSide,BackFoot,Glance,InSwinger,Over,FastSeam,Right,Null,NotReferred,Null,True,False,False,False,False,True,False,False,True,False,False,False,1,0,1,0,0,False,False,Wicketkeeper,,,,,,
1625077,2,8.0,10,0,0,16,0,10,75956,,39784,The Hundred 2026 – Men,1,926,Birmingham Phoenix Men,927,London Spirit Men,8665561,2026-08-09T17:11:11Z,3,10,False,323,Adam Milne,178,Joe Clarke,3960,Mitchell Owen,113.0,179.0,Right,4,0,4,4,BackOfALength,OutsideOff,WellTimed,BackFoot,Steer,InSwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,4,0,0,0,0,True,False,,,,,,,
1625077,2,8.0,10,0,0,16,0,10,75956,,39784,The Hundred 2026 – Men,1,926,Birmingham Phoenix Men,927,London Spirit Men,8665567,2026-08-09T17:11:53Z,4,11,False,323,Adam Milne,178,Joe Clarke,3960,Mitchell Owen,333.0,79.0,Right,1,0,1,1,BackOfALength,OutsideOff,None,BackFoot,Worked,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,Mid Wicket,,,,,,
1625077,2,8.0,10,0,0,16,0,10,75956,,39784,The Hundred 2026 – Men,1,926,Birmingham Phoenix Men,927,London Spirit Men,8665569,2026-08-09T17:12:36Z,5,12,False,323,Adam Milne,3960,Mitchell Owen,178,Joe Clarke,285.0,65.0,Right,1,0,1,1,Yorker,OutsideOff,MisTimed,FrontFoot,Drive,InSwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,False,False,Mid On,,,,,,
1625083,3,5.33,0,1,0,16,1,0,75956,,39784,The Hundred 2026 – Men,1,926,Birmingham Phoenix Men,927,London Spirit Men,8665578,2026-08-09T17:14:00Z,1,13,False,323,Adam Milne,3960,Mitchell Owen,178,Joe Clarke,,,Right,0,0,0,0,LengthBall,OffStump,Missed,BacksAway,Drive,AwaySwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Wicketkeeper,,,,,,
1625083,3,5.33,0,1,0,16,1,0,75956,,39784,The Hundred 2026 – Men,1,926,Birmingham Phoenix Men,927,London Spirit Men,8665583,2026-08-09T17:14:43Z,2,14,True,323,Adam Milne,3960,Mitchell Owen,178,Joe Clarke,0.0,0.0,Right,0,0,0,0,HalfVolley,MiddleStump,Missed,BacksAway,Slog,AwaySwinger,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Wicketkeeper,Bowled,3960.0,Mitchell Owen,Bowled,Bowled,1812.0
1625083,3,5.33,0,1,0,16,1,0,75956,,39784,The Hundred 2026 – Men,1,926,Birmingham Phoenix Men,927,London Spirit Men,8665609,2026-08-09T17:17:34Z,3,15,False,323,Adam Milne,135,Joe Weatherley,178,Joe Clarke,,,Right,0,0,0,0,LengthBall,MiddleStump,HitPad,DownTheTrack,Flick,NoMovement,Over,FastSeam,Right,Null,NotOutReviewLost,Null,False,False,False,False,False,True,False,False,True,False,False,True,0,0,0,0,0,False,False,,,,,,Lbw,1812.0
1625083,3,5.33,0,1,0,16,1,0,75956,,39784,The Hundred 2026 – Men,1,926,Birmingham Phoenix Men,927,London Spirit Men,8665614,2026-08-09T17:19:21Z,4,16,False,323,Adam Milne,135,Joe Weatherley,178,Joe Clarke,351.0,81.0,Right,0,0,0,0,Short,OutsideOff,WellTimed,BackFoot,Pull,NoMovement,Over,FastSeam,Right,Null,NotReferred,Null,False,False,False,False,False,True,False,False,True,False,False,False,0,0,0,0,0,False,False,Square Leg,,,,,,
