over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
821501,1,5.0,5.0,0.0,0.0,5.0,0.0,5.0,30752,,16366,The Hundred 2023 - Men,1,925,Welsh Fire Men,930,Southern Brave Men,2023-08-12T22:40:17Z,1,1,False,,,,168,Matthew Fisher,80,Stephen Eskinazi,195,Jonny Bairstow,126,92,Short Third Man,0,0,0,0,,LengthBall,OutsideOff,NotOut,ThickEdge,FrontFoot,Pushed,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,True,True,False,False,False,0,0,0,0,0,False,False
821501,1,5.0,5.0,0.0,0.0,5.0,0.0,5.0,30752,,16366,The Hundred 2023 - Men,1,925,Welsh Fire Men,930,Southern Brave Men,2023-08-12T22:40:52Z,2,2,False,,,,168,Matthew Fisher,80,Stephen Eskinazi,195,Jonny Bairstow,198,209,Deep Cover,4,0,4,4,,LengthBall,OutsideOff,NotOut,WellTimed,DownTheTrack,Drive,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,False,False,4,0,0,0,0,False,True
821501,1,5.0,5.0,0.0,0.0,5.0,0.0,5.0,30752,,16366,The Hundred 2023 - Men,1,925,Welsh Fire Men,930,Southern Brave Men,2023-08-12T22:41:27Z,3,3,False,,,,168,Matthew Fisher,80,Stephen Eskinazi,195,Jonny Bairstow,300,110,Mid On,1,0,1,1,,BackOfALength,LegStump,NotOut,MisTimed,BacksAway,Pull,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,False,False,1,0,0,0,0,False,False
821501,1,5.0,5.0,0.0,0.0,5.0,0.0,5.0,30752,,16366,The Hundred 2023 - Men,1,925,Welsh Fire Men,930,Southern Brave Men,2023-08-12T22:42:10Z,4,4,False,,,,168,Matthew Fisher,195,Jonny Bairstow,80,Stephen Eskinazi,90,48,Wicketkeeper,0,0,0,0,,LengthBall,OutsideOff,NotOut,Missed,FrontFoot,Pushed,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,False,False,0,0,0,0,0,False,False
821501,1,5.0,5.0,0.0,0.0,5.0,0.0,5.0,30752,,16366,The Hundred 2023 - Men,1,925,Welsh Fire Men,930,Southern Brave Men,2023-08-12T22:42:41Z,5,5,False,,,,168,Matthew Fisher,195,Jonny Bairstow,80,Stephen Eskinazi,131,96,Short Third Man,0,0,0,0,,BackOfALength,OutsideOff,NotOut,ThickEdge,DownTheTrack,Pushed,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,False,False,0,0,0,0,0,False,False
821503,2,2.5,0.0,1.0,0.0,5.0,1.0,0.0,30752,,16366,The Hundred 2023 - Men,1,925,Welsh Fire Men,930,Southern Brave Men,2023-08-12T22:43:29Z,1,6,False,,,,456,Craig Overton,195,Jonny Bairstow,80,Stephen Eskinazi,210,57,Short Extra Cover,0,0,0,0,,LengthBall,OutsideOff,NotOut,MisTimed,FrontFoot,Drive,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,False,False,0,0,0,0,0,False,False
821503,2,2.5,0.0,1.0,0.0,5.0,1.0,0.0,30752,,16366,The Hundred 2023 - Men,1,925,Welsh Fire Men,930,Southern Brave Men,2023-08-12T22:44:01Z,2,7,True,Caught,195.0,Jonny Bairstow,456,Craig Overton,195,Jonny Bairstow,80,Stephen Eskinazi,244,93,Mid Off,0,0,0,0,Caught,LengthBall,OutsideOff,NotOut,MisTimed,FrontFoot,Drive,NoMovement,Over,Fast,Right,Out1stUmpire,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,False,False,0,0,0,0,0,False,False
821503,2,2.5,0.0,1.0,0.0,5.0,1.0,0.0,30752,,16366,The Hundred 2023 - Men,1,925,Welsh Fire Men,930,Southern Brave Men,2023-08-12T22:45:20Z,3,8,False,,,,456,Craig Overton,178,Joe Clarke,80,Stephen Eskinazi,296,98,Mid On,0,0,0,0,,HalfVolley,OutsideOff,NotOut,MisTimed,FrontFoot,Drive,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,False,False,0,0,0,0,0,False,False
821503,2,2.5,0.0,1.0,0.0,5.0,1.0,0.0,30752,,16366,The Hundred 2023 - Men,1,925,Welsh Fire Men,930,Southern Brave Men,2023-08-12T22:45:47Z,4,9,False,,,,456,Craig Overton,178,Joe Clarke,80,Stephen Eskinazi,237,17,Silly Point,0,0,0,0,,BackOfALength,OutsideOff,NotOut,HitPad,DownTheTrack,Pull,SeamIn,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,False,False,0,0,0,0,0,False,False
821503,2,2.5,0.0,1.0,0.0,5.0,1.0,0.0,30752,,16366,The Hundred 2023 - Men,1,925,Welsh Fire Men,930,Southern Brave Men,2023-08-12T22:46:22Z,5,10,False,,,,456,Craig Overton,178,Joe Clarke,80,Stephen Eskinazi,90,48,Wicketkeeper,0,0,0,0,,BackOfALength,OutsideOff,NotOut,Missed,BackFoot,Drive,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,False,False,0,0,0,0,0,False,False
