over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,catchDifficulty
1116635,1,5.0,5.0,0.0,0.0,5.0,0.0,5.0,40331,,22891,The Hundred 2025 - Men,1,929,Northern Superchargers Men,928,Manchester Originals Men,2025-08-26T23:00:23Z,1,1,False,,,,202,James Anderson,128,Zak Crawley,81,Dawid Malan,195,147,Deep Cover,1,0,1,1,,LengthBall,OutsideOff,NotOut,None,BackFoot,Drive,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,53,False,True,True,False,False,False,1,0,0,0,0,False,False,
1116635,1,5.0,5.0,0.0,0.0,5.0,0.0,5.0,40331,,22891,The Hundred 2025 - Men,1,929,Northern Superchargers Men,928,Manchester Originals Men,2025-08-26T23:00:58Z,2,2,False,,,,202,James Anderson,81,Dawid Malan,128,Zak Crawley,151,143,Fine Leg,2,0,2,2,,LengthBall,DownLeg,NotOut,None,BackFoot,Glance,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,True,False,3,False,False,True,False,False,False,2,0,0,0,0,False,False,
1116635,1,5.0,5.0,0.0,0.0,5.0,0.0,5.0,40331,,22891,The Hundred 2025 - Men,1,929,Northern Superchargers Men,928,Manchester Originals Men,2025-08-26T23:01:37Z,3,3,False,,,,202,James Anderson,81,Dawid Malan,128,Zak Crawley,1,97,Point,1,0,1,1,,LengthBall,OffStump,NotOut,None,FrontFoot,Pushed,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,3,False,False,True,False,False,False,1,0,0,0,0,False,False,
1116635,1,5.0,5.0,0.0,0.0,5.0,0.0,5.0,40331,,22891,The Hundred 2025 - Men,1,929,Northern Superchargers Men,928,Manchester Originals Men,2025-08-26T23:02:12Z,4,4,False,,,,202,James Anderson,128,Zak Crawley,81,Dawid Malan,194,152,Deep Cover,1,0,1,1,,LengthBall,OutsideOff,NotOut,None,FrontFoot,Drive,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,3,False,False,True,False,False,False,1,0,0,0,0,False,False,
1116635,1,5.0,5.0,0.0,0.0,5.0,0.0,5.0,40331,,22891,The Hundred 2025 - Men,1,929,Northern Superchargers Men,928,Manchester Originals Men,2025-08-26T23:02:42Z,5,5,False,,,,202,James Anderson,81,Dawid Malan,128,Zak Crawley,346,78,Cover,0,0,0,0,,LengthBall,LegStump,NotOut,None,FrontFoot,Pushed,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,3,False,False,True,False,False,False,0,0,0,0,0,False,False,
1116636,2,6.5,8.0,2.0,0.0,13.0,2.0,8.0,40331,,22891,The Hundred 2025 - Men,1,929,Northern Superchargers Men,928,Manchester Originals Men,2025-08-26T23:03:19Z,1,6,True,Caught,81.0,Dawid Malan,202,James Anderson,81,Dawid Malan,128,Zak Crawley,36,13,Silly Point,0,0,0,0,Caught,BackOfALength,OffStump,NotOut,TopEdge,DownTheTrack,Slog,AwaySwinger,Over,Fast,Right,Out2ndUmpire,NotReferred,Null,False,False,False,False,False,False,3,False,False,True,False,False,False,0,0,0,0,0,False,False,2.0
1116636,2,6.5,8.0,2.0,0.0,13.0,2.0,8.0,40331,,22891,The Hundred 2025 - Men,1,929,Northern Superchargers Men,928,Manchester Originals Men,2025-08-26T23:04:49Z,2,7,False,,,,202,James Anderson,15,Dan Lawrence,128,Zak Crawley,28,185,Deep Backward Square Leg,4,0,4,4,,LengthBall,OutsideOff,NotOut,WellTimed,FrontFoot,Worked,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,3,False,False,True,False,False,False,4,0,0,0,0,False,True,0.0
1116636,2,6.5,8.0,2.0,0.0,13.0,2.0,8.0,40331,,22891,The Hundred 2025 - Men,1,929,Northern Superchargers Men,928,Manchester Originals Men,2025-08-26T23:05:46Z,3,8,False,,,,202,James Anderson,15,Dan Lawrence,128,Zak Crawley,157,178,Deep Backward Point,4,0,4,4,,LengthBall,Wide,NotOut,WellTimed,FrontFoot,Drive,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,3,False,False,True,False,False,False,4,0,0,0,0,False,True,0.0
1116636,2,6.5,8.0,2.0,0.0,13.0,2.0,8.0,40331,,22891,The Hundred 2025 - Men,1,929,Northern Superchargers Men,928,Manchester Originals Men,2025-08-26T23:06:24Z,4,9,True,Lbw,15.0,Dan Lawrence,202,James Anderson,15,Dan Lawrence,128,Zak Crawley,0,0,,0,0,0,0,LBW,LengthBall,OutsideOff,NotOut,HitPad,FrontFoot,Worked,SeamIn,Over,Fast,Right,Out2ndUmpire,OutReviewRetained,Null,False,False,False,False,False,False,10,False,False,True,False,False,True,0,0,0,0,0,False,False,0.0
1116636,2,6.5,8.0,2.0,0.0,13.0,2.0,8.0,40331,,22891,The Hundred 2025 - Men,1,929,Northern Superchargers Men,928,Manchester Originals Men,2025-08-26T23:08:49Z,5,10,False,,,,202,James Anderson,159,Harry Brook,128,Zak Crawley,90,48,Wicketkeeper,0,0,0,0,,LengthBall,OutsideOff,NotOut,Missed,FrontFoot,Steer,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,3,False,False,True,False,False,False,0,0,0,0,0,False,False,0.0
