over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
422705,1,4.0,4.0,0.0,0.0,4.0,0.0,4.0,12531,,11210,The Men's Hundred 2021,1,930,Southern Brave Men,927,London Spirit Men,2021-08-01T22:31:16Z,1,1,False,,,,267,Mohammad Nabi,136,James Vince,729,Quinton de Kock,214,50,Short Extra Cover,0,0,0,0,,LengthBall,OutsideOff,NotOut,InsideEdge,BackFoot,Drive,OffBreak,Over,OffSpin,Left,Null,NotReferred,Null,False,False,False,False,False,False,10,False,True,True,False,False,False,0,0,0,0,0,False,False
422705,1,4.0,4.0,0.0,0.0,4.0,0.0,4.0,12531,,11210,The Men's Hundred 2021,1,930,Southern Brave Men,927,London Spirit Men,2021-08-01T22:31:33Z,2,2,False,,,,267,Mohammad Nabi,136,James Vince,729,Quinton de Kock,188,81,Point,0,0,0,0,,BackOfALength,OutsideOff,NotOut,None,BackFoot,Cut,OffBreak,Over,OffSpin,Left,Null,NotReferred,Null,False,False,False,False,False,False,10,False,False,True,False,False,False,0,0,0,0,0,False,False
422705,1,4.0,4.0,0.0,0.0,4.0,0.0,4.0,12531,,11210,The Men's Hundred 2021,1,930,Southern Brave Men,927,London Spirit Men,2021-08-01T22:31:47Z,3,3,False,,,,267,Mohammad Nabi,136,James Vince,729,Quinton de Kock,344,145,Deep Mid Wicket,2,0,2,2,,LengthBall,OutsideOff,NotOut,None,FrontFoot,Sweep,OffBreak,Over,OffSpin,Left,Null,NotReferred,Null,False,False,False,False,False,False,10,False,False,True,False,False,False,2,0,0,0,0,False,False
422705,1,4.0,4.0,0.0,0.0,4.0,0.0,4.0,12531,,11210,The Men's Hundred 2021,1,930,Southern Brave Men,927,London Spirit Men,2021-08-01T22:32:12Z,4,4,False,,,,267,Mohammad Nabi,136,James Vince,729,Quinton de Kock,342,150,Deep Mid Wicket,1,0,1,1,,LengthBall,OutsideOff,NotOut,None,FrontFoot,Sweep,OffBreak,Over,OffSpin,Left,Null,NotReferred,Null,False,False,False,False,False,False,10,False,False,True,False,False,False,1,0,0,0,0,False,False
422705,1,4.0,4.0,0.0,0.0,4.0,0.0,4.0,12531,,11210,The Men's Hundred 2021,1,930,Southern Brave Men,927,London Spirit Men,2021-08-01T22:33:10Z,5,5,False,,,,267,Mohammad Nabi,729,Quinton de Kock,136,James Vince,197,81,Mid Wicket,1,0,1,1,,LengthBall,OutsideOff,NotOut,None,FrontFoot,Worked,OffBreak,Round,OffSpin,Left,Null,NotReferred,Null,False,False,False,False,False,False,10,False,False,True,False,False,False,1,0,0,0,0,False,False
422708,2,5.5,7.0,0.0,0.0,11.0,0.0,7.0,12531,,11210,The Men's Hundred 2021,1,930,Southern Brave Men,927,London Spirit Men,2021-08-01T22:33:44Z,1,6,False,,,,267,Mohammad Nabi,136,James Vince,729,Quinton de Kock,287,150,Long On,1,0,1,1,,HalfVolley,OffStump,NotOut,None,DownTheTrack,Drive,OffBreak,Over,OffSpin,Left,Null,NotReferred,Null,False,False,False,False,False,False,10,False,False,True,False,False,False,1,0,0,0,0,False,False
422708,2,5.5,7.0,0.0,0.0,11.0,0.0,7.0,12531,,11210,The Men's Hundred 2021,1,930,Southern Brave Men,927,London Spirit Men,2021-08-01T22:34:10Z,2,7,False,,,,267,Mohammad Nabi,729,Quinton de Kock,136,James Vince,353,86,Point,1,0,1,1,,LengthBall,OutsideOff,NotOut,None,FrontFoot,Drive,OffBreak,Round,OffSpin,Left,Null,NotReferred,Null,False,False,False,False,False,False,10,False,False,True,False,False,False,1,0,0,0,0,False,False
422708,2,5.5,7.0,0.0,0.0,11.0,0.0,7.0,12531,,11210,The Men's Hundred 2021,1,930,Southern Brave Men,927,London Spirit Men,2021-08-01T22:34:32Z,3,8,False,,,,267,Mohammad Nabi,136,James Vince,729,Quinton de Kock,340,146,Deep Mid Wicket,1,0,1,1,,LengthBall,OutsideOff,NotOut,None,DownTheTrack,Slog,OffBreak,Over,OffSpin,Left,Null,NotReferred,Null,False,False,False,False,True,False,10,False,False,True,False,False,False,1,0,0,0,0,False,False
422708,2,5.5,7.0,0.0,0.0,11.0,0.0,7.0,12531,,11210,The Men's Hundred 2021,1,930,Southern Brave Men,927,London Spirit Men,2021-08-01T22:35:00Z,4,9,False,,,,267,Mohammad Nabi,729,Quinton de Kock,136,James Vince,237,84,Mid On,0,0,0,0,,LengthBall,OutsideOff,NotOut,None,FrontFoot,Worked,OffBreak,Round,OffSpin,Left,Null,NotReferred,Null,False,False,False,False,False,False,10,False,False,True,False,False,False,0,0,0,0,0,False,False
422708,2,5.5,7.0,0.0,0.0,11.0,0.0,7.0,12531,,11210,The Men's Hundred 2021,1,930,Southern Brave Men,927,London Spirit Men,2021-08-01T22:35:28Z,5,10,False,,,,267,Mohammad Nabi,729,Quinton de Kock,136,James Vince,167,200,Deep Backward Square Leg,4,0,4,4,,LengthBall,OutsideOff,NotOut,WellTimed,FrontFoot,SlogSweep,OffBreak,Round,OffSpin,Left,Null,NotReferred,Null,False,False,False,False,True,False,10,False,False,True,False,False,False,4,0,0,0,0,False,True
