over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,catchDifficulty,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
1107381,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:30:22Z,1,1,False,361,David Payne,160,Kane Williamson,1189,David Warner,162,48,Gully,0,0,0,0,LengthBall,LegStump,Lbw,HitPad,FrontFoot,Worked,InSwinger,Over,Fast,Left,NotOut1stUmpire,NotReferred,Null,False,False,False,False,False,True,61,False,True,True,False,False,False,0,0,0,0,0,False,False,0.0,,,,
1107381,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:31:01Z,2,2,False,361,David Payne,160,Kane Williamson,1189,David Warner,339,78,Mid Wicket,1,0,1,1,LengthBall,MiddleStump,NotOut,None,FrontFoot,Worked,InSwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,61,False,False,True,False,False,False,1,0,0,0,0,False,False,0.0,,,,
1107381,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:31:39Z,3,3,False,361,David Payne,1189,David Warner,160,Kane Williamson,19,91,Backward Point,0,0,0,0,LengthBall,LegStump,NotOut,HitPad,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,61,False,False,True,False,False,False,0,0,0,0,0,False,False,0.0,,,,
1107381,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:32:15Z,4,4,False,361,David Payne,1189,David Warner,160,Kane Williamson,4,79,Point,1,0,1,1,LengthBall,OutsideOff,NotOut,None,BackFoot,Drive,AwaySwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,61,False,False,True,False,False,False,1,0,0,0,0,False,False,0.0,,,,
1107381,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:32:46Z,5,5,False,361,David Payne,160,Kane Williamson,1189,David Warner,240,63,Silly Mid Off,0,0,0,0,LengthBall,OutsideOff,NotOut,MisTimed,DownTheTrack,Drive,InSwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,61,False,False,True,False,False,False,0,0,0,0,0,False,False,0.0,,,,
1107382,2,5.5,9.0,0.0,0.0,11.0,0.0,9.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:33:24Z,1,6,False,361,David Payne,160,Kane Williamson,1189,David Warner,160,90,Backward Point,0,0,0,0,LengthBall,MiddleStump,NotOut,HitPad,BackFoot,Worked,InSwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,61,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1107382,2,5.5,9.0,0.0,0.0,11.0,0.0,9.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:33:54Z,2,7,False,361,David Payne,160,Kane Williamson,1189,David Warner,344,107,Mid Wicket,1,0,1,1,LengthBall,OutsideOff,NotOut,MisTimed,MovesInfront,Worked,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,61,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
1107382,2,5.5,9.0,0.0,0.0,11.0,0.0,9.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:34:26Z,3,8,False,361,David Payne,1189,David Warner,160,Kane Williamson,90,48,Wicketkeeper,0,0,0,0,LengthBall,OutsideOff,NotOut,Missed,FrontFoot,ReverseSweep,InSwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,61,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1107382,2,5.5,9.0,0.0,0.0,11.0,0.0,9.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:34:52Z,4,9,False,361,David Payne,1189,David Warner,160,Kane Williamson,53,183,Third Man,4,0,4,4,LengthBall,OutsideOff,NotOut,TopEdge,FrontFoot,Cut,AwaySwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,61,False,False,True,False,False,False,4,0,0,0,0,False,True,,,,,
1107382,2,5.5,9.0,0.0,0.0,11.0,0.0,9.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:35:29Z,5,10,False,361,David Payne,1189,David Warner,160,Kane Williamson,342,193,Deep Cover,4,0,4,4,LengthBall,OutsideOff,NotOut,WellTimed,DownTheTrack,Drive,AwaySwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,61,False,False,True,False,False,False,4,0,0,0,0,False,True,,,,,
1107383,3,5.0,2.0,0.0,1.0,15.0,0.0,3.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:36:54Z,1,11,False,1125,Riley Meredith,160,Kane Williamson,1189,David Warner,16,96,Backward Square Leg,0,1,1,0,LengthBall,OutsideOff,NotOut,HitPad,BackFoot,Worked,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,True,False,False,48,False,False,True,False,False,False,1,0,0,1,0,False,False,,,,,
1107383,3,5.0,2.0,0.0,1.0,15.0,0.0,3.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:37:42Z,2,12,False,1125,Riley Meredith,1189,David Warner,160,Kane Williamson,339,101,Cover,0,0,0,0,LengthBall,OutsideOff,NotOut,None,FrontFoot,Drive,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1107383,3,5.0,2.0,0.0,1.0,15.0,0.0,3.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:38:19Z,3,13,False,1125,Riley Meredith,1189,David Warner,160,Kane Williamson,162,112,Backward Square Leg,1,0,1,1,LengthBall,DownLeg,NotOut,None,BackFoot,Flick,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
1107383,3,5.0,2.0,0.0,1.0,15.0,0.0,3.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:38:56Z,4,14,False,1125,Riley Meredith,160,Kane Williamson,1189,David Warner,125,141,Third Man,1,0,1,1,LengthBall,OffStump,NotOut,ThickEdge,BackFoot,Worked,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
1107383,3,5.0,2.0,0.0,1.0,15.0,0.0,3.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:39:41Z,5,15,False,1125,Riley Meredith,1189,David Warner,160,Kane Williamson,90,48,Wicketkeeper,0,0,0,0,LengthBall,OffStump,NotOut,Missed,FrontFoot,SlogSweep,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1107384,4,5.25,7.0,0.0,1.0,21.0,0.0,7.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:40:44Z,1,15,False,12218,Josh Hull,1189,David Warner,160,Kane Williamson,90,48,Wicketkeeper,1,1,1,0,LengthBall,Wide,NotOut,Left,FrontFoot,Leave,AwaySwinger,Over,Fast,Left,Null,NotReferred,Null,True,False,False,False,False,False,48,False,False,True,False,False,False,1,0,1,0,0,False,False,0.0,,,,
1107384,4,5.25,7.0,0.0,1.0,21.0,0.0,7.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:41:17Z,1,16,False,12218,Josh Hull,1189,David Warner,160,Kane Williamson,237,201,Long On,4,0,4,4,LengthBall,OutsideOff,NotOut,WellTimed,FrontFoot,Slog,AwaySwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,True,False,48,False,False,True,False,False,False,4,0,0,0,0,False,False,0.0,,,,
1107384,4,5.25,7.0,0.0,1.0,21.0,0.0,7.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:41:55Z,2,17,False,12218,Josh Hull,1189,David Warner,160,Kane Williamson,90,48,Wicketkeeper,0,0,0,0,HalfVolley,OutsideOff,NotOut,Missed,FrontFoot,Drive,AwaySwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,True,False,False,False,0,0,0,0,0,False,False,0.0,,,,
1107384,4,5.25,7.0,0.0,1.0,21.0,0.0,7.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:42:32Z,3,18,False,12218,Josh Hull,1189,David Warner,160,Kane Williamson,324,13,Silly Point,0,0,0,0,LengthBall,Wide,NotOut,MisTimed,BackFoot,Drive,AwaySwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,True,False,False,False,0,0,0,0,0,False,False,0.0,,,,
1107384,4,5.25,7.0,0.0,1.0,21.0,0.0,7.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:43:09Z,4,19,False,12218,Josh Hull,1189,David Warner,160,Kane Williamson,325,134,Deep Extra Cover,2,0,2,2,LengthBall,OffStump,NotOut,None,FrontFoot,Drive,InSwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,True,False,False,False,2,0,0,0,0,False,False,0.0,,,,
1107384,4,5.25,7.0,0.0,1.0,21.0,0.0,7.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:43:47Z,5,20,False,12218,Josh Hull,1189,David Warner,160,Kane Williamson,327,73,Extra Cover,0,0,0,0,LengthBall,OutsideOff,NotOut,None,BackFoot,Drive,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,48,False,False,True,False,False,False,0,0,0,0,0,False,False,0.0,,,,
1107385,5,5.8,8.0,0.0,0.0,29.0,0.0,8.0,39991,,22843,The Hundred 2025 - Men,1,927,London Spirit Men,925,Welsh Fire Men,2025-08-09T22:45:10Z,1,21,False,361,David Payne,160,Kane Williamson,1189,David Warner,176,89,Point,1,0,1,1,LengthBall,Wide,NotOut,None,MovesInfront,Steer,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,61,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
