over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,catchDifficulty
1111870,1,4.0,4.0,0.0,0.0,4.0,0.0,4.0,40141,,22869,The Hundred 2025 - Men,1,930,Southern Brave Men,924,Oval Invincibles Men,2025-08-18T23:00:18Z,1,1,False,,,,965,Jason Behrendorff,2680,Leus du Plooy,136,James Vince,208,92,Mid Wicket,1,0,1,1,,LengthBall,OutsideOff,NotOut,None,MovesInfront,Worked,AwaySwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,45,False,True,True,False,True,False,1,0,0,0,0,False,False,
1111870,1,4.0,4.0,0.0,0.0,4.0,0.0,4.0,40141,,22869,The Hundred 2025 - Men,1,930,Southern Brave Men,924,Oval Invincibles Men,2025-08-18T23:00:51Z,2,2,False,,,,965,Jason Behrendorff,136,James Vince,2680,Leus du Plooy,341,156,Deep Mid Wicket,2,0,2,2,,LengthBall,DownLeg,NotOut,None,FrontFoot,Worked,InSwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,True,False,2,0,0,0,0,False,False,
1111870,1,4.0,4.0,0.0,0.0,4.0,0.0,4.0,40141,,22869,The Hundred 2025 - Men,1,930,Southern Brave Men,924,Oval Invincibles Men,2025-08-18T23:01:30Z,3,3,False,,,,965,Jason Behrendorff,136,James Vince,2680,Leus du Plooy,90,48,Wicketkeeper,0,0,0,0,,LengthBall,OutsideOff,NotOut,Missed,BackFoot,Cut,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,True,False,0,0,0,0,0,False,False,
1111870,1,4.0,4.0,0.0,0.0,4.0,0.0,4.0,40141,,22869,The Hundred 2025 - Men,1,930,Southern Brave Men,924,Oval Invincibles Men,2025-08-18T23:02:03Z,4,4,False,,,,965,Jason Behrendorff,136,James Vince,2680,Leus du Plooy,206,45,Short Extra Cover,0,0,0,0,,LengthBall,OffStump,NotOut,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,True,False,0,0,0,0,0,False,False,
1111870,1,4.0,4.0,0.0,0.0,4.0,0.0,4.0,40141,,22869,The Hundred 2025 - Men,1,930,Southern Brave Men,924,Oval Invincibles Men,2025-08-18T23:02:33Z,5,5,False,,,,965,Jason Behrendorff,136,James Vince,2680,Leus du Plooy,293,89,Mid On,1,0,1,1,,LengthBall,LegStump,NotOut,None,BackFoot,Worked,InSwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,True,False,1,0,0,0,0,False,False,
1111871,2,5.5,5.0,1.0,2.0,11.0,1.0,7.0,40141,,22869,The Hundred 2025 - Men,1,930,Southern Brave Men,924,Oval Invincibles Men,2025-08-18T23:03:13Z,1,6,False,,,,965,Jason Behrendorff,2680,Leus du Plooy,136,James Vince,116,137,Fine Leg,0,2,2,0,,LengthBall,MiddleStump,NotOut,InsideEdge,FrontFoot,Flick,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,True,False,False,45,False,False,True,False,True,False,2,0,0,2,0,False,False,0.0
1111871,2,5.5,5.0,1.0,2.0,11.0,1.0,7.0,40141,,22869,The Hundred 2025 - Men,1,930,Southern Brave Men,924,Oval Invincibles Men,2025-08-18T23:04:09Z,2,7,False,,,,965,Jason Behrendorff,2680,Leus du Plooy,136,James Vince,357,141,Deep Point,1,0,1,1,,LengthBall,OutsideOff,NotOut,None,FrontFoot,Drive,SlowerBall,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,True,False,45,False,False,True,False,True,False,1,0,0,0,0,False,False,0.0
1111871,2,5.5,5.0,1.0,2.0,11.0,1.0,7.0,40141,,22869,The Hundred 2025 - Men,1,930,Southern Brave Men,924,Oval Invincibles Men,2025-08-18T23:04:44Z,3,8,False,,,,965,Jason Behrendorff,136,James Vince,2680,Leus du Plooy,90,48,Wicketkeeper,0,0,0,0,,LengthBall,OffStump,NotOut,Missed,FrontFoot,Slog,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,True,False,0,0,0,0,0,False,False,0.0
1111871,2,5.5,5.0,1.0,2.0,11.0,1.0,7.0,40141,,22869,The Hundred 2025 - Men,1,930,Southern Brave Men,924,Oval Invincibles Men,2025-08-18T23:05:05Z,4,9,False,,,,965,Jason Behrendorff,136,James Vince,2680,Leus du Plooy,340,206,Deep Mid Wicket,4,0,4,4,,LengthBall,LegStump,NotOut,WellTimed,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,True,False,1,False,False,True,False,True,False,4,0,0,0,0,False,True,0.0
1111871,2,5.5,5.0,1.0,2.0,11.0,1.0,7.0,40141,,22869,The Hundred 2025 - Men,1,930,Southern Brave Men,924,Oval Invincibles Men,2025-08-18T23:05:44Z,5,10,True,Caught,136.0,James Vince,965,Jason Behrendorff,136,James Vince,2680,Leus du Plooy,125,83,Short Third Man,0,0,0,0,Caught,LengthBall,OffStump,NotOut,ThickEdge,FrontFoot,Drive,NoMovement,Over,Fast,Left,Out1stUmpire,NotReferred,Null,False,False,False,False,False,False,45,False,False,True,False,True,False,0,0,0,0,0,False,False,2.0
