over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,totalBallNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
821391,1,8.0,7.0,0.0,2.0,8.0,0.0,8.0,30761,,16365,The Hundred 2023 - Men,1,927,London Spirit Men,931,Trent Rockets Men,2023-08-12T19:00:23Z,1,1,False,354,Luke Wood,128,Zak Crawley,466,Adam Rossington,58,203,Fine Leg,4,0,4,4,LengthBall,DownLeg,NotOut,WellTimed,FrontFoot,Glance,InSwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,78,False,True,True,False,False,False,4,0,0,0,0,False,True,,,,
821391,1,8.0,7.0,0.0,2.0,8.0,0.0,8.0,30761,,16365,The Hundred 2023 - Men,1,927,London Spirit Men,931,Trent Rockets Men,2023-08-12T19:00:59Z,2,2,False,354,Luke Wood,128,Zak Crawley,466,Adam Rossington,18,110,Backward Square Leg,0,1,1,0,BackOfALength,DownLeg,NotOut,HitPad,FrontFoot,Worked,InSwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,True,False,False,78,False,False,True,False,False,False,0,0,0,1,0,False,False,,,,
821391,1,8.0,7.0,0.0,2.0,8.0,0.0,8.0,30761,,16365,The Hundred 2023 - Men,1,927,London Spirit Men,931,Trent Rockets Men,2023-08-12T19:01:39Z,3,3,False,354,Luke Wood,466,Adam Rossington,128,Zak Crawley,12,114,Backward Square Leg,1,0,1,1,LengthBall,DownLeg,NotOut,None,FrontFoot,Worked,InSwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,78,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,
821391,1,8.0,7.0,0.0,2.0,8.0,0.0,8.0,30761,,16365,The Hundred 2023 - Men,1,927,London Spirit Men,931,Trent Rockets Men,2023-08-12T19:02:23Z,4,3,False,354,Luke Wood,128,Zak Crawley,466,Adam Rossington,90,48,Wicketkeeper,1,1,1,0,LengthBall,OutsideOff,NotOut,Left,FrontFoot,Leave,NoMovement,Over,Fast,Left,Null,NotReferred,Null,True,False,False,False,False,False,78,False,False,True,False,False,False,0,0,1,0,0,False,False,,,,
821391,1,8.0,7.0,0.0,2.0,8.0,0.0,8.0,30761,,16365,The Hundred 2023 - Men,1,927,London Spirit Men,931,Trent Rockets Men,2023-08-12T19:02:56Z,4,4,False,354,Luke Wood,128,Zak Crawley,466,Adam Rossington,217,57,Short Extra Cover,0,0,0,0,BackOfALength,LegStump,NotOut,MisTimed,BackFoot,Worked,InSwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,78,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,
821391,1,8.0,7.0,0.0,2.0,8.0,0.0,8.0,30761,,16365,The Hundred 2023 - Men,1,927,London Spirit Men,931,Trent Rockets Men,2023-08-12T19:03:30Z,5,5,False,354,Luke Wood,128,Zak Crawley,466,Adam Rossington,358,139,Deep Square Leg,1,0,1,1,LengthBall,LegStump,NotOut,None,FrontFoot,Worked,InSwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,78,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,
821392,2,9.0,10.0,1.0,1.0,18.0,1.0,10.0,30761,,16365,The Hundred 2023 - Men,1,927,London Spirit Men,931,Trent Rockets Men,2023-08-12T19:04:18Z,1,6,True,22,Sam Cook,466,Adam Rossington,128,Zak Crawley,250,104,Mid Off,0,0,0,0,LengthBall,OutsideOff,NotOut,MisTimed,DownTheTrack,Drive,AwaySwinger,Over,Fast,Right,Out2ndUmpire,NotReferred,Null,False,False,False,False,False,False,78,False,False,True,False,False,False,0,0,0,0,0,False,False,Caught,466.0,Adam Rossington,Caught
821392,2,9.0,10.0,1.0,1.0,18.0,1.0,10.0,30761,,16365,The Hundred 2023 - Men,1,927,London Spirit Men,931,Trent Rockets Men,2023-08-12T19:05:31Z,2,6,False,22,Sam Cook,15,Dan Lawrence,128,Zak Crawley,90,48,Wicketkeeper,1,1,1,0,BackOfALength,OutsideOff,NotOut,PlayAndMissLegSide,DownTheTrack,Glance,NoMovement,Over,Fast,Right,Null,NotReferred,Null,True,False,False,False,False,False,78,False,False,True,False,False,False,0,0,1,0,0,False,False,,,,
821392,2,9.0,10.0,1.0,1.0,18.0,1.0,10.0,30761,,16365,The Hundred 2023 - Men,1,927,London Spirit Men,931,Trent Rockets Men,2023-08-12T19:05:59Z,2,7,False,22,Sam Cook,15,Dan Lawrence,128,Zak Crawley,225,200,Deep Extra Cover,4,0,4,4,LengthBall,OutsideOff,NotOut,WellTimed,FrontFoot,Drive,InSwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,78,False,False,True,False,False,False,4,0,0,0,0,False,False,,,,
821392,2,9.0,10.0,1.0,1.0,18.0,1.0,10.0,30761,,16365,The Hundred 2023 - Men,1,927,London Spirit Men,931,Trent Rockets Men,2023-08-12T19:06:35Z,3,8,False,22,Sam Cook,15,Dan Lawrence,128,Zak Crawley,90,48,Wicketkeeper,0,0,0,0,LengthBall,OutsideOff,NotOut,Missed,DownTheTrack,Drive,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,78,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,
821392,2,9.0,10.0,1.0,1.0,18.0,1.0,10.0,30761,,16365,The Hundred 2023 - Men,1,927,London Spirit Men,931,Trent Rockets Men,2023-08-12T19:07:07Z,4,9,False,22,Sam Cook,15,Dan Lawrence,128,Zak Crawley,296,67,Silly Mid On,1,0,1,1,LengthBall,OutsideOff,NotOut,None,BackFoot,Worked,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,78,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,
821392,2,9.0,10.0,1.0,1.0,18.0,1.0,10.0,30761,,16365,The Hundred 2023 - Men,1,927,London Spirit Men,931,Trent Rockets Men,2023-08-12T19:07:42Z,5,10,False,22,Sam Cook,128,Zak Crawley,15,Dan Lawrence,340,204,Deep Mid Wicket,4,0,4,4,LengthBall,OutsideOff,NotOut,MisTimed,FrontFoot,Slog,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,78,False,False,True,False,False,False,4,0,0,0,0,False,False,,,,
821393,3,9.67,11.0,0.0,0.0,29.0,1.0,11.0,30761,,16365,The Hundred 2023 - Men,1,927,London Spirit Men,931,Trent Rockets Men,2023-08-12T19:08:43Z,1,11,False,354,Luke Wood,15,Dan Lawrence,128,Zak Crawley,313,95,Mid On,1,0,1,1,LengthBall,MiddleStump,NotOut,None,FrontFoot,Worked,InSwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,3,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,
821393,3,9.67,11.0,0.0,0.0,29.0,1.0,11.0,30761,,16365,The Hundred 2023 - Men,1,927,London Spirit Men,931,Trent Rockets Men,2023-08-12T19:09:22Z,2,12,False,354,Luke Wood,128,Zak Crawley,15,Dan Lawrence,197,199,Deep Cover,4,0,4,4,LengthBall,OffStump,NotOut,Middled,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,3,False,False,True,False,False,False,4,0,0,0,0,False,True,,,,
821393,3,9.67,11.0,0.0,0.0,29.0,1.0,11.0,30761,,16365,The Hundred 2023 - Men,1,927,London Spirit Men,931,Trent Rockets Men,2023-08-12T19:10:05Z,3,13,False,354,Luke Wood,128,Zak Crawley,15,Dan Lawrence,55,215,Fine Leg,4,0,4,4,LengthBall,MiddleStump,NotOut,WellTimed,MovesInfront,Scoop,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,True,False,3,False,False,True,False,False,False,4,0,0,0,0,False,True,,,,
821393,3,9.67,11.0,0.0,0.0,29.0,1.0,11.0,30761,,16365,The Hundred 2023 - Men,1,927,London Spirit Men,931,Trent Rockets Men,2023-08-12T19:10:42Z,4,14,False,354,Luke Wood,128,Zak Crawley,15,Dan Lawrence,1,149,Deep Square Leg,1,0,1,1,Short,DownLeg,NotOut,MisTimed,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,3,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,
821393,3,9.67,11.0,0.0,0.0,29.0,1.0,11.0,30761,,16365,The Hundred 2023 - Men,1,927,London Spirit Men,931,Trent Rockets Men,2023-08-12T19:11:23Z,5,15,False,354,Luke Wood,15,Dan Lawrence,128,Zak Crawley,343,143,Deep Mid Wicket,1,0,1,1,Short,DownLeg,NotOut,None,BacksAway,Pull,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,True,False,3,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,
