over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
957030,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,34755,,19569,The Hundred 2024 - Men,1,927,London Spirit Men,929,Northern Superchargers Men,2024-08-13T23:15:09Z,1,1,False,,,,1208,Reece Topley,515,Michael Pepper,192,Keaton Jennings,335,57,Short Mid Wicket,0,0,0,0,,LengthBall,DownLeg,NotOut,None,FrontFoot,Worked,InSwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,3,False,True,True,False,True,False,0,0,0,0,0,False,False
957030,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,34755,,19569,The Hundred 2024 - Men,1,927,London Spirit Men,929,Northern Superchargers Men,2024-08-13T23:15:47Z,2,2,False,,,,1208,Reece Topley,515,Michael Pepper,192,Keaton Jennings,79,142,Fine Leg,2,0,2,2,,BackOfALength,DownLeg,NotOut,None,BackFoot,Glance,InSwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,True,False,3,False,False,True,False,True,False,2,0,0,0,0,False,False
957030,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,34755,,19569,The Hundred 2024 - Men,1,927,London Spirit Men,929,Northern Superchargers Men,2024-08-13T23:16:27Z,3,3,False,,,,1208,Reece Topley,515,Michael Pepper,192,Keaton Jennings,165,86,Backward Point,0,0,0,0,,LengthBall,DownLeg,NotOut,None,FrontFoot,Pushed,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,3,False,False,True,False,True,False,0,0,0,0,0,False,False
957030,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,34755,,19569,The Hundred 2024 - Men,1,927,London Spirit Men,929,Northern Superchargers Men,2024-08-13T23:16:52Z,4,4,False,,,,1208,Reece Topley,515,Michael Pepper,192,Keaton Jennings,331,61,Short Mid Wicket,0,0,0,0,,BackOfALength,LegStump,NotOut,WellTimed,BackFoot,Pull,InSwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,3,False,False,True,False,True,False,0,0,0,0,0,False,False
957030,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,34755,,19569,The Hundred 2024 - Men,1,927,London Spirit Men,929,Northern Superchargers Men,2024-08-13T23:17:23Z,5,5,False,,,,1208,Reece Topley,515,Michael Pepper,192,Keaton Jennings,355,31,Short Leg,0,0,0,0,,HalfVolley,DownLeg,NotOut,InsideEdge,FrontFoot,Worked,InSwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,3,False,False,True,False,True,False,0,0,0,0,0,False,False
957031,2,4.5,7.0,0.0,0.0,9.0,0.0,7.0,34755,,19569,The Hundred 2024 - Men,1,927,London Spirit Men,929,Northern Superchargers Men,2024-08-13T23:18:16Z,1,6,False,,,,355,Patrick Brown,515,Michael Pepper,192,Keaton Jennings,90,48,Wicketkeeper,0,0,0,0,,BackOfALength,Wide,NotOut,PlayAndMissLegSide,MovesInfront,Scoop,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,3,False,False,True,False,True,False,0,0,0,0,0,False,False
957031,2,4.5,7.0,0.0,0.0,9.0,0.0,7.0,34755,,19569,The Hundred 2024 - Men,1,927,London Spirit Men,929,Northern Superchargers Men,2024-08-13T23:18:57Z,2,7,False,,,,355,Patrick Brown,515,Michael Pepper,192,Keaton Jennings,270,40,Bowler,0,0,0,0,,BackOfALength,OutsideOff,NotOut,BottomEdge,BackFoot,Pull,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,3,False,False,True,False,True,False,0,0,0,0,0,False,False
957031,2,4.5,7.0,0.0,0.0,9.0,0.0,7.0,34755,,19569,The Hundred 2024 - Men,1,927,London Spirit Men,929,Northern Superchargers Men,2024-08-13T23:19:31Z,3,8,False,,,,355,Patrick Brown,515,Michael Pepper,192,Keaton Jennings,254,74,Mid Off,1,0,1,1,,LengthBall,OutsideOff,NotOut,MisTimed,FrontFoot,Drive,SlowerBall,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,3,False,False,True,False,True,False,1,0,0,0,0,False,False
957031,2,4.5,7.0,0.0,0.0,9.0,0.0,7.0,34755,,19569,The Hundred 2024 - Men,1,927,London Spirit Men,929,Northern Superchargers Men,2024-08-13T23:20:09Z,4,9,False,,,,355,Patrick Brown,192,Keaton Jennings,515,Michael Pepper,135,191,Fine Leg,4,0,4,4,,BackOfALength,DownLeg,NotOut,WellTimed,BackFoot,Pull,InSwinger,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,True,False,3,False,False,True,False,True,False,4,0,0,0,0,False,True
957031,2,4.5,7.0,0.0,0.0,9.0,0.0,7.0,34755,,19569,The Hundred 2024 - Men,1,927,London Spirit Men,929,Northern Superchargers Men,2024-08-13T23:20:49Z,5,10,False,,,,355,Patrick Brown,192,Keaton Jennings,515,Michael Pepper,131,92,Short Fine Leg,2,0,2,2,,Short,WideDownLeg,NotOut,None,DownTheTrack,Pull,SlowerBall,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,3,False,False,True,False,True,False,2,0,0,0,0,False,False
