over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,totalBallNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,catchDifficulty
1116873,1,6.0,6.0,0.0,1.0,6.0,0.0,6.0,40342,,22893,The Hundred 2025 - Men,1,926,Birmingham Phoenix Men,931,Trent Rockets Men,2025-08-27T23:00:22Z,1,1,False,,,,166,David Willey,7087,Will Smeed,67,Ben Duckett,344,112,Mid Wicket,1,0,1,1,,LengthBall,DownLeg,NotOut,None,FrontFoot,Worked,InSwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,True,False,2,False,True,True,False,False,False,1,0,0,0,0,False,False,
1116873,1,6.0,6.0,0.0,1.0,6.0,0.0,6.0,40342,,22893,The Hundred 2025 - Men,1,926,Birmingham Phoenix Men,931,Trent Rockets Men,2025-08-27T23:01:06Z,2,1,False,,,,166,David Willey,67,Ben Duckett,7087,Will Smeed,90,48,Wicketkeeper,1,1,1,0,,BackOfALength,MiddleStump,NotOut,Left,BackFoot,ShouldersArms,InSwinger,Over,Fast,Left,Null,NotReferred,Null,True,False,False,False,False,False,2,False,False,True,False,False,False,1,0,1,0,0,False,False,
1116873,1,6.0,6.0,0.0,1.0,6.0,0.0,6.0,40342,,22893,The Hundred 2025 - Men,1,926,Birmingham Phoenix Men,931,Trent Rockets Men,2025-08-27T23:01:39Z,2,2,False,,,,166,David Willey,67,Ben Duckett,7087,Will Smeed,258,44,Silly Mid On,0,0,0,0,,LengthBall,OutsideOff,NotOut,None,BackFoot,Pushed,AwaySwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,0,0,0,0,0,False,False,
1116873,1,6.0,6.0,0.0,1.0,6.0,0.0,6.0,40342,,22893,The Hundred 2025 - Men,1,926,Birmingham Phoenix Men,931,Trent Rockets Men,2025-08-27T23:02:08Z,3,3,False,,,,166,David Willey,67,Ben Duckett,7087,Will Smeed,181,155,Deep Square Leg,1,0,1,1,,LengthBall,OffStump,NotOut,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,2,False,False,True,False,False,False,1,0,0,0,0,False,False,
1116873,1,6.0,6.0,0.0,1.0,6.0,0.0,6.0,40342,,22893,The Hundred 2025 - Men,1,926,Birmingham Phoenix Men,931,Trent Rockets Men,2025-08-27T23:02:45Z,4,4,False,,,,166,David Willey,7087,Will Smeed,67,Ben Duckett,163,142,Deep Backward Point,2,0,2,2,,LengthBall,OutsideOff,NotOut,ThickEdge,DownTheTrack,Drive,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,2,False,False,True,False,True,False,2,0,0,0,0,False,False,
1116873,1,6.0,6.0,0.0,1.0,6.0,0.0,6.0,40342,,22893,The Hundred 2025 - Men,1,926,Birmingham Phoenix Men,931,Trent Rockets Men,2025-08-27T23:03:33Z,5,5,False,,,,166,David Willey,7087,Will Smeed,67,Ben Duckett,241,87,Mid Off,1,0,1,1,,LengthBall,DownLeg,NotOut,LeadingEdge,FrontFoot,Flick,InSwinger,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,2,False,False,True,False,True,False,1,0,0,0,0,False,False,
1116875,2,9.5,13.0,0.0,0.0,19.0,0.0,13.0,40342,,22893,The Hundred 2025 - Men,1,926,Birmingham Phoenix Men,931,Trent Rockets Men,2025-08-27T23:04:27Z,1,6,False,,,,77,Ben Sanderson,67,Ben Duckett,7087,Will Smeed,293,201,Long Off,4,0,4,4,,LengthBall,OutsideOff,NotOut,WellTimed,FrontFoot,Drive,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,2,False,False,True,False,True,False,4,0,0,0,0,False,True,
1116875,2,9.5,13.0,0.0,0.0,19.0,0.0,13.0,40342,,22893,The Hundred 2025 - Men,1,926,Birmingham Phoenix Men,931,Trent Rockets Men,2025-08-27T23:05:05Z,2,7,False,,,,77,Ben Sanderson,67,Ben Duckett,7087,Will Smeed,328,224,Deep Extra Cover,4,0,4,4,,LengthBall,OutsideOff,NotOut,WellTimed,FrontFoot,Drive,AwaySwinger,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,2,False,False,True,False,True,False,4,0,0,0,0,False,True,
1116875,2,9.5,13.0,0.0,0.0,19.0,0.0,13.0,40342,,22893,The Hundred 2025 - Men,1,926,Birmingham Phoenix Men,931,Trent Rockets Men,2025-08-27T23:05:42Z,3,8,False,,,,77,Ben Sanderson,67,Ben Duckett,7087,Will Smeed,179,155,Deep Square Leg,2,0,2,2,,LengthBall,DownLeg,NotOut,None,FrontFoot,Worked,NoMovement,Over,Fast,Right,Null,NotReferred,Null,False,False,False,False,False,False,2,False,False,True,False,True,False,2,0,0,0,0,False,False,
1116875,2,9.5,13.0,0.0,0.0,19.0,0.0,13.0,40342,,22893,The Hundred 2025 - Men,1,926,Birmingham Phoenix Men,931,Trent Rockets Men,2025-08-27T23:06:22Z,4,9,False,,,,77,Ben Sanderson,67,Ben Duckett,7087,Will Smeed,206,157,Deep Mid Wicket,2,0,2,2,,LengthBall,OutsideOff,NotOut,WellTimed,FrontFoot,Flick,OffCutter,Round,Fast,Right,Null,NotReferred,Null,False,False,False,False,True,False,2,False,False,True,False,True,False,2,0,0,0,0,False,False,
