over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,over_totalInningRuns,over_totalInningWickets,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,appealDismissalTypeId
75482,11,6.48,10.0,0.0,0.0,10.0,72.0,0.0,1707,,5325,World Cup warm-up matches,1,21,South Africa Men,24,West Indies Men,2019-05-26T15:33:53Z,2,False,1485,Andre Russell,883,Hashim Amla,729,Quinton de Kock,153,167,Left,Third Man,4,0,4,4,LengthBall,Null,HitHard,0,Cut,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28,False,False,False,False,False,False,4,0,0,0,0,False,True,
75482,11,6.48,10.0,0.0,0.0,10.0,72.0,0.0,1707,,5325,World Cup warm-up matches,1,21,South Africa Men,24,West Indies Men,2019-05-26T15:34:28Z,3,False,1485,Andre Russell,883,Hashim Amla,729,Quinton de Kock,140,128,Left,Third Man,1,0,1,1,LengthBall,Null,Played,0,Steer,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28,False,False,False,False,False,False,1,0,0,0,0,False,False,
75482,11,6.48,10.0,0.0,0.0,10.0,72.0,0.0,1707,,5325,World Cup warm-up matches,1,21,South Africa Men,24,West Indies Men,2019-05-26T15:35:02Z,4,False,1485,Andre Russell,729,Quinton de Kock,883,Hashim Amla,90,48,Right,Wicketkeeper,0,0,0,0,Short,Null,NoShot,0,Leave,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28,False,False,False,False,False,False,0,0,0,0,0,False,False,
75482,11,6.48,10.0,0.0,0.0,10.0,72.0,0.0,1707,,5325,World Cup warm-up matches,1,21,South Africa Men,24,West Indies Men,2019-05-26T15:35:32Z,5,False,1485,Andre Russell,729,Quinton de Kock,883,Hashim Amla,90,48,Right,Wicketkeeper,0,0,0,0,Short,Null,NoShot,0,Leave,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28,False,False,False,False,False,False,0,0,0,0,0,False,False,
75482,11,6.48,10.0,0.0,0.0,10.0,72.0,0.0,1707,,5325,World Cup warm-up matches,1,21,South Africa Men,24,West Indies Men,2019-05-26T15:36:01Z,6,False,1485,Andre Russell,729,Quinton de Kock,883,Hashim Amla,147,165,Right,Fine Leg,4,0,4,4,BackOfALength,Null,Played,0,Pull,Null,Over,Fast,Left,Null,Null,False,False,False,False,True,False,28,False,False,False,False,False,False,4,0,0,0,0,False,True,
75483,12,7.3,16.0,0.0,0.0,16.0,88.0,0.0,1707,,5325,World Cup warm-up matches,1,21,South Africa Men,24,West Indies Men,2019-05-26T15:37:29Z,1,False,1813,Oshane Thomas,883,Hashim Amla,729,Quinton de Kock,90,48,Left,Wicketkeeper,0,0,0,0,LengthBall,Null,Missed,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,87,False,False,False,False,False,False,0,0,0,0,0,False,False,
75483,12,7.3,16.0,0.0,0.0,16.0,88.0,0.0,1707,,5325,World Cup warm-up matches,1,21,South Africa Men,24,West Indies Men,2019-05-26T15:37:57Z,2,False,1813,Oshane Thomas,883,Hashim Amla,729,Quinton de Kock,136,135,Left,Third Man,1,0,1,1,LengthBall,Null,Played,0,Steer,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,87,False,False,False,False,False,False,1,0,0,0,0,False,False,
75483,12,7.3,16.0,0.0,0.0,16.0,88.0,0.0,1707,,5325,World Cup warm-up matches,1,21,South Africa Men,24,West Indies Men,2019-05-26T15:38:37Z,3,False,1813,Oshane Thomas,729,Quinton de Kock,883,Hashim Amla,200,180,Right,Deep Mid Wicket,4,0,4,4,BackOfALength,Null,HitHard,0,Pull,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,87,False,False,False,False,False,False,4,0,0,0,0,False,True,
75483,12,7.3,16.0,0.0,0.0,16.0,88.0,0.0,1707,,5325,World Cup warm-up matches,1,21,South Africa Men,24,West Indies Men,2019-05-26T15:39:16Z,4,False,1813,Oshane Thomas,729,Quinton de Kock,883,Hashim Amla,181,144,Right,Deep Square Leg,1,0,1,1,LengthBall,Null,Played,0,Flick,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,87,False,False,False,False,False,False,1,0,0,0,0,False,False,
75483,12,7.3,16.0,0.0,0.0,16.0,88.0,0.0,1707,,5325,World Cup warm-up matches,1,21,South Africa Men,24,West Indies Men,2019-05-26T15:39:50Z,5,False,1813,Oshane Thomas,883,Hashim Amla,729,Quinton de Kock,141,165,Left,Third Man,6,0,6,6,BackOfALength,Null,Played,0,UpperCut,Null,Over,Fast,Left,Null,Null,False,False,False,False,True,False,87,False,False,False,False,False,False,6,0,0,0,0,False,True,
75483,12,7.3,16.0,0.0,0.0,16.0,88.0,0.0,1707,,5325,World Cup warm-up matches,1,21,South Africa Men,24,West Indies Men,2019-05-26T15:40:35Z,6,False,1813,Oshane Thomas,883,Hashim Amla,729,Quinton de Kock,78,170,Left,Fine Leg,4,0,4,4,LengthBall,Null,Edged,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,87,False,False,False,False,False,False,4,0,0,0,0,False,True,
75484,13,7.66,7.0,0.0,1.0,7.0,,,1707,,5325,World Cup warm-up matches,1,21,South Africa Men,24,West Indies Men,2019-05-26T15:41:31Z,1,False,1485,Andre Russell,729,Quinton de Kock,883,Hashim Amla,28,165,Right,Third Man,4,0,4,4,LengthBall,Null,Played,0,Cut,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28,False,False,False,False,False,False,4,0,0,0,0,False,True,
75484,13,7.66,7.0,0.0,1.0,7.0,,,1707,,5325,World Cup warm-up matches,1,21,South Africa Men,24,West Indies Men,2019-05-26T15:42:13Z,2,False,1485,Andre Russell,729,Quinton de Kock,883,Hashim Amla,35,137,Right,Third Man,1,0,1,1,LengthBall,Null,Played,0,Steer,Null,Round,Fast,Left,Null,Null,False,False,False,False,False,False,28,False,False,False,False,False,False,1,0,0,0,0,False,False,
75484,13,7.66,7.0,0.0,1.0,7.0,,,1707,,5325,World Cup warm-up matches,1,21,South Africa Men,24,West Indies Men,2019-05-26T15:42:45Z,3,False,1485,Andre Russell,883,Hashim Amla,729,Quinton de Kock,90,48,Left,Wicketkeeper,1,1,1,0,Short,Null,NoShot,0,Leave,Null,Over,Fast,Left,Null,Null,True,False,False,False,False,False,28,False,False,False,False,False,False,0,0,1,0,0,False,False,
75484,13,7.66,7.0,0.0,1.0,7.0,,,1707,,5325,World Cup warm-up matches,1,21,South Africa Men,24,West Indies Men,2019-05-26T15:43:17Z,3,False,1485,Andre Russell,883,Hashim Amla,729,Quinton de Kock,235,18,Left,Silly Point,0,0,0,0,Yorker,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28,False,False,False,False,False,False,0,0,0,0,0,False,False,
75484,13,7.66,7.0,0.0,1.0,7.0,,,1707,,5325,World Cup warm-up matches,1,21,South Africa Men,24,West Indies Men,2019-05-26T15:43:51Z,4,False,1485,Andre Russell,883,Hashim Amla,729,Quinton de Kock,289,90,Left,Mid On,1,0,1,1,LengthBall,Null,Played,0,Worked,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28,False,False,False,False,False,False,1,0,0,0,0,False,False,
