over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,over_totalInningRuns,over_totalInningWickets,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,appealDismissalTypeId
87992,1,12.0,6.0,1.0,1.0,6.0,6.0,1.0,1955,,177,ICC Men's ODI World Cup 2019,1,9,Sri Lanka Men,21,South Africa Men,2019-06-28T10:32:32Z,1,True,Caught,703.0,Dimuth Karunaratne,675.0,Kagiso Rabada,703.0,Dimuth Karunaratne,557.0,Kusal Perera,45.0,52.0,Right,Third Slip,0.0,0,0,0.0,Caught,BackOfALength,DownLeg,Gloved,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Out1stUmpire,Null,False,False,False,False,False,False,87.0,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
87992,1,12.0,6.0,1.0,1.0,6.0,6.0,1.0,1955,,177,ICC Men's ODI World Cup 2019,1,9,Sri Lanka Men,21,South Africa Men,2019-06-28T10:34:58Z,2,False,,,,675.0,Kagiso Rabada,1840.0,Avishka Fernando,557.0,Kusal Perera,182.0,83.0,Left,Point,0.0,0,0,0.0,,BackOfALength,OutsideOff,None,BackFoot,Cut,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,87.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
87992,1,12.0,6.0,1.0,1.0,6.0,6.0,1.0,1955,,177,ICC Men's ODI World Cup 2019,1,9,Sri Lanka Men,21,South Africa Men,2019-06-28T10:35:29Z,3,False,,,,675.0,Kagiso Rabada,1840.0,Avishka Fernando,557.0,Kusal Perera,193.0,157.0,Left,Deep Cover,3.0,0,3,3.0,,BackOfALength,OutsideOff,None,BackFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,87.0,False,False,True,False,False,False,3.0,0.0,0.0,0.0,0.0,False,False,
87992,1,12.0,6.0,1.0,1.0,6.0,6.0,1.0,1955,,177,ICC Men's ODI World Cup 2019,1,9,Sri Lanka Men,21,South Africa Men,2019-06-28T10:36:21Z,4,False,,,,675.0,Kagiso Rabada,557.0,Kusal Perera,1840.0,Avishka Fernando,90.0,48.0,Right,Wicketkeeper,1.0,1,1,0.0,,BackOfALength,DownLeg,Left,BackFoot,Leave,NoMovement,Over,Fast,Left,Null,Null,True,False,False,False,False,False,87.0,False,False,True,False,False,False,0.0,0.0,1.0,0.0,0.0,False,False,
87992,1,12.0,6.0,1.0,1.0,6.0,6.0,1.0,1955,,177,ICC Men's ODI World Cup 2019,1,9,Sri Lanka Men,21,South Africa Men,2019-06-28T10:36:58Z,4,False,,,,675.0,Kagiso Rabada,557.0,Kusal Perera,1840.0,Avishka Fernando,257.0,37.0,Right,Silly Mid On,0.0,0,0,0.0,,LengthBall,OffStump,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,87.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
87992,1,12.0,6.0,1.0,1.0,6.0,6.0,1.0,1955,,177,ICC Men's ODI World Cup 2019,1,9,Sri Lanka Men,21,South Africa Men,2019-06-28T10:37:33Z,5,False,,,,675.0,Kagiso Rabada,557.0,Kusal Perera,1840.0,Avishka Fernando,156.0,123.0,Right,Fine Leg,2.0,0,2,2.0,,BackOfALength,LegStump,None,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,87.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,
87992,1,12.0,6.0,1.0,1.0,6.0,6.0,1.0,1955,,177,ICC Men's ODI World Cup 2019,1,9,Sri Lanka Men,21,South Africa Men,2019-06-28T10:38:10Z,6,False,,,,675.0,Kagiso Rabada,557.0,Kusal Perera,1840.0,Avishka Fernando,206.0,49.0,Right,Short Mid Wicket,0.0,0,0,0.0,,BackOfALength,LegStump,None,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,87.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
87994,2,9.33,8.0,0.0,1.0,8.0,14.0,1.0,1955,,177,ICC Men's ODI World Cup 2019,1,9,Sri Lanka Men,21,South Africa Men,2019-06-28T10:39:32Z,1,False,,,,1108.0,Chris Morris,1840.0,Avishka Fernando,557.0,Kusal Perera,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,,LengthBall,OutsideOff,Missed,BackFoot,Drive,AwaySwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,False,117.0,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
87994,2,9.33,8.0,0.0,1.0,8.0,14.0,1.0,1955,,177,ICC Men's ODI World Cup 2019,1,9,Sri Lanka Men,21,South Africa Men,2019-06-28T10:40:16Z,2,False,,,,1108.0,Chris Morris,1840.0,Avishka Fernando,557.0,Kusal Perera,325.0,163.0,Left,Deep Mid Wicket,3.0,0,3,3.0,,LengthBall,MiddleStump,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,3.0,0.0,0.0,0.0,0.0,False,False,
87994,2,9.33,8.0,0.0,1.0,8.0,14.0,1.0,1955,,177,ICC Men's ODI World Cup 2019,1,9,Sri Lanka Men,21,South Africa Men,2019-06-28T10:41:16Z,3,False,,,,1108.0,Chris Morris,557.0,Kusal Perera,1840.0,Avishka Fernando,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,,BackOfALength,OutsideOff,BottomEdge,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,117.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
