over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId,referralOutcomeId
71605,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1598,,4741,Ireland Tri-Nation Series - Men,1,24,West Indies Men,637,Bangladesh Men,2019-05-17T10:44:33Z,1,False,552.0,Mashrafe Mortaza,699.0,Shai Hope,700.0,Sunil Ambris,252.0,40.0,Left,Silly Mid Off,0.0,0,0,0.0,LengthBall,OffStump,None,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,78.0,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
71605,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1598,,4741,Ireland Tri-Nation Series - Men,1,24,West Indies Men,637,Bangladesh Men,2019-05-17T10:45:11Z,2,False,552.0,Mashrafe Mortaza,699.0,Shai Hope,700.0,Sunil Ambris,296.0,93.0,Left,Mid On,0.0,0,0,0.0,LengthBall,OffStump,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,78.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
71605,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1598,,4741,Ireland Tri-Nation Series - Men,1,24,West Indies Men,637,Bangladesh Men,2019-05-17T10:45:42Z,3,False,552.0,Mashrafe Mortaza,699.0,Shai Hope,700.0,Sunil Ambris,319.0,52.0,Left,Short Mid Wicket,0.0,0,0,0.0,BackOfALength,OffStump,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,78.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
71605,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1598,,4741,Ireland Tri-Nation Series - Men,1,24,West Indies Men,637,Bangladesh Men,2019-05-17T10:46:25Z,4,False,552.0,Mashrafe Mortaza,699.0,Shai Hope,700.0,Sunil Ambris,326.0,49.0,Left,Short Mid Wicket,0.0,0,0,0.0,LengthBall,OutsideOff,InsideEdge,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,78.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
71605,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1598,,4741,Ireland Tri-Nation Series - Men,1,24,West Indies Men,637,Bangladesh Men,2019-05-17T10:46:51Z,5,False,552.0,Mashrafe Mortaza,699.0,Shai Hope,700.0,Sunil Ambris,347.0,125.0,Left,Deep Mid Wicket,1.0,0,1,1.0,LengthBall,OffStump,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,78.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
71605,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1598,,4741,Ireland Tri-Nation Series - Men,1,24,West Indies Men,637,Bangladesh Men,2019-05-17T10:47:40Z,6,False,552.0,Mashrafe Mortaza,700.0,Sunil Ambris,699.0,Shai Hope,352.0,78.0,Left,Mid Wicket,1.0,0,1,1.0,BackOfALength,OffStump,None,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,78.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,,,
71606,2,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1598,,4741,Ireland Tri-Nation Series - Men,1,24,West Indies Men,637,Bangladesh Men,2019-05-17T10:49:09Z,1,False,1815.0,Mohammad Saifuddin,700.0,Sunil Ambris,699.0,Shai Hope,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,OutsideOff,ShouldersArms,FrontFoot,ShouldersArms,NoMovement,Over,Medium,Left,Null,Null,False,False,False,False,False,False,36.0,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
71606,2,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1598,,4741,Ireland Tri-Nation Series - Men,1,24,West Indies Men,637,Bangladesh Men,2019-05-17T10:49:37Z,2,False,1815.0,Mohammad Saifuddin,700.0,Sunil Ambris,699.0,Shai Hope,152.0,83.0,Left,Backward Point,0.0,0,0,0.0,LengthBall,OutsideOff,None,BackFoot,Cut,NoMovement,Over,Medium,Left,Null,Null,False,False,False,False,False,False,36.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
71606,2,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1598,,4741,Ireland Tri-Nation Series - Men,1,24,West Indies Men,637,Bangladesh Men,2019-05-17T10:50:13Z,3,False,1815.0,Mohammad Saifuddin,700.0,Sunil Ambris,699.0,Shai Hope,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,OutsideOff,Missed,FrontFoot,ForwardDefensive,AwaySwinger,Over,Medium,Left,Null,Null,False,False,False,False,False,False,36.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
71606,2,2.0,1.0,0.0,0.0,3.0,0.0,1.0,1598,,4741,Ireland Tri-Nation Series - Men,1,24,West Indies Men,637,Bangladesh Men,2019-05-17T10:50:42Z,4,False,1815.0,Mohammad Saifuddin,700.0,Sunil Ambris,699.0,Shai Hope,255.0,27.0,Left,Silly Point,0.0,0,0,0.0,LengthBall,OffStump,None,FrontFoot,ForwardDefensive,NoMovement,Over,Medium,Left,Null,Null,False,False,False,False,False,False,36.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,,,
