over_id,over_overNumber,over_totalRuns,over_runsConceded,over_wickets,over_runsExtras,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
41071,2,3.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:11:36Z,3,False,,,,675.0,Kagiso Rabada,567.0,Imam Ul Haq,566.0,Fakhar Zaman,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,,LengthBall,OffStump,NotOut,Missed,BackFoot,BackwardDefensive,SeamAway,Over,Fast,Left,Null,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41071,2,3.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:12:08Z,4,False,,,,675.0,Kagiso Rabada,567.0,Imam Ul Haq,566.0,Fakhar Zaman,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,,LengthBall,OffStump,NotOut,Missed,FrontFoot,ForwardDefensive,SeamAway,Over,Fast,Left,Null,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41071,2,3.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:12:43Z,5,False,,,,675.0,Kagiso Rabada,567.0,Imam Ul Haq,566.0,Fakhar Zaman,346.0,118.0,Right,Cover,0.0,0,0,0.0,,BackOfALength,OffStump,NotOut,None,BackFoot,BackwardDefensive,SeamAway,Over,Fast,Left,Null,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41071,2,3.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:13:20Z,6,False,,,,675.0,Kagiso Rabada,567.0,Imam Ul Haq,566.0,Fakhar Zaman,172.0,92.0,Right,Backward Square Leg,2.0,0,2,2.0,,BackOfALength,LegStump,NotOut,None,BackFoot,Flick,SeamAway,Over,Fast,Left,Null,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False
41073,3,,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:14:16Z,1,False,,,,317.0,Dane Paterson,566.0,Fakhar Zaman,567.0,Imam Ul Haq,336.0,92.0,Right,Cover,0.0,0,0,0.0,,LengthBall,OffStump,NotOut,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,119.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41073,3,,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:14:40Z,2,False,,,,317.0,Dane Paterson,566.0,Fakhar Zaman,567.0,Imam Ul Haq,342.0,76.0,Right,Cover,0.0,0,0,0.0,,LengthBall,LegStump,NotOut,HitPad,FrontFoot,Flick,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,119.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41073,3,,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:15:26Z,3,False,,,,317.0,Dane Paterson,566.0,Fakhar Zaman,567.0,Imam Ul Haq,299.0,92.0,Right,Mid Off,0.0,0,0,0.0,,LengthBall,OffStump,NotOut,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,119.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41073,3,,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:15:52Z,4,False,,,,317.0,Dane Paterson,566.0,Fakhar Zaman,567.0,Imam Ul Haq,336.0,78.0,Right,Cover,0.0,0,0,0.0,,LengthBall,LegStump,NotOut,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,119.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41073,3,,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:16:31Z,5,False,,,,317.0,Dane Paterson,566.0,Fakhar Zaman,567.0,Imam Ul Haq,295.0,91.0,Right,Mid Off,0.0,0,0,0.0,,LengthBall,MiddleStump,NotOut,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,119.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41073,3,,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:17:05Z,6,False,,,,317.0,Dane Paterson,566.0,Fakhar Zaman,567.0,Imam Ul Haq,270.0,40.0,Right,Bowler,0.0,0,0,0.0,,LengthBall,MiddleStump,NotOut,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,119.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41075,4,6.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:17:57Z,1,False,,,,675.0,Kagiso Rabada,567.0,Imam Ul Haq,566.0,Fakhar Zaman,127.0,152.0,Right,Fine Leg,1.0,0,1,1.0,,LengthBall,LegStump,NotOut,None,MovesInfront,Flick,SeamAway,Over,Fast,Left,Null,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
41075,4,6.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:18:26Z,2,False,,,,675.0,Kagiso Rabada,566.0,Fakhar Zaman,567.0,Imam Ul Haq,219.0,28.0,Right,Short Leg,0.0,0,0,0.0,,BackOfALength,MiddleStump,NotOut,MisTimed,BackFoot,Pull,SeamAway,Over,Fast,Left,Null,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41075,4,6.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:19:04Z,3,False,,,,675.0,Kagiso Rabada,566.0,Fakhar Zaman,567.0,Imam Ul Haq,323.0,67.0,Right,Short Extra Cover,1.0,0,1,1.0,,LengthBall,OffStump,NotOut,None,FrontFoot,Dropped,SeamAway,Over,Fast,Left,Null,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
41075,4,6.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:19:34Z,4,False,,,,675.0,Kagiso Rabada,567.0,Imam Ul Haq,566.0,Fakhar Zaman,270.0,40.0,Right,Bowler,0.0,0,0,0.0,,LengthBall,MiddleStump,NotOut,None,FrontFoot,ForwardDefensive,SeamAway,Over,Fast,Left,Null,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41075,4,6.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:20:09Z,5,True,Caught,567.0,Imam Ul Haq,675.0,Kagiso Rabada,567.0,Imam Ul Haq,566.0,Fakhar Zaman,189.0,76.0,Right,Square Leg,0.0,0,0,0.0,Caught,BackOfALength,LegStump,NotOut,MisTimed,BackFoot,Pull,SeamAway,Over,Fast,Left,Out1stUmpire,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41075,4,6.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:22:39Z,6,False,,,,675.0,Kagiso Rabada,568.0,Babar Azam,566.0,Fakhar Zaman,358.0,190.0,Left,Deep Square Leg,4.0,0,4,4.0,,FullToss,LegStump,NotOut,None,FrontFoot,Flick,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True
41077,5,1.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:23:33Z,1,False,,,,317.0,Dane Paterson,566.0,Fakhar Zaman,568.0,Babar Azam,241.0,94.0,Right,Mid On,0.0,0,0,0.0,,LengthBall,OffStump,NotOut,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,119.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41077,5,1.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:24:05Z,2,False,,,,317.0,Dane Paterson,566.0,Fakhar Zaman,568.0,Babar Azam,1.0,84.0,Right,Point,1.0,0,1,1.0,,LengthBall,OffStump,NotOut,None,BackFoot,Steer,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,119.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
41077,5,1.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:24:49Z,3,False,,,,317.0,Dane Paterson,568.0,Babar Azam,566.0,Fakhar Zaman,201.0,65.0,Left,Cover,0.0,0,0,0.0,,LengthBall,OutsideOff,NotOut,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,119.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41077,5,1.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:25:22Z,4,False,,,,317.0,Dane Paterson,568.0,Babar Azam,566.0,Fakhar Zaman,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,,LengthBall,OutsideOff,NotOut,Missed,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,119.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41077,5,1.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:26:00Z,5,False,,,,317.0,Dane Paterson,568.0,Babar Azam,566.0,Fakhar Zaman,342.0,95.0,Left,Mid Wicket,0.0,0,0,0.0,,LengthBall,OffStump,NotOut,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,119.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41077,5,1.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:26:31Z,6,False,,,,317.0,Dane Paterson,568.0,Babar Azam,566.0,Fakhar Zaman,181.0,62.0,Left,Gully,0.0,0,0,0.0,,LengthBall,OutsideOff,NotOut,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,119.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41079,6,5.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:27:14Z,1,False,,,,675.0,Kagiso Rabada,566.0,Fakhar Zaman,568.0,Babar Azam,185.0,58.0,Right,Short Mid Wicket,1.0,0,1,1.0,,BackOfALength,OffStump,NotOut,InsideEdge,BackFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
41079,6,5.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:27:57Z,2,False,,,,675.0,Kagiso Rabada,568.0,Babar Azam,566.0,Fakhar Zaman,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,,LengthBall,OutsideOff,NotOut,Missed,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41079,6,5.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:28:34Z,3,False,,,,675.0,Kagiso Rabada,568.0,Babar Azam,566.0,Fakhar Zaman,187.0,66.0,Left,Point,0.0,0,0,0.0,,LengthBall,OutsideOff,NotOut,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41079,6,5.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:29:09Z,4,False,,,,675.0,Kagiso Rabada,568.0,Babar Azam,566.0,Fakhar Zaman,175.0,63.0,Left,Gully,0.0,0,0,0.0,,BackOfALength,OutsideOff,NotOut,None,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41079,6,5.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:29:47Z,5,False,,,,675.0,Kagiso Rabada,568.0,Babar Azam,566.0,Fakhar Zaman,199.0,193.0,Left,Deep Cover,4.0,0,4,4.0,,LengthBall,OutsideOff,NotOut,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True
41079,6,5.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:30:32Z,6,False,,,,675.0,Kagiso Rabada,568.0,Babar Azam,566.0,Fakhar Zaman,197.0,71.0,Left,Cover,0.0,0,0,0.0,,BackOfALength,OutsideOff,NotOut,None,BackFoot,Dropped,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41081,7,10.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:31:20Z,1,False,,,,317.0,Dane Paterson,566.0,Fakhar Zaman,568.0,Babar Azam,210.0,144.0,Right,Deep Mid Wicket,3.0,0,3,3.0,,LengthBall,LegStump,NotOut,None,FrontFoot,Flick,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,119.0,False,False,True,False,False,False,3.0,0.0,0.0,0.0,0.0,False,False
41081,7,10.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:31:59Z,2,False,,,,317.0,Dane Paterson,568.0,Babar Azam,566.0,Fakhar Zaman,211.0,140.0,Left,Deep Extra Cover,3.0,0,3,3.0,,LengthBall,OutsideOff,NotOut,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,119.0,False,False,True,False,False,False,3.0,0.0,0.0,0.0,0.0,False,False
41081,7,10.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:32:44Z,3,False,,,,317.0,Dane Paterson,566.0,Fakhar Zaman,568.0,Babar Azam,118.0,151.0,Right,Fine Leg,4.0,0,4,4.0,,BackOfALength,DownLeg,NotOut,None,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,119.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True
41081,7,10.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:33:36Z,4,False,,,,317.0,Dane Paterson,566.0,Fakhar Zaman,568.0,Babar Azam,307.0,100.0,Right,Mid Off,0.0,0,0,0.0,,LengthBall,OffStump,NotOut,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,119.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41081,7,10.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:34:12Z,5,False,,,,317.0,Dane Paterson,566.0,Fakhar Zaman,568.0,Babar Azam,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,,LengthBall,OutsideOff,NotOut,Missed,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,119.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41081,7,10.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:34:47Z,6,False,,,,317.0,Dane Paterson,566.0,Fakhar Zaman,568.0,Babar Azam,323.0,49.0,Right,Short Extra Cover,0.0,0,0,0.0,,HalfVolley,OutsideOff,NotOut,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,119.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41082,8,2.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:35:57Z,1,False,,,,675.0,Kagiso Rabada,568.0,Babar Azam,566.0,Fakhar Zaman,338.0,47.0,Left,Short Mid Wicket,1.0,0,1,1.0,,BackOfALength,OutsideOff,NotOut,None,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
41082,8,2.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:36:36Z,2,False,,,,675.0,Kagiso Rabada,566.0,Fakhar Zaman,568.0,Babar Azam,177.0,49.0,Right,Leg Gully,0.0,0,0,0.0,,LengthBall,DownLeg,NotOut,BatPad,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41082,8,2.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:37:15Z,3,False,,,,675.0,Kagiso Rabada,566.0,Fakhar Zaman,568.0,Babar Azam,228.0,133.0,Right,Mid On,1.0,0,1,1.0,,HalfVolley,OffStump,NotOut,None,FrontFoot,Fended,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False
41082,8,2.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:37:42Z,4,False,,,,675.0,Kagiso Rabada,568.0,Babar Azam,566.0,Fakhar Zaman,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,,Short,OutsideOff,NotOut,Left,Ducked,NoShot,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41082,8,2.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:38:15Z,5,False,,,,675.0,Kagiso Rabada,568.0,Babar Azam,566.0,Fakhar Zaman,270.0,40.0,Left,Bowler,0.0,0,0,0.0,,LengthBall,OutsideOff,NotOut,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41082,8,2.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:38:51Z,6,True,Caught,568.0,Babar Azam,675.0,Kagiso Rabada,568.0,Babar Azam,566.0,Fakhar Zaman,357.0,88.0,Left,Square Leg,0.0,0,0,0.0,Caught,BackOfALength,OutsideOff,NotOut,MisTimed,BackFoot,Pull,NoMovement,Over,Fast,Left,Out1stUmpire,Null,False,False,False,False,False,True,102.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
41083,9,2.0,,,,855,,92,South Africa v Pakistan ODI - Men's,1,11,Pakistan Men,21,South Africa Men,2019-01-22T11:41:55Z,1,False,,,,317.0,Dane Paterson,566.0,Fakhar Zaman,716.0,Mohammad Hafeez,357.0,92.0,Right,Point,0.0,0,0,0.0,,BackOfALength,OffStump,NotOut,None,BackFoot,Steer,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,119.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
