over_id,over_overNumber,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
40681,1,4.0,841,,90,Australia v India ODIs - Men,1,0,,0,,2019-01-18T02:56:31Z,1,False,,,,213.0,,291.0,Alex Carey,220.0,Aaron Finch,329.0,58.0,Right,Short Extra Cover,0.0,0,0,0.0,,LengthBall,LegStump,NotOut,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,123.0,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
40681,1,4.0,841,,90,Australia v India ODIs - Men,1,0,,0,,2019-01-18T02:57:08Z,2,False,,,,213.0,,291.0,Alex Carey,220.0,Aaron Finch,341.0,59.0,Right,Short Extra Cover,0.0,0,0,0.0,,LengthBall,LegStump,NotOut,None,NoMovement,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,123.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
40681,1,4.0,841,,90,Australia v India ODIs - Men,1,0,,0,,2019-01-18T02:57:40Z,3,False,,,,213.0,,291.0,Alex Carey,220.0,Aaron Finch,223.0,192.0,Right,Long On,4.0,0,4,4.0,,Short,LegStump,NotOut,WellTimed,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,123.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True
40681,1,4.0,841,,90,Australia v India ODIs - Men,1,0,,0,,2019-01-18T02:58:19Z,4,False,,,,213.0,,291.0,Alex Carey,220.0,Aaron Finch,357.0,84.0,Right,Point,0.0,0,0,0.0,,LengthBall,LegStump,NotOut,LeadingEdge,FrontFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,123.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
40681,1,4.0,841,,90,Australia v India ODIs - Men,1,0,,0,,2019-01-18T02:59:01Z,5,False,,,,213.0,,291.0,Alex Carey,220.0,Aaron Finch,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,,LengthBall,OutsideOff,NotOut,Missed,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,123.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
40681,1,4.0,841,,90,Australia v India ODIs - Men,1,0,,0,,2019-01-18T02:59:36Z,6,False,,,,213.0,,291.0,Alex Carey,220.0,Aaron Finch,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,,BackOfALength,MiddleStump,NotOut,Left,NoMovement,NoShot,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,123.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
40682,2,3.0,841,,90,Australia v India ODIs - Men,1,0,,0,,2019-01-18T03:00:29Z,1,False,,,,472.0,,220.0,Aaron Finch,291.0,Alex Carey,328.0,158.0,Left,Deep Mid Wicket,3.0,0,3,3.0,,LengthBall,OutsideOff,NotOut,None,DownTheTrack,Flick,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,32.0,False,False,True,False,False,False,3.0,0.0,0.0,0.0,0.0,False,False
40682,2,3.0,841,,90,Australia v India ODIs - Men,1,0,,0,,2019-01-18T03:01:12Z,2,False,,,,472.0,,291.0,Alex Carey,220.0,Aaron Finch,327.0,40.0,Right,Short Extra Cover,0.0,0,0,0.0,,BackOfALength,DownLeg,NotOut,HitPad,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,32.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
40682,2,3.0,841,,90,Australia v India ODIs - Men,1,0,,0,,2019-01-18T03:01:48Z,3,False,,,,472.0,,291.0,Alex Carey,220.0,Aaron Finch,188.0,74.0,Right,Square Leg,0.0,0,0,0.0,,BackOfALength,DownLeg,NotOut,None,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,32.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
40682,2,3.0,841,,90,Australia v India ODIs - Men,1,0,,0,,2019-01-18T03:02:21Z,4,False,,,,472.0,,291.0,Alex Carey,220.0,Aaron Finch,187.0,86.0,Right,Square Leg,0.0,0,0,0.0,,LengthBall,OutsideOff,NotOut,InsideEdge,NoMovement,Pushed,NoMovement,Round,Fast,Left,Null,Null,False,False,False,False,False,True,32.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False
