over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,appealDismissalTypeId,referralOutcomeId
86342,1,16.0,8.0,0.0,2.0,8.0,0.0,8.0,1927,,173,ICC Men's ODI World Cup 2019,1,637,Bangladesh Men,6,Afghanistan Men,2019-06-24T10:40:47Z,1,False,,,,271.0,Mujeeb Ur Rahman,545.0,Litton Das,544.0,Tamim Iqbal,291.0,145.0,Left,Long On,1.0,0,1,1.0,,BackOfALength,OutsideOff,None,BackFoot,Pushed,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,32.0,False,True,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
86342,1,16.0,8.0,0.0,2.0,8.0,0.0,8.0,1927,,173,ICC Men's ODI World Cup 2019,1,637,Bangladesh Men,6,Afghanistan Men,2019-06-24T10:41:24Z,2,False,,,,271.0,Mujeeb Ur Rahman,544.0,Tamim Iqbal,545.0,Litton Das,115.0,103.0,Right,Short Fine Leg,2.0,2,2,0.0,,BackOfALength,LegStump,Left,BackFoot,Leave,CarromBall,Round,OffSpin,Left,Null,Null,True,False,False,False,False,False,32.0,False,False,True,False,False,False,0.0,0.0,2.0,0.0,0.0,False,False,,
86342,1,16.0,8.0,0.0,2.0,8.0,0.0,8.0,1927,,173,ICC Men's ODI World Cup 2019,1,637,Bangladesh Men,6,Afghanistan Men,2019-06-24T10:41:56Z,2,False,,,,271.0,Mujeeb Ur Rahman,545.0,Litton Das,544.0,Tamim Iqbal,200.0,177.0,Left,Deep Cover,4.0,0,4,4.0,,BackOfALength,OutsideOff,WellTimed,BackFoot,Cut,CarromBall,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,32.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,False,,
86342,1,16.0,8.0,0.0,2.0,8.0,0.0,8.0,1927,,173,ICC Men's ODI World Cup 2019,1,637,Bangladesh Men,6,Afghanistan Men,2019-06-24T10:42:30Z,3,False,,,,271.0,Mujeeb Ur Rahman,545.0,Litton Das,544.0,Tamim Iqbal,194.0,81.0,Left,Cover,0.0,0,0,0.0,,BackOfALength,OutsideOff,None,BackFoot,Cut,CarromBall,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,32.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
86342,1,16.0,8.0,0.0,2.0,8.0,0.0,8.0,1927,,173,ICC Men's ODI World Cup 2019,1,637,Bangladesh Men,6,Afghanistan Men,2019-06-24T10:42:49Z,4,False,,,,271.0,Mujeeb Ur Rahman,545.0,Litton Das,544.0,Tamim Iqbal,2.0,64.0,Left,Square Leg,1.0,0,1,1.0,,BackOfALength,OutsideOff,None,BackFoot,Worked,CarromBall,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,32.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
86342,1,16.0,8.0,0.0,2.0,8.0,0.0,8.0,1927,,173,ICC Men's ODI World Cup 2019,1,637,Bangladesh Men,6,Afghanistan Men,2019-06-24T10:43:13Z,5,False,,,,271.0,Mujeeb Ur Rahman,544.0,Tamim Iqbal,545.0,Litton Das,185.0,34.0,Right,Short Leg,0.0,0,0,0.0,,LengthBall,OutsideOff,None,FrontFoot,Worked,CarromBall,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,32.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
86342,1,16.0,8.0,0.0,2.0,8.0,0.0,8.0,1927,,173,ICC Men's ODI World Cup 2019,1,637,Bangladesh Men,6,Afghanistan Men,2019-06-24T10:43:33Z,6,False,,,,271.0,Mujeeb Ur Rahman,544.0,Tamim Iqbal,545.0,Litton Das,347.0,19.0,Right,Silly Point,0.0,0,0,0.0,,BackOfALength,OutsideOff,HitPad,BackFoot,Worked,CarromBall,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,32.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
86343,2,8.0,5.0,0.0,0.0,13.0,0.0,5.0,1927,,173,ICC Men's ODI World Cup 2019,1,637,Bangladesh Men,6,Afghanistan Men,2019-06-24T10:44:55Z,1,False,,,,828.0,Dawlat Zadran,545.0,Litton Das,544.0,Tamim Iqbal,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,,LengthBall,OutsideOff,ShouldersArms,FrontFoot,ShouldersArms,SeamAway,Over,Fast,Left,Null,Null,False,False,False,False,False,False,78.0,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
86343,2,8.0,5.0,0.0,0.0,13.0,0.0,5.0,1927,,173,ICC Men's ODI World Cup 2019,1,637,Bangladesh Men,6,Afghanistan Men,2019-06-24T10:45:27Z,2,False,,,,828.0,Dawlat Zadran,545.0,Litton Das,544.0,Tamim Iqbal,302.0,51.0,Left,Silly Mid On,0.0,0,0,0.0,,BackOfALength,OffStump,None,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,78.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
86343,2,8.0,5.0,0.0,0.0,13.0,0.0,5.0,1927,,173,ICC Men's ODI World Cup 2019,1,637,Bangladesh Men,6,Afghanistan Men,2019-06-24T10:46:07Z,3,False,,,,828.0,Dawlat Zadran,545.0,Litton Das,544.0,Tamim Iqbal,179.0,183.0,Left,Deep Point,4.0,0,4,4.0,,BackOfALength,OutsideOff,WellTimed,BackFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,78.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,
