over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,over_totalInningRuns,over_totalInningWickets,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId
81215,1,2.0,3.0,0.0,0.0,3.0,3.0,0.0,1806,,153,ICC Men's ODI World Cup 2019,1,21,South Africa Men,24,West Indies Men,2019-06-10T10:31:10Z,1,False,1724,Sheldon Cottrell,729,Quinton de Kock,883,Hashim Amla,90,48,Right,Wicketkeeper,0,0,0,0,LengthBall,OutsideOff,Left,FrontFoot,Leave,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,False,87,False,True,True,False,False,False,0,0,0,0,0,False,False,,,,,
81215,1,2.0,3.0,0.0,0.0,3.0,3.0,0.0,1806,,153,ICC Men's ODI World Cup 2019,1,21,South Africa Men,24,West Indies Men,2019-06-10T10:31:48Z,2,False,1724,Sheldon Cottrell,729,Quinton de Kock,883,Hashim Amla,358,80,Right,Point,0,0,0,0,BackOfALength,OutsideOff,WellTimed,FrontFoot,Drive,AwaySwinger,Over,Fast,Right,Null,Null,False,False,False,False,False,False,87,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
81215,1,2.0,3.0,0.0,0.0,3.0,3.0,0.0,1806,,153,ICC Men's ODI World Cup 2019,1,21,South Africa Men,24,West Indies Men,2019-06-10T10:32:24Z,3,False,1724,Sheldon Cottrell,729,Quinton de Kock,883,Hashim Amla,90,48,Right,Wicketkeeper,0,0,0,0,BackOfALength,OutsideOff,Missed,FrontFoot,Pushed,AwaySwinger,Over,Fast,Right,Null,Null,False,False,False,False,False,False,87,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
81215,1,2.0,3.0,0.0,0.0,3.0,3.0,0.0,1806,,153,ICC Men's ODI World Cup 2019,1,21,South Africa Men,24,West Indies Men,2019-06-10T10:32:57Z,4,False,1724,Sheldon Cottrell,729,Quinton de Kock,883,Hashim Amla,247,69,Right,Silly Mid On,0,0,0,0,HalfVolley,OutsideOff,MisTimed,FrontFoot,Pushed,AwaySwinger,Over,Fast,Right,Null,Null,False,False,False,False,False,False,87,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
81215,1,2.0,3.0,0.0,0.0,3.0,3.0,0.0,1806,,153,ICC Men's ODI World Cup 2019,1,21,South Africa Men,24,West Indies Men,2019-06-10T10:33:29Z,5,False,1724,Sheldon Cottrell,729,Quinton de Kock,883,Hashim Amla,181,121,Right,Square Leg,1,0,1,1,BackOfALength,OutsideOff,None,BackFoot,Worked,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,False,87,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
81215,1,2.0,3.0,0.0,0.0,3.0,3.0,0.0,1806,,153,ICC Men's ODI World Cup 2019,1,21,South Africa Men,24,West Indies Men,2019-06-10T10:34:12Z,6,False,1724,Sheldon Cottrell,883,Hashim Amla,729,Quinton de Kock,215,119,Left,Extra Cover,2,0,2,2,LengthBall,OutsideOff,None,FrontFoot,Pushed,NoMovement,Over,Fast,Right,Null,Null,False,False,False,False,False,False,87,False,False,True,False,False,False,2,0,0,0,0,False,False,,,,,
81216,2,2.67,1.0,1.0,0.0,1.0,4.0,0.0,1806,,153,ICC Men's ODI World Cup 2019,1,21,South Africa Men,24,West Indies Men,2019-06-10T10:35:36Z,1,False,1500,Kemar Roach,729,Quinton de Kock,883,Hashim Amla,87,47,Right,Wicketkeeper,0,0,0,0,BackOfALength,DownLeg,HitBody,FrontFoot,Worked,SeamAway,Over,Fast,Left,Out2ndUmpire,Null,False,False,False,False,False,True,117,False,True,True,False,False,True,0,0,0,0,0,False,False,,,,,Caught
81216,2,2.67,1.0,1.0,0.0,1.0,4.0,0.0,1806,,153,ICC Men's ODI World Cup 2019,1,21,South Africa Men,24,West Indies Men,2019-06-10T10:36:58Z,2,False,1500,Kemar Roach,729,Quinton de Kock,883,Hashim Amla,336,60,Right,Short Extra Cover,0,0,0,0,BackOfALength,DownLeg,None,FrontFoot,Drive,SeamAway,Over,Fast,Left,Null,Null,False,False,False,False,False,False,123,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
81216,2,2.67,1.0,1.0,0.0,1.0,4.0,0.0,1806,,153,ICC Men's ODI World Cup 2019,1,21,South Africa Men,24,West Indies Men,2019-06-10T10:37:31Z,3,False,1500,Kemar Roach,729,Quinton de Kock,883,Hashim Amla,179,130,Right,Deep Square Leg,1,0,1,1,LengthBall,DownLeg,None,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,123,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
81216,2,2.67,1.0,1.0,0.0,1.0,4.0,0.0,1806,,153,ICC Men's ODI World Cup 2019,1,21,South Africa Men,24,West Indies Men,2019-06-10T10:38:12Z,4,False,1500,Kemar Roach,883,Hashim Amla,729,Quinton de Kock,264,34,Left,Silly Mid Off,0,0,0,0,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,123,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
