over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled,ballDateTime,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,runsScored,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType,appealDismissalTypeId
47596,18,,3.0,0.0,0.0,127.0,2.0,3.0,1058,,122,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,4,False,Cover,0,0,False,False,2019-03-10T09:27:02Z,593.0,Akila Dananjaya,729.0,Quinton de Kock,730.0,Rassie van der Dussen,338.0,70.0,Right,0.0,0.0,HalfVolley,OffStump,None,FrontFoot,Drive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,78.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47596,18,,3.0,0.0,0.0,127.0,2.0,3.0,1058,,122,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,5,False,Deep Point,0,1,False,False,2019-03-10T09:27:18Z,593.0,Akila Dananjaya,729.0,Quinton de Kock,730.0,Rassie van der Dussen,1.0,135.0,Right,1.0,1.0,LengthBall,OffStump,None,FrontFoot,ReverseSweep,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,78.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47596,18,,3.0,0.0,0.0,127.0,2.0,3.0,1058,,122,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,6,False,Long On,0,1,False,False,2019-03-10T09:27:48Z,593.0,Akila Dananjaya,730.0,Rassie van der Dussen,729.0,Quinton de Kock,294.0,151.0,Left,1.0,1.0,HalfVolley,OutsideOff,None,FrontFoot,Drive,OffBreak,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,78.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47600,19,,1.0,0.0,0.0,128.0,2.0,1.0,1058,,122,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,1,False,Third Man,0,1,False,False,2019-03-10T09:28:34Z,562.0,Lasith Malinga,730.0,Rassie van der Dussen,729.0,Quinton de Kock,146.0,127.0,Left,1.0,1.0,LengthBall,OutsideOff,None,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,103.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47600,19,,1.0,0.0,0.0,128.0,2.0,1.0,1058,,122,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,2,False,Mid Off,0,0,False,False,2019-03-10T09:29:08Z,562.0,Lasith Malinga,729.0,Quinton de Kock,730.0,Rassie van der Dussen,281.0,91.0,Right,0.0,0.0,LengthBall,OffStump,None,FrontFoot,Drive,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,False,103.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47600,19,,1.0,0.0,0.0,128.0,2.0,1.0,1058,,122,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,3,False,Short Extra Cover,0,0,False,False,2019-03-10T09:29:43Z,562.0,Lasith Malinga,729.0,Quinton de Kock,730.0,Rassie van der Dussen,316.0,65.0,Right,0.0,0.0,LengthBall,MiddleStump,None,FrontFoot,Drive,OffCutter,Over,Fast,Left,Null,Null,False,False,False,False,False,False,103.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47600,19,,1.0,0.0,0.0,128.0,2.0,1.0,1058,,122,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,4,False,Mid Wicket,0,0,False,False,2019-03-10T09:30:13Z,562.0,Lasith Malinga,729.0,Quinton de Kock,730.0,Rassie van der Dussen,210.0,65.0,Right,0.0,0.0,LengthBall,DownLeg,None,FrontFoot,Worked,OffCutter,Over,Fast,Left,Null,Null,False,False,False,False,False,False,103.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47600,19,,1.0,0.0,0.0,128.0,2.0,1.0,1058,,122,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,5,False,Bowler,0,0,False,False,2019-03-10T09:30:51Z,562.0,Lasith Malinga,729.0,Quinton de Kock,730.0,Rassie van der Dussen,270.0,40.0,Right,0.0,0.0,HalfVolley,OffStump,None,FrontFoot,Drive,OffCutter,Over,Fast,Left,Null,Null,False,False,False,False,False,False,103.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47600,19,,1.0,0.0,0.0,128.0,2.0,1.0,1058,,122,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,6,False,Bowler,0,0,False,False,2019-03-10T09:31:27Z,562.0,Lasith Malinga,729.0,Quinton de Kock,730.0,Rassie van der Dussen,270.0,40.0,Right,0.0,0.0,LengthBall,LegStump,None,FrontFoot,ForwardDefensive,OffCutter,Over,Fast,Left,Null,Null,False,False,False,False,False,False,103.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47605,20,,2.0,0.0,0.0,130.0,2.0,2.0,1058,,122,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,1,False,Deep Point,0,1,False,False,2019-03-10T09:32:29Z,593.0,Akila Dananjaya,730.0,Rassie van der Dussen,729.0,Quinton de Kock,185.0,134.0,Left,1.0,1.0,BackOfALength,OffStump,None,BackFoot,Cut,LegSpinner,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,78.0,False,False,False,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,,
47605,20,,2.0,0.0,0.0,130.0,2.0,2.0,1058,,122,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,2,False,Silly Mid On,0,0,False,False,2019-03-10T09:32:55Z,593.0,Akila Dananjaya,729.0,Quinton de Kock,730.0,Rassie van der Dussen,255.0,44.0,Right,0.0,0.0,LengthBall,OffStump,None,FrontFoot,ForwardDefensive,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,78.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47605,20,,2.0,0.0,0.0,130.0,2.0,2.0,1058,,122,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,3,False,Short Third Man,0,0,False,False,2019-03-10T09:33:18Z,593.0,Akila Dananjaya,729.0,Quinton de Kock,730.0,Rassie van der Dussen,35.0,78.0,Right,0.0,0.0,LengthBall,OutsideOff,None,FrontFoot,ReverseSweep,OffBreak,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,78.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
47605,20,,2.0,0.0,0.0,130.0,2.0,2.0,1058,,122,South Africa v Sri Lanka ODI - Men's,1,21,South Africa Men,9,Sri Lanka Men,4,False,Short Third Man,0,0,False,False,2019-03-10T09:33:37Z,593.0,Akila Dananjaya,729.0,Quinton de Kock,730.0,Rassie van der Dussen,39.0,80.0,Right,0.0,0.0,HalfVolley,OffStump,None,FrontFoot,ReverseSweep,Googly,Round,OffSpin,Left,Null,Null,False,False,False,False,False,False,78.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,,
