over_id,over_overNumber,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
17827,1,17.0,323,,40,Sri Lanka v England ODI - Men's,1,9,Sri Lanka Men,1,England Men,2018-10-17T15:49:12Z,1,False,469,Olly Stone,705,Sadeera Samarawickrama,1197,Niroshan Dickwella,55,200,Left,Fine Leg,4,0,4,4,BackOfALength,OutsideOff,NotOut,InsideEdge,BackFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,106,False,True,True,False,True,False,4,0,0,0,0,False,True,,,,
17827,1,17.0,323,,40,Sri Lanka v England ODI - Men's,1,9,Sri Lanka Men,1,England Men,2018-10-17T15:49:50Z,2,False,469,Olly Stone,705,Sadeera Samarawickrama,1197,Niroshan Dickwella,123,193,Left,Third Man,4,0,4,4,LengthBall,OutsideOff,NotOut,ThickEdge,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,106,False,False,True,False,True,False,4,0,0,0,0,False,True,,,,
17827,1,17.0,323,,40,Sri Lanka v England ODI - Men's,1,9,Sri Lanka Men,1,England Men,2018-10-17T15:50:24Z,3,False,469,Olly Stone,705,Sadeera Samarawickrama,1197,Niroshan Dickwella,90,48,Left,Wicketkeeper,0,0,0,0,LengthBall,OutsideOff,NotOut,ShouldersArms,BackFoot,NoShot,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,106,False,False,True,False,True,False,0,0,0,0,0,False,False,,,,
17827,1,17.0,323,,40,Sri Lanka v England ODI - Men's,1,9,Sri Lanka Men,1,England Men,2018-10-17T15:50:54Z,4,False,469,Olly Stone,705,Sadeera Samarawickrama,1197,Niroshan Dickwella,320,104,Left,Mid Wicket,1,0,1,1,BackOfALength,OutsideOff,NotOut,None,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,106,False,False,True,False,True,False,1,0,0,0,0,False,False,,,,
17827,1,17.0,323,,40,Sri Lanka v England ODI - Men's,1,9,Sri Lanka Men,1,England Men,2018-10-17T15:51:40Z,5,False,469,Olly Stone,1197,Niroshan Dickwella,705,Sadeera Samarawickrama,209,215,Right,Deep Mid Wicket,4,0,4,4,BackOfALength,DownLeg,NotOut,WellTimed,BackFoot,Pull,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,106,False,False,True,False,True,False,4,0,0,0,0,False,True,,,,
17827,1,17.0,323,,40,Sri Lanka v England ODI - Men's,1,9,Sri Lanka Men,1,England Men,2018-10-17T15:52:20Z,6,False,469,Olly Stone,1197,Niroshan Dickwella,705,Sadeera Samarawickrama,75,176,Right,Third Man,4,0,4,4,Short,DownLeg,NotOut,WellTimed,BacksAway,UpperCut,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,True,True,106,False,False,True,False,True,False,4,0,0,0,0,False,True,,,,
17828,2,13.0,323,,40,Sri Lanka v England ODI - Men's,1,9,Sri Lanka Men,1,England Men,2018-10-17T15:53:50Z,1,False,199,Chris Woakes,705,Sadeera Samarawickrama,1197,Niroshan Dickwella,337,67,Left,Mid Wicket,0,0,0,0,LengthBall,OffStump,NotOut,None,BackFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,28,False,False,True,False,True,False,0,0,0,0,0,False,False,,,,
17828,2,13.0,323,,40,Sri Lanka v England ODI - Men's,1,9,Sri Lanka Men,1,England Men,2018-10-17T15:54:26Z,2,False,199,Chris Woakes,705,Sadeera Samarawickrama,1197,Niroshan Dickwella,134,136,Left,Third Man,1,0,1,1,LengthBall,OutsideOff,NotOut,None,FrontFoot,Steer,SlowerBall,Over,Fast,Left,Null,Null,False,False,False,False,False,True,28,False,False,True,False,True,False,1,0,0,0,0,False,False,,,,
17828,2,13.0,323,,40,Sri Lanka v England ODI - Men's,1,9,Sri Lanka Men,1,England Men,2018-10-17T15:55:16Z,3,False,199,Chris Woakes,1197,Niroshan Dickwella,705,Sadeera Samarawickrama,14,86,Right,Backward Point,0,0,0,0,BackOfALength,LegStump,NotOut,None,BackFoot,Cut,OffCutter,Over,Fast,Left,Null,Null,False,False,False,False,False,True,28,False,False,True,False,True,False,0,0,0,0,0,False,False,,,,
17828,2,13.0,323,,40,Sri Lanka v England ODI - Men's,1,9,Sri Lanka Men,1,England Men,2018-10-17T15:55:51Z,4,False,199,Chris Woakes,1197,Niroshan Dickwella,705,Sadeera Samarawickrama,24,183,Right,Deep Backward Point,4,0,4,4,BackOfALength,MiddleStump,NotOut,WellTimed,BackFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,28,False,False,True,False,True,False,4,0,0,0,0,False,True,,,,
