over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,appealDismissalTypeId,referralOutcomeId
66852,1,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1494,,4735,Ireland Tri-Nation Series - Men,1,24,West Indies Men,5,Ireland Men,2019-05-05T10:49:44Z,1,False,,,,87.0,Tim Murtagh,2127.0,John Campbell,699.0,Shai Hope,303.0,88.0,Right,Mid Off,1.0,0,1,1.0,,LengthBall,OffStump,None,FrontFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,True,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
66852,1,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1494,,4735,Ireland Tri-Nation Series - Men,1,24,West Indies Men,5,Ireland Men,2019-05-05T10:50:54Z,2,False,,,,87.0,Tim Murtagh,699.0,Shai Hope,2127.0,John Campbell,263.0,32.0,Left,Silly Mid Off,0.0,0,0,0.0,,LengthBall,MiddleStump,LeadingEdge,FrontFoot,Worked,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
66852,1,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1494,,4735,Ireland Tri-Nation Series - Men,1,24,West Indies Men,5,Ireland Men,2019-05-05T10:51:23Z,3,False,,,,87.0,Tim Murtagh,699.0,Shai Hope,2127.0,John Campbell,131.0,47.0,Left,Third Slip,0.0,0,0,0.0,,LengthBall,OutsideOff,None,FrontFoot,Dropped,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
66852,1,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1494,,4735,Ireland Tri-Nation Series - Men,1,24,West Indies Men,5,Ireland Men,2019-05-05T10:51:59Z,4,False,,,,87.0,Tim Murtagh,699.0,Shai Hope,2127.0,John Campbell,183.0,63.0,Left,Point,0.0,0,0,0.0,,LengthBall,OutsideOff,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
66852,1,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1494,,4735,Ireland Tri-Nation Series - Men,1,24,West Indies Men,5,Ireland Men,2019-05-05T10:52:34Z,5,False,,,,87.0,Tim Murtagh,699.0,Shai Hope,2127.0,John Campbell,264.0,30.0,Left,Silly Mid Off,0.0,0,0,0.0,,LengthBall,MiddleStump,None,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
66852,1,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1494,,4735,Ireland Tri-Nation Series - Men,1,24,West Indies Men,5,Ireland Men,2019-05-05T10:53:14Z,6,False,,,,87.0,Tim Murtagh,699.0,Shai Hope,2127.0,John Campbell,264.0,31.0,Left,Silly Mid Off,0.0,0,0,0.0,,HalfVolley,MiddleStump,None,FrontFoot,ForwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,28.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
66853,2,4.0,8.0,0.0,0.0,9.0,0.0,8.0,1494,,4735,Ireland Tri-Nation Series - Men,1,24,West Indies Men,5,Ireland Men,2019-05-05T10:54:27Z,1,False,,,,2714.0,Mark Adair,2127.0,John Campbell,699.0,Shai Hope,264.0,35.0,Right,Silly Mid On,0.0,0,0,0.0,,LengthBall,MiddleStump,None,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,33.0,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
66853,2,4.0,8.0,0.0,0.0,9.0,0.0,8.0,1494,,4735,Ireland Tri-Nation Series - Men,1,24,West Indies Men,5,Ireland Men,2019-05-05T10:54:40Z,2,False,,,,2714.0,Mark Adair,2127.0,John Campbell,699.0,Shai Hope,321.0,54.0,Right,Short Extra Cover,0.0,0,0,0.0,,LengthBall,OffStump,None,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,33.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
66853,2,4.0,8.0,0.0,0.0,9.0,0.0,8.0,1494,,4735,Ireland Tri-Nation Series - Men,1,24,West Indies Men,5,Ireland Men,2019-05-05T10:55:13Z,3,False,,,,2714.0,Mark Adair,2127.0,John Campbell,699.0,Shai Hope,299.0,79.0,Right,Mid Off,1.0,0,1,1.0,,LengthBall,OffStump,None,FrontFoot,Dropped,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,33.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
66853,2,4.0,8.0,0.0,0.0,9.0,0.0,8.0,1494,,4735,Ireland Tri-Nation Series - Men,1,24,West Indies Men,5,Ireland Men,2019-05-05T10:55:45Z,4,False,,,,2714.0,Mark Adair,699.0,Shai Hope,2127.0,John Campbell,265.0,29.0,Left,Silly Mid Off,0.0,0,0,0.0,,LengthBall,OutsideOff,None,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,False,33.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
