over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled,ballDateTime,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,runsConceded,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
416448,1,3.0,3.0,1.0,1.0,3.0,1.0,3.0,12309,,11139,Zimbabwe v Bangladesh ODIs - Men's,1,22,Zimbabwe Men,637,Bangladesh Men,1,False,Wicketkeeper,1,1,False,False,2021-07-18T13:00:31Z,694.0,Taskin Ahmed,2879.0,Tinashe Kamunhukamwe,3981.0,Tadiwanashe Marumani,90.0,48.0,1.0,0.0,LengthBall,OutsideOff,NotOut,Left,NoMovement,ShouldersArms,AwaySwinger,Over,Fast,Left,Null,NotReferred,Null,True,False,False,False,False,False,281.0,False,True,True,False,False,False,0.0,0.0,1.0,0.0,0.0,,,,
416448,1,3.0,3.0,1.0,1.0,3.0,1.0,3.0,12309,,11139,Zimbabwe v Bangladesh ODIs - Men's,1,22,Zimbabwe Men,637,Bangladesh Men,1,False,Third Man,0,1,False,False,2021-07-18T13:01:18Z,694.0,Taskin Ahmed,2879.0,Tinashe Kamunhukamwe,3981.0,Tadiwanashe Marumani,123.0,135.0,1.0,1.0,BackOfALength,OutsideOff,NotOut,OutsideEdge,BackFoot,BackwardDefensive,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,281.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,
416448,1,3.0,3.0,1.0,1.0,3.0,1.0,3.0,12309,,11139,Zimbabwe v Bangladesh ODIs - Men's,1,22,Zimbabwe Men,637,Bangladesh Men,2,False,Fine Leg,0,1,False,False,2021-07-18T13:02:08Z,694.0,Taskin Ahmed,3981.0,Tadiwanashe Marumani,2879.0,Tinashe Kamunhukamwe,130.0,142.0,1.0,1.0,LengthBall,DownLeg,NotOut,None,FrontFoot,Glance,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,281.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,,,,
416448,1,3.0,3.0,1.0,1.0,3.0,1.0,3.0,12309,,11139,Zimbabwe v Bangladesh ODIs - Men's,1,22,Zimbabwe Men,637,Bangladesh Men,3,False,Short Extra Cover,0,0,False,False,2021-07-18T13:03:08Z,694.0,Taskin Ahmed,2879.0,Tinashe Kamunhukamwe,3981.0,Tadiwanashe Marumani,228.0,38.0,0.0,0.0,LengthBall,OutsideOff,Lbw,HitPad,BackFoot,BackwardDefensive,InSwinger,Over,Fast,Left,NotOut1stUmpire,NotReferred,Null,False,False,False,False,False,True,281.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
416448,1,3.0,3.0,1.0,1.0,3.0,1.0,3.0,12309,,11139,Zimbabwe v Bangladesh ODIs - Men's,1,22,Zimbabwe Men,637,Bangladesh Men,4,False,Wicketkeeper,0,0,False,False,2021-07-18T13:03:49Z,694.0,Taskin Ahmed,2879.0,Tinashe Kamunhukamwe,3981.0,Tadiwanashe Marumani,90.0,48.0,0.0,0.0,LengthBall,OutsideOff,NotOut,Missed,BackFoot,Cut,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,281.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
416448,1,3.0,3.0,1.0,1.0,3.0,1.0,3.0,12309,,11139,Zimbabwe v Bangladesh ODIs - Men's,1,22,Zimbabwe Men,637,Bangladesh Men,5,False,Wicketkeeper,0,0,False,False,2021-07-18T13:04:28Z,694.0,Taskin Ahmed,2879.0,Tinashe Kamunhukamwe,3981.0,Tadiwanashe Marumani,90.0,48.0,0.0,0.0,LengthBall,OutsideOff,NotOut,Missed,NoMovement,Cut,NoMovement,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,281.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
416448,1,3.0,3.0,1.0,1.0,3.0,1.0,3.0,12309,,11139,Zimbabwe v Bangladesh ODIs - Men's,1,22,Zimbabwe Men,637,Bangladesh Men,6,True,Backward Point,0,0,False,False,2021-07-18T13:05:12Z,694.0,Taskin Ahmed,2879.0,Tinashe Kamunhukamwe,3981.0,Tadiwanashe Marumani,164.0,88.0,0.0,0.0,BackOfALength,OutsideOff,NotOut,MisTimed,BackFoot,Cut,NoMovement,Over,Fast,Left,Out1stUmpire,NotReferred,Null,False,False,False,False,False,False,281.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,Caught,2879.0,Tinashe Kamunhukamwe,Caught
416449,2,3.0,2.0,0.0,1.0,6.0,1.0,3.0,12309,,11139,Zimbabwe v Bangladesh ODIs - Men's,1,22,Zimbabwe Men,637,Bangladesh Men,1,False,Silly Mid Off,0,0,False,False,2021-07-18T13:07:26Z,1815.0,Mohammad Saifuddin,3981.0,Tadiwanashe Marumani,1512.0,Regis Chakabva,250.0,40.0,0.0,0.0,LengthBall,MiddleStump,NotOut,MisTimed,BackFoot,Worked,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,26.0,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
416449,2,3.0,2.0,0.0,1.0,6.0,1.0,3.0,12309,,11139,Zimbabwe v Bangladesh ODIs - Men's,1,22,Zimbabwe Men,637,Bangladesh Men,2,False,Short Mid Wicket,0,0,False,False,2021-07-18T13:08:07Z,1815.0,Mohammad Saifuddin,3981.0,Tadiwanashe Marumani,1512.0,Regis Chakabva,214.0,64.0,0.0,0.0,LengthBall,DownLeg,NotOut,None,FrontFoot,Worked,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,26.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
416449,2,3.0,2.0,0.0,1.0,6.0,1.0,3.0,12309,,11139,Zimbabwe v Bangladesh ODIs - Men's,1,22,Zimbabwe Men,637,Bangladesh Men,3,False,Short Mid Wicket,0,0,False,False,2021-07-18T13:09:16Z,1815.0,Mohammad Saifuddin,3981.0,Tadiwanashe Marumani,1512.0,Regis Chakabva,211.0,64.0,0.0,0.0,LengthBall,DownLeg,NotOut,None,FrontFoot,Worked,NoMovement,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,26.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,,,,
