over_id,over_overNumber,over_totalRuns,over_runsConceded,over_wickets,over_runsExtras,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
40526,1,5.0,,,,835,,89,Australia v India ODIs - Men,1,23,Australia Men,3,India Men,2019-01-15T03:24:05Z,1,False,213.0,,291.0,Alex Carey,220.0,Aaron Finch,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,BackOfALength,MiddleStump,NotOut,ShouldersArms,BackFoot,NoShot,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,98.0,False,True,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
40526,1,5.0,,,,835,,89,Australia v India ODIs - Men,1,23,Australia Men,3,India Men,2019-01-15T03:24:38Z,2,False,213.0,,291.0,Alex Carey,220.0,Aaron Finch,186.0,180.0,Right,Deep Square Leg,4.0,0,4,4.0,LengthBall,DownLeg,NotOut,WellTimed,FrontFoot,Flick,InSwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,True,98.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,,,
40526,1,5.0,,,,835,,89,Australia v India ODIs - Men,1,23,Australia Men,3,India Men,2019-01-15T03:25:18Z,3,False,213.0,,291.0,Alex Carey,220.0,Aaron Finch,38.0,131.0,Right,Third Man,1.0,0,1,1.0,LengthBall,MiddleStump,NotOut,ThickEdge,FrontFoot,Pushed,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,98.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,,,
40526,1,5.0,,,,835,,89,Australia v India ODIs - Men,1,23,Australia Men,3,India Men,2019-01-15T03:26:04Z,4,False,213.0,,220.0,Aaron Finch,291.0,Alex Carey,322.0,60.0,Left,Short Mid Wicket,0.0,0,0,0.0,LengthBall,OffStump,NotOut,HitPad,FrontFoot,Flick,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,98.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
40526,1,5.0,,,,835,,89,Australia v India ODIs - Men,1,23,Australia Men,3,India Men,2019-01-15T03:26:39Z,5,False,213.0,,220.0,Aaron Finch,291.0,Alex Carey,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,OutsideOff,NotOut,Missed,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,98.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
40526,1,5.0,,,,835,,89,Australia v India ODIs - Men,1,23,Australia Men,3,India Men,2019-01-15T03:27:15Z,6,False,213.0,,220.0,Aaron Finch,291.0,Alex Carey,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,OutsideOff,NotOut,ShouldersArms,FrontFoot,NoShot,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,98.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
40527,2,1.0,,,,835,,89,Australia v India ODIs - Men,1,23,Australia Men,3,India Men,2019-01-15T03:28:24Z,1,False,472.0,,291.0,Alex Carey,220.0,Aaron Finch,90.0,48.0,Right,Wicketkeeper,1.0,1,1,0.0,LengthBall,DownLeg,NotOut,PlayAndMissLegSide,FrontFoot,Glance,NoMovement,Over,Fast,Left,Null,Null,True,False,False,False,False,True,78.0,False,False,True,False,False,False,0.0,0.0,1.0,0.0,0.0,False,False,,,,
40527,2,1.0,,,,835,,89,Australia v India ODIs - Men,1,23,Australia Men,3,India Men,2019-01-15T03:28:57Z,1,False,472.0,,291.0,Alex Carey,220.0,Aaron Finch,220.0,45.0,Right,Short Mid Wicket,0.0,0,0,0.0,LengthBall,DownLeg,NotOut,HitPad,FrontFoot,Flick,InSwinger,Over,Fast,Left,Null,Null,False,False,False,False,False,True,78.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
40527,2,1.0,,,,835,,89,Australia v India ODIs - Men,1,23,Australia Men,3,India Men,2019-01-15T03:29:30Z,2,False,472.0,,291.0,Alex Carey,220.0,Aaron Finch,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,LengthBall,OutsideOff,NotOut,Missed,FrontFoot,Drive,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,78.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
40527,2,1.0,,,,835,,89,Australia v India ODIs - Men,1,23,Australia Men,3,India Men,2019-01-15T03:30:00Z,3,False,472.0,,291.0,Alex Carey,220.0,Aaron Finch,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,LengthBall,OutsideOff,NotOut,ShouldersArms,FrontFoot,NoShot,NoMovement,Over,Fast,Left,Null,Null,False,False,False,False,False,True,78.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,,,
