over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
331427,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,10702,,9648,WBBL|06,1,101,Melbourne Renegades Women,102,Sydney Thunder Women,2020-11-17T19:05:35Z,1,False,,,,760,Shabnim Ismail,385,Lizelle Lee,659,Sophie Molineux,222,43,Left,Short Extra Cover,0,0,0,0,,LengthBall,Null,NotOut,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,227,False,True,True,False,False,False,0,0,0,0,0,False,False
331427,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,10702,,9648,WBBL|06,1,101,Melbourne Renegades Women,102,Sydney Thunder Women,2020-11-17T19:06:09Z,2,False,,,,760,Shabnim Ismail,385,Lizelle Lee,659,Sophie Molineux,216,43,Left,Short Extra Cover,0,0,0,0,,LengthBall,Null,NotOut,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,227,False,False,True,False,False,False,0,0,0,0,0,False,False
331427,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,10702,,9648,WBBL|06,1,101,Melbourne Renegades Women,102,Sydney Thunder Women,2020-11-17T19:06:37Z,3,False,,,,760,Shabnim Ismail,385,Lizelle Lee,659,Sophie Molineux,164,118,Left,Deep Backward Point,1,0,1,1,,BackOfALength,Null,NotOut,Played,0,Cut,Null,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,227,False,False,True,False,False,False,1,0,0,0,0,False,False
331427,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,10702,,9648,WBBL|06,1,101,Melbourne Renegades Women,102,Sydney Thunder Women,2020-11-17T19:07:26Z,4,False,,,,760,Shabnim Ismail,659,Sophie Molineux,385,Lizelle Lee,90,48,Right,Wicketkeeper,0,0,0,0,,LengthBall,Null,NotOut,Missed,0,Drive,Null,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,227,False,False,True,False,False,False,0,0,0,0,0,False,False
331427,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,10702,,9648,WBBL|06,1,101,Melbourne Renegades Women,102,Sydney Thunder Women,2020-11-17T19:07:58Z,5,False,,,,760,Shabnim Ismail,659,Sophie Molineux,385,Lizelle Lee,171,114,Right,Backward Square Leg,1,0,1,1,,LengthBall,Null,NotOut,Played,0,Glance,Null,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,227,False,False,True,False,False,False,1,0,0,0,0,False,False
331427,1,2.0,2.0,0.0,0.0,2.0,0.0,2.0,10702,,9648,WBBL|06,1,101,Melbourne Renegades Women,102,Sydney Thunder Women,2020-11-17T19:08:32Z,6,False,,,,760,Shabnim Ismail,385,Lizelle Lee,659,Sophie Molineux,239,44,Left,Silly Mid Off,0,0,0,0,,LengthBall,Null,NotOut,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,NotReferred,Null,False,False,False,False,False,False,227,False,False,True,False,False,False,0,0,0,0,0,False,False
331428,2,4.0,6.0,0.0,0.0,8.0,0.0,6.0,10702,,9648,WBBL|06,1,101,Melbourne Renegades Women,102,Sydney Thunder Women,2020-11-17T19:09:30Z,1,False,,,,543,Sam Bates,659,Sophie Molineux,385,Lizelle Lee,90,48,Right,Wicketkeeper,0,0,0,0,,LengthBall,Null,NotOut,Missed,0,Cut,Null,Over,Orthodox,Right,Null,NotReferred,Null,False,False,False,False,False,False,204,False,False,True,False,False,False,0,0,0,0,0,False,False
331428,2,4.0,6.0,0.0,0.0,8.0,0.0,6.0,10702,,9648,WBBL|06,1,101,Melbourne Renegades Women,102,Sydney Thunder Women,2020-11-17T19:09:47Z,2,False,,,,543,Sam Bates,659,Sophie Molineux,385,Lizelle Lee,90,48,Right,Wicketkeeper,0,0,0,0,,LengthBall,Null,NotOut,Missed,0,Cut,Null,Over,Orthodox,Right,Null,NotReferred,Null,False,False,False,False,False,False,204,False,False,True,False,False,False,0,0,0,0,0,False,False
331428,2,4.0,6.0,0.0,0.0,8.0,0.0,6.0,10702,,9648,WBBL|06,1,101,Melbourne Renegades Women,102,Sydney Thunder Women,2020-11-17T19:10:03Z,3,False,,,,543,Sam Bates,659,Sophie Molineux,385,Lizelle Lee,186,122,Right,Square Leg,2,0,2,2,,BackOfALength,Null,NotOut,Played,0,Worked,Null,Over,Orthodox,Right,Null,NotReferred,Null,False,False,False,False,False,False,204,False,False,True,False,False,False,2,0,0,0,0,False,False
331428,2,4.0,6.0,0.0,0.0,8.0,0.0,6.0,10702,,9648,WBBL|06,1,101,Melbourne Renegades Women,102,Sydney Thunder Women,2020-11-17T19:10:28Z,4,False,,,,543,Sam Bates,659,Sophie Molineux,385,Lizelle Lee,15,53,Right,Gully,0,0,0,0,,BackOfALength,Null,NotOut,MisTimed,0,Cut,Null,Over,Orthodox,Right,Null,NotReferred,Null,False,False,False,False,False,False,204,False,False,True,False,False,False,0,0,0,0,0,False,False
