over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,catchDifficulty,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,dismissalType
1244267,1,4.0,4.0,0.0,0.0,4.0,0.0,4.0,72921,,24322,Weber WBBL|11,1,95,Perth Scorchers Women,96,Hobart Hurricanes Women,2025-12-13T19:15:03Z,1,False,900,Molly Strano,539,Katie Mack,420,Beth Mooney,218,61,Short Extra Cover,0,0,0,0,LengthBall,Null,NotOut,Played,0,Drive,Null,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,100,False,True,True,False,False,False,0,0,0,0,0,False,False,,,,,
1244267,1,4.0,4.0,0.0,0.0,4.0,0.0,4.0,72921,,24322,Weber WBBL|11,1,95,Perth Scorchers Women,96,Hobart Hurricanes Women,2025-12-13T19:15:27Z,2,False,900,Molly Strano,539,Katie Mack,420,Beth Mooney,177,73,Point,0,0,0,0,LengthBall,Null,NotOut,Played,0,Cut,Null,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,100,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1244267,1,4.0,4.0,0.0,0.0,4.0,0.0,4.0,72921,,24322,Weber WBBL|11,1,95,Perth Scorchers Women,96,Hobart Hurricanes Women,2025-12-13T19:15:49Z,3,False,900,Molly Strano,539,Katie Mack,420,Beth Mooney,156,72,Backward Point,0,0,0,0,LengthBall,Null,NotOut,Played,0,Cut,Null,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,100,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1244267,1,4.0,4.0,0.0,0.0,4.0,0.0,4.0,72921,,24322,Weber WBBL|11,1,95,Perth Scorchers Women,96,Hobart Hurricanes Women,2025-12-13T19:16:19Z,4,False,900,Molly Strano,539,Katie Mack,420,Beth Mooney,244,150,Long Off,3,0,3,3,LengthBall,Null,NotOut,HitHard,0,Drive,Null,Over,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,100,False,False,True,False,False,False,3,0,0,0,0,False,False,,,,,
1244267,1,4.0,4.0,0.0,0.0,4.0,0.0,4.0,72921,,24322,Weber WBBL|11,1,95,Perth Scorchers Women,96,Hobart Hurricanes Women,2025-12-13T19:17:23Z,5,False,900,Molly Strano,420,Beth Mooney,539,Katie Mack,355,90,Point,0,0,0,0,BackOfALength,Null,NotOut,Played,0,Cut,Null,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,100,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1244267,1,4.0,4.0,0.0,0.0,4.0,0.0,4.0,72921,,24322,Weber WBBL|11,1,95,Perth Scorchers Women,96,Hobart Hurricanes Women,2025-12-13T19:17:45Z,6,False,900,Molly Strano,420,Beth Mooney,539,Katie Mack,320,102,Extra Cover,1,0,1,1,HalfVolley,Null,NotOut,Played,0,Drive,Null,Round,OffSpin,Right,Null,NotReferred,Null,False,False,False,False,False,False,100,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
1244268,2,4.5,5.0,0.0,0.0,9.0,0.0,5.0,72921,,24322,Weber WBBL|11,1,95,Perth Scorchers Women,96,Hobart Hurricanes Women,2025-12-13T19:19:22Z,1,False,1047,Nicola Carey,420,Beth Mooney,539,Katie Mack,304,92,Mid Off,0,0,0,0,LengthBall,Null,NotOut,Played,0,Drive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,122,False,True,True,False,False,False,0,0,0,0,0,False,False,,,,,
1244268,2,4.5,5.0,0.0,0.0,9.0,0.0,5.0,72921,,24322,Weber WBBL|11,1,95,Perth Scorchers Women,96,Hobart Hurricanes Women,2025-12-13T19:19:49Z,2,False,1047,Nicola Carey,420,Beth Mooney,539,Katie Mack,3,177,Deep Point,4,0,4,4,LengthBall,Null,NotOut,HitHard,0,Cut,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,122,False,False,True,False,False,False,4,0,0,0,0,False,True,,,,,
1244268,2,4.5,5.0,0.0,0.0,9.0,0.0,5.0,72921,,24322,Weber WBBL|11,1,95,Perth Scorchers Women,96,Hobart Hurricanes Women,2025-12-13T19:20:27Z,3,False,1047,Nicola Carey,420,Beth Mooney,539,Katie Mack,53,43,Second Slip,0,0,0,0,LengthBall,Null,NotOut,Edged,0,Cut,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,122,False,False,True,False,False,False,0,0,0,0,0,False,False,,,,,
1244268,2,4.5,5.0,0.0,0.0,9.0,0.0,5.0,72921,,24322,Weber WBBL|11,1,95,Perth Scorchers Women,96,Hobart Hurricanes Women,2025-12-13T19:20:56Z,4,False,1047,Nicola Carey,420,Beth Mooney,539,Katie Mack,319,81,Extra Cover,1,0,1,1,HalfVolley,Null,NotOut,HitHard,0,Drive,Null,Over,Medium,Right,Null,NotReferred,Null,False,False,False,False,False,False,122,False,False,True,False,False,False,1,0,0,0,0,False,False,,,,,
