over_id,over_overNumber,over_runrate,over_totalInningRuns,over_totalInningWickets,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled,ballDateTime,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,runsConceded,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount
478753,2,3.0,6.0,0.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478753,2,3.0,6.0,0.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478753,2,3.0,6.0,0.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478753,2,3.0,6.0,0.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478753,2,3.0,6.0,0.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478753,2,3.0,6.0,0.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478754,3,5.0,15.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478754,3,5.0,15.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478754,3,5.0,15.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478754,3,5.0,15.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478754,3,5.0,15.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478754,3,5.0,15.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478755,4,4.0,16.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478755,4,4.0,16.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478755,4,4.0,16.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478755,4,4.0,16.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478755,4,4.0,16.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478755,4,4.0,16.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478755,4,4.0,16.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478756,5,5.0,25.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478756,5,5.0,25.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478756,5,5.0,25.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478756,5,5.0,25.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478756,5,5.0,25.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478756,5,5.0,25.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478756,5,5.0,25.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478757,6,4.83,29.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478757,6,4.83,29.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478757,6,4.83,29.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478757,6,4.83,29.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478757,6,4.83,29.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478757,6,4.83,29.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478758,7,4.86,34.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478758,7,4.86,34.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478758,7,4.86,34.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478758,7,4.86,34.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478758,7,4.86,34.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478758,7,4.86,34.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478759,8,4.25,34.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478759,8,4.25,34.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478759,8,4.25,34.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478759,8,4.25,34.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478759,8,4.25,34.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478759,8,4.25,34.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478760,9,3.89,35.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478760,9,3.89,35.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478760,9,3.89,35.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478760,9,3.89,35.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478760,9,3.89,35.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478760,9,3.89,35.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478761,10,4.0,40.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478761,10,4.0,40.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478761,10,4.0,40.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478761,10,4.0,40.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478761,10,4.0,40.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478761,10,4.0,40.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478762,11,3.73,41.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478762,11,3.73,41.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478762,11,3.73,41.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478762,11,3.73,41.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478762,11,3.73,41.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478762,11,3.73,41.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478764,12,3.75,45.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478764,12,3.75,45.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478764,12,3.75,45.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478764,12,3.75,45.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478764,12,3.75,45.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478764,12,3.75,45.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478765,13,4.69,61.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478765,13,4.69,61.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478765,13,4.69,61.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478765,13,4.69,61.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478765,13,4.69,61.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478765,13,4.69,61.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478766,14,4.5,63.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478766,14,4.5,63.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478766,14,4.5,63.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478766,14,4.5,63.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478766,14,4.5,63.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478766,14,4.5,63.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478768,15,4.33,65.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478768,15,4.33,65.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478768,15,4.33,65.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478768,15,4.33,65.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478768,15,4.33,65.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478768,15,4.33,65.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478768,15,4.33,65.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478769,16,4.19,67.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478769,16,4.19,67.0,1.0,,,,,14042,,12072,ICC Under 19 Men's World Cup 2022,1,233,Pakistan U19 Men,224,Afghanistan U19 Men,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
