over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,lengthTypeId,lineTypeId,appealDismissalTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,referralOutcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,dismissalTypeId,dismissalType
348912,2,2.0,2.0,0.0,2.0,4.0,1.0,3.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:09:00Z,3,False,,,2717.0,Fatima Sana Khan,1731.0,Laura Wolvaardt,994.0,Sune Luus,192.0,102.0,Left,Cover,1.0,0,1,1.0,LengthBall,Null,NotOut,Played,0,Drive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,248.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
348912,2,2.0,2.0,0.0,2.0,4.0,1.0,3.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:09:34Z,4,False,,,2717.0,Fatima Sana Khan,994.0,Sune Luus,1731.0,Laura Wolvaardt,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,BackOfALength,Null,NotOut,NoShot,0,ShouldersArms,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,248.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348912,2,2.0,2.0,0.0,2.0,4.0,1.0,3.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:10:15Z,5,False,,,2717.0,Fatima Sana Khan,994.0,Sune Luus,1731.0,Laura Wolvaardt,200.0,80.0,Left,Cover,0.0,0,0,0.0,LengthBall,Null,NotOut,Played,0,Drive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,248.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348912,2,2.0,2.0,0.0,2.0,4.0,1.0,3.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:10:49Z,6,False,,,2717.0,Fatima Sana Khan,994.0,Sune Luus,1731.0,Laura Wolvaardt,39.0,60.0,Left,Leg Gully,0.0,1,1,0.0,LengthBall,Null,NotOut,HitPad,0,Glance,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,True,False,False,248.0,False,False,True,False,False,False,0.0,0.0,0.0,1.0,0.0,False,False,,
348914,3,3.0,5.0,0.0,0.0,9.0,1.0,5.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:11:45Z,1,False,,,789.0,Diana Baig,994.0,Sune Luus,1731.0,Laura Wolvaardt,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,BackOfALength,Null,NotOut,Missed,0,Cut,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,292.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348914,3,3.0,5.0,0.0,0.0,9.0,1.0,5.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:12:21Z,2,False,,,789.0,Diana Baig,994.0,Sune Luus,1731.0,Laura Wolvaardt,270.0,40.0,Left,Bowler,0.0,0,0,0.0,BackOfALength,Null,NotOut,Played,0,BackwardDefensive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,292.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348914,3,3.0,5.0,0.0,0.0,9.0,1.0,5.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:13:27Z,3,False,,,789.0,Diana Baig,994.0,Sune Luus,1731.0,Laura Wolvaardt,184.0,80.0,Left,Point,1.0,0,1,1.0,LengthBall,Null,NotOut,Played,0,Cut,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,292.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
348914,3,3.0,5.0,0.0,0.0,9.0,1.0,5.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:14:12Z,4,False,,,789.0,Diana Baig,1731.0,Laura Wolvaardt,994.0,Sune Luus,353.0,156.0,Left,Deep Square Leg,2.0,0,2,2.0,LengthBall,Null,NotOut,Played,0,Glance,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,292.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,,
348914,3,3.0,5.0,0.0,0.0,9.0,1.0,5.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:14:54Z,5,False,,,789.0,Diana Baig,1731.0,Laura Wolvaardt,994.0,Sune Luus,270.0,40.0,Left,Bowler,0.0,0,0,0.0,LengthBall,Null,NotOut,Played,0,ForwardDefensive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,292.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348914,3,3.0,5.0,0.0,0.0,9.0,1.0,5.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:15:27Z,6,False,,,789.0,Diana Baig,1731.0,Laura Wolvaardt,994.0,Sune Luus,349.0,99.0,Left,Mid Wicket,2.0,0,2,2.0,LengthBall,Null,NotOut,Played,0,Glance,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,292.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,,
348917,4,3.5,5.0,0.0,0.0,14.0,1.0,5.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:16:55Z,1,False,,,2717.0,Fatima Sana Khan,994.0,Sune Luus,1731.0,Laura Wolvaardt,216.0,78.0,Left,Extra Cover,0.0,0,0,0.0,BackOfALength,Null,NotOut,Played,0,Drive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,248.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348917,4,3.5,5.0,0.0,0.0,14.0,1.0,5.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:17:30Z,2,False,,,2717.0,Fatima Sana Khan,994.0,Sune Luus,1731.0,Laura Wolvaardt,218.0,63.0,Left,Short Extra Cover,0.0,0,0,0.0,LengthBall,Null,NotOut,Played,0,Drive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,248.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348917,4,3.5,5.0,0.0,0.0,14.0,1.0,5.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:18:04Z,3,False,,,2717.0,Fatima Sana Khan,994.0,Sune Luus,1731.0,Laura Wolvaardt,139.0,128.0,Left,Third Man,1.0,0,1,1.0,LengthBall,Null,NotOut,Edged,0,Drive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,248.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
348917,4,3.5,5.0,0.0,0.0,14.0,1.0,5.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:18:43Z,4,False,,,2717.0,Fatima Sana Khan,1731.0,Laura Wolvaardt,994.0,Sune Luus,193.0,185.0,Left,Deep Cover,4.0,0,4,4.0,HalfVolley,Null,NotOut,HitHard,0,Drive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,248.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,
348917,4,3.5,5.0,0.0,0.0,14.0,1.0,5.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:19:31Z,5,False,,,2717.0,Fatima Sana Khan,1731.0,Laura Wolvaardt,994.0,Sune Luus,0.0,0.0,Left,,0.0,0,0,0.0,LengthBall,Null,Lbw,HitPad,0,Glance,Null,Over,Medium,Left,NotOut2ndUmpire,NotReferred,Null,False,False,False,False,False,True,248.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348917,4,3.5,5.0,0.0,0.0,14.0,1.0,5.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:20:17Z,6,False,,,2717.0,Fatima Sana Khan,1731.0,Laura Wolvaardt,994.0,Sune Luus,316.0,47.0,Left,Short Mid Wicket,0.0,0,0,0.0,LengthBall,Null,NotOut,MisTimed,0,Drive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,248.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348920,5,4.8,10.0,1.0,0.0,24.0,2.0,10.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:21:46Z,1,False,,,789.0,Diana Baig,994.0,Sune Luus,1731.0,Laura Wolvaardt,246.0,83.0,Left,Mid Off,0.0,0,0,0.0,LengthBall,Null,NotOut,Played,0,Drive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,292.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348920,5,4.8,10.0,1.0,0.0,24.0,2.0,10.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:22:22Z,2,False,,,789.0,Diana Baig,994.0,Sune Luus,1731.0,Laura Wolvaardt,348.0,183.0,Left,Deep Mid Wicket,4.0,0,4,4.0,LengthBall,Null,NotOut,HitHard,0,Glance,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,292.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,
348920,5,4.8,10.0,1.0,0.0,24.0,2.0,10.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:23:05Z,3,False,,,789.0,Diana Baig,994.0,Sune Luus,1731.0,Laura Wolvaardt,226.0,187.0,Left,Deep Extra Cover,4.0,0,4,4.0,LengthBall,Null,NotOut,HitHard,0,Drive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,292.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,
348920,5,4.8,10.0,1.0,0.0,24.0,2.0,10.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:23:50Z,4,False,,,789.0,Diana Baig,994.0,Sune Luus,1731.0,Laura Wolvaardt,317.0,134.0,Left,Mid On,2.0,0,2,2.0,HalfVolley,Null,NotOut,Played,0,Drive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,292.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,False,False,,
348920,5,4.8,10.0,1.0,0.0,24.0,2.0,10.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:24:28Z,5,True,994.0,Sune Luus,789.0,Diana Baig,994.0,Sune Luus,1731.0,Laura Wolvaardt,0.0,0.0,Left,,0.0,0,0,0.0,LengthBall,Null,NotOut,Missed,0,Drive,Null,Over,Medium,Left,Out1stUmpire,NotReferred,Null,False,False,False,False,False,False,292.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,Bowled,Bowled
348920,5,4.8,10.0,1.0,0.0,24.0,2.0,10.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:26:37Z,6,False,,,789.0,Diana Baig,3536.0,Lara Goodall,1731.0,Laura Wolvaardt,314.0,59.0,Right,Short Extra Cover,0.0,0,0,0.0,LengthBall,Null,NotOut,Played,0,ForwardDefensive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,292.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348923,6,4.67,4.0,0.0,0.0,28.0,2.0,4.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:27:34Z,1,False,,,2717.0,Fatima Sana Khan,1731.0,Laura Wolvaardt,3536.0,Lara Goodall,222.0,29.0,Left,Silly Point,0.0,0,0,0.0,LengthBall,Null,NotOut,MisTimed,0,Drive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,248.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348923,6,4.67,4.0,0.0,0.0,28.0,2.0,4.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:28:07Z,2,False,,,2717.0,Fatima Sana Khan,1731.0,Laura Wolvaardt,3536.0,Lara Goodall,90.0,48.0,Left,Wicketkeeper,0.0,0,0,0.0,LengthBall,Null,NotOut,Missed,0,Drive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,248.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348923,6,4.67,4.0,0.0,0.0,28.0,2.0,4.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:28:39Z,3,False,,,2717.0,Fatima Sana Khan,1731.0,Laura Wolvaardt,3536.0,Lara Goodall,298.0,85.0,Left,Mid On,0.0,0,0,0.0,HalfVolley,Null,NotOut,Played,0,Drive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,248.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348923,6,4.67,4.0,0.0,0.0,28.0,2.0,4.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:29:22Z,4,False,,,2717.0,Fatima Sana Khan,1731.0,Laura Wolvaardt,3536.0,Lara Goodall,203.0,70.0,Left,Cover,0.0,0,0,0.0,LengthBall,Null,NotOut,Played,0,Drive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,248.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348923,6,4.67,4.0,0.0,0.0,28.0,2.0,4.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:29:50Z,5,False,,,2717.0,Fatima Sana Khan,1731.0,Laura Wolvaardt,3536.0,Lara Goodall,306.0,215.0,Left,Long On,4.0,0,4,4.0,LengthBall,Null,NotOut,HitHard,0,Drive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,248.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,,
348923,6,4.67,4.0,0.0,0.0,28.0,2.0,4.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:30:44Z,6,False,,,2717.0,Fatima Sana Khan,1731.0,Laura Wolvaardt,3536.0,Lara Goodall,218.0,76.0,Left,Extra Cover,0.0,0,0,0.0,LengthBall,Null,NotOut,MisTimed,0,Drive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,248.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348926,7,4.0,0.0,0.0,0.0,28.0,2.0,0.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:31:36Z,1,False,,,789.0,Diana Baig,3536.0,Lara Goodall,1731.0,Laura Wolvaardt,72.0,46.0,Right,First Slip,0.0,0,0,0.0,LengthBall,Null,NotOut,Edged,0,BackwardDefensive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,292.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348926,7,4.0,0.0,0.0,0.0,28.0,2.0,0.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:32:12Z,2,False,,,789.0,Diana Baig,3536.0,Lara Goodall,1731.0,Laura Wolvaardt,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,LengthBall,Null,NotOut,Missed,0,Drive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,292.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348926,7,4.0,0.0,0.0,0.0,28.0,2.0,0.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:32:50Z,3,False,,,789.0,Diana Baig,3536.0,Lara Goodall,1731.0,Laura Wolvaardt,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,LengthBall,Null,NotOut,Missed,0,Drive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,292.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348926,7,4.0,0.0,0.0,0.0,28.0,2.0,0.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:33:33Z,4,False,,,789.0,Diana Baig,3536.0,Lara Goodall,1731.0,Laura Wolvaardt,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,LengthBall,Null,NotOut,Missed,0,Drive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,292.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348926,7,4.0,0.0,0.0,0.0,28.0,2.0,0.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:34:07Z,5,False,,,789.0,Diana Baig,3536.0,Lara Goodall,1731.0,Laura Wolvaardt,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,LengthBall,Null,NotOut,NoShot,0,ShouldersArms,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,292.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348926,7,4.0,0.0,0.0,0.0,28.0,2.0,0.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:34:42Z,6,False,,,789.0,Diana Baig,3536.0,Lara Goodall,1731.0,Laura Wolvaardt,90.0,48.0,Right,Wicketkeeper,0.0,0,0,0.0,LengthBall,Null,NotOut,Edged,0,BackwardDefensive,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,292.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,,
348929,8,3.62,1.0,0.0,0.0,29.0,2.0,1.0,10964,3rd Test,10101,South Africa v Pakistan ODIs - Women's,1,69,South Africa Women,70,Pakistan Women,2021-01-20T10:35:55Z,1,False,,,2717.0,Fatima Sana Khan,1731.0,Laura Wolvaardt,3536.0,Lara Goodall,135.0,138.0,Left,Third Man,1.0,0,1,1.0,LengthBall,Null,NotOut,Played,0,Steer,Null,Over,Medium,Left,Null,NotReferred,Null,False,False,False,False,False,False,248.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,,
