over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,over_totalInningRuns,over_totalInningWickets,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled,appealDismissalTypeId
90806,1,15.0,6.0,0.0,2.0,6.0,6.0,0.0,1997,,4314,Women's Ashes ODIs,1,71,England Women,68,Australia Women,2019-07-02T14:00:18Z,1,False,,,,661.0,Megan Schutt,433.0,Tammy Beaumont,409.0,Amy Jones,311.0,190.0,Left,Long On,4.0,0,4,4.0,,HalfVolley,Null,HitHard,0,Flick,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,24.0,False,True,True,False,False,False,4.0,0.0,0.0,0.0,0.0,False,True,
90806,1,15.0,6.0,0.0,2.0,6.0,6.0,0.0,1997,,4314,Women's Ashes ODIs,1,71,England Women,68,Australia Women,2019-07-02T14:00:51Z,2,False,,,,661.0,Megan Schutt,433.0,Tammy Beaumont,409.0,Amy Jones,196.0,83.0,Left,Cover,0.0,0,0,0.0,,LengthBall,Null,Played,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,24.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
90806,1,15.0,6.0,0.0,2.0,6.0,6.0,0.0,1997,,4314,Women's Ashes ODIs,1,71,England Women,68,Australia Women,2019-07-02T14:01:17Z,3,False,,,,661.0,Megan Schutt,433.0,Tammy Beaumont,409.0,Amy Jones,270.0,40.0,Left,Bowler,0.0,0,0,0.0,,LengthBall,Null,Played,0,Pushed,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,24.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
90806,1,15.0,6.0,0.0,2.0,6.0,6.0,0.0,1997,,4314,Women's Ashes ODIs,1,71,England Women,68,Australia Women,2019-07-02T14:01:49Z,4,False,,,,661.0,Megan Schutt,433.0,Tammy Beaumont,409.0,Amy Jones,49.0,83.0,Left,Short Fine Leg,0.0,1,1,0.0,,LengthBall,Null,HitPad,0,Flick,Null,Over,Fast,Left,Null,Null,False,False,False,True,False,False,24.0,False,False,True,False,False,False,0.0,0.0,0.0,1.0,0.0,False,False,
90806,1,15.0,6.0,0.0,2.0,6.0,6.0,0.0,1997,,4314,Women's Ashes ODIs,1,71,England Women,68,Australia Women,2019-07-02T14:02:42Z,5,False,,,,661.0,Megan Schutt,409.0,Amy Jones,433.0,Tammy Beaumont,270.0,40.0,Left,Bowler,1.0,0,0,0.0,,HalfVolley,Null,Played,0,Leave,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,24.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
90806,1,15.0,6.0,0.0,2.0,6.0,6.0,0.0,1997,,4314,Women's Ashes ODIs,1,71,England Women,68,Australia Women,2019-07-02T14:03:12Z,6,False,,,,661.0,Megan Schutt,409.0,Amy Jones,433.0,Tammy Beaumont,90.0,48.0,Left,Wicketkeeper,1.0,1,1,0.0,,LengthBall,Null,MissedLegSide,0,Flick,Null,Over,Fast,Left,Null,Null,True,False,False,False,False,False,24.0,False,False,True,False,False,False,0.0,0.0,1.0,0.0,0.0,False,False,
90806,1,15.0,6.0,0.0,2.0,6.0,6.0,0.0,1997,,4314,Women's Ashes ODIs,1,71,England Women,68,Australia Women,2019-07-02T14:03:54Z,6,False,,,,661.0,Megan Schutt,409.0,Amy Jones,433.0,Tammy Beaumont,203.0,80.0,Left,Cover,0.0,0,0,0.0,,LengthBall,Null,Played,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,24.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
90818,2,5.33,2.0,1.0,0.0,2.0,8.0,1.0,1997,,4314,Women's Ashes ODIs,1,71,England Women,68,Australia Women,2019-07-02T14:04:21Z,1,False,,,,658.0,Ellyse Perry,433.0,Tammy Beaumont,409.0,Amy Jones,44.0,127.0,Left,Fine Leg,1.0,0,1,1.0,,BackOfALength,Null,Played,0,Pull,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,14.0,False,True,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
90818,2,5.33,2.0,1.0,0.0,2.0,8.0,1.0,1997,,4314,Women's Ashes ODIs,1,71,England Women,68,Australia Women,2019-07-02T14:04:55Z,2,True,Caught,409.0,Amy Jones,658.0,Ellyse Perry,409.0,Amy Jones,433.0,Tammy Beaumont,56.0,74.0,Left,Short Fine Leg,0.0,0,0,0.0,Caught,BackOfALength,Null,MisTimed,0,Pull,Null,Over,Medium,Left,Out2ndUmpire,Null,False,False,False,False,False,False,14.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,False,False,
90818,2,5.33,2.0,1.0,0.0,2.0,8.0,1.0,1997,,4314,Women's Ashes ODIs,1,71,England Women,68,Australia Women,2019-07-02T14:06:23Z,3,False,,,,658.0,Ellyse Perry,433.0,Tammy Beaumont,387.0,Sarah Taylor,317.0,46.0,Left,Short Mid Wicket,1.0,0,1,1.0,,LengthBall,Null,Played,0,Flick,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,14.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,False,False,
