over_id,over_overNumber,over_runrate,over_runsConceded,over_wickets,over_runsExtras,over_totalInningRuns,over_totalInningWickets,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballDateTime,ballNumber,isWicket,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,fieldingPosition,runsConceded,extras,runs,runsScored,dismissalType,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,isBoundry,isAirNotControlled
128618,1,8.0,4.0,0.0,0.0,4.0,0.0,4.0,3286,,5443,Australia v Sri Lanka ODIs - Women,1,68,Australia Women,77,Sri Lanka Women,2019-10-07T11:10:46Z,1,False,,,,1178,Udeshika Prabodani,655,Alyssa Healy,407,Rachael Haynes,270,40,Left,Bowler,0,0,0,0,,BackOfALength,Null,Played,0,BackwardDefensive,Null,Over,Medium,Right,Null,Null,False,False,False,False,False,False,97,False,True,True,False,False,False,0,0,0,0,0,False,False
128618,1,8.0,4.0,0.0,0.0,4.0,0.0,4.0,3286,,5443,Australia v Sri Lanka ODIs - Women,1,68,Australia Women,77,Sri Lanka Women,2019-10-07T11:11:09Z,2,False,,,,1178,Udeshika Prabodani,655,Alyssa Healy,407,Rachael Haynes,165,61,Left,Gully,0,0,0,0,,LengthBall,Null,HitPad,0,Worked,Null,Over,Medium,Right,Null,Null,False,False,False,False,False,False,97,False,False,True,False,False,False,0,0,0,0,0,False,False
128618,1,8.0,4.0,0.0,0.0,4.0,0.0,4.0,3286,,5443,Australia v Sri Lanka ODIs - Women,1,68,Australia Women,77,Sri Lanka Women,2019-10-07T11:11:40Z,3,False,,,,1178,Udeshika Prabodani,655,Alyssa Healy,407,Rachael Haynes,217,57,Left,Short Extra Cover,0,0,0,0,,LengthBall,Null,Played,0,Pushed,Null,Over,Medium,Right,Null,Null,False,False,False,False,False,False,97,False,False,True,False,False,False,0,0,0,0,0,False,False
128618,1,8.0,4.0,0.0,0.0,4.0,0.0,4.0,3286,,5443,Australia v Sri Lanka ODIs - Women,1,68,Australia Women,77,Sri Lanka Women,2019-10-07T11:12:01Z,4,False,,,,1178,Udeshika Prabodani,655,Alyssa Healy,407,Rachael Haynes,11,179,Left,Deep Backward Square Leg,4,0,4,4,,BackOfALength,Null,HitHard,0,Pull,Null,Over,Medium,Right,Null,Null,False,False,False,False,False,False,97,False,False,True,False,False,False,4,0,0,0,0,False,True
128618,1,8.0,4.0,0.0,0.0,4.0,0.0,4.0,3286,,5443,Australia v Sri Lanka ODIs - Women,1,68,Australia Women,77,Sri Lanka Women,2019-10-07T11:12:54Z,5,False,,,,1178,Udeshika Prabodani,655,Alyssa Healy,407,Rachael Haynes,353,93,Left,Square Leg,0,0,0,0,,HalfVolley,Null,Played,0,Flick,Null,Over,Medium,Right,Null,Null,False,False,False,False,False,False,97,False,False,True,False,False,False,0,0,0,0,0,False,False
128618,1,8.0,4.0,0.0,0.0,4.0,0.0,4.0,3286,,5443,Australia v Sri Lanka ODIs - Women,1,68,Australia Women,77,Sri Lanka Women,2019-10-07T11:13:17Z,6,False,,,,1178,Udeshika Prabodani,655,Alyssa Healy,407,Rachael Haynes,328,65,Left,Short Mid Wicket,0,0,0,0,,LengthBall,Null,Played,0,Pushed,Null,Over,Medium,Right,Null,Null,False,False,False,False,False,False,97,False,False,True,False,False,False,0,0,0,0,0,False,False
128619,2,2.67,0.0,0.0,0.0,4.0,0.0,,3286,,5443,Australia v Sri Lanka ODIs - Women,1,68,Australia Women,77,Sri Lanka Women,2019-10-07T11:14:25Z,1,False,,,,2469,Achini Kulasuriya,407,Rachael Haynes,655,Alyssa Healy,90,48,Right,Wicketkeeper,0,0,0,0,,LengthBall,Null,NoShot,0,Leave,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,100,False,True,True,False,False,False,0,0,0,0,0,False,False
128619,2,2.67,0.0,0.0,0.0,4.0,0.0,,3286,,5443,Australia v Sri Lanka ODIs - Women,1,68,Australia Women,77,Sri Lanka Women,2019-10-07T11:14:56Z,2,False,,,,2469,Achini Kulasuriya,407,Rachael Haynes,655,Alyssa Healy,215,70,Right,Mid Wicket,0,0,0,0,,BackOfALength,Null,MisTimed,0,Pull,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,100,False,False,True,False,False,False,0,0,0,0,0,False,False
128619,2,2.67,0.0,0.0,0.0,4.0,0.0,,3286,,5443,Australia v Sri Lanka ODIs - Women,1,68,Australia Women,77,Sri Lanka Women,2019-10-07T11:15:26Z,3,False,,,,2469,Achini Kulasuriya,407,Rachael Haynes,655,Alyssa Healy,249,35,Right,Silly Mid On,0,0,0,0,,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,100,False,False,True,False,False,False,0,0,0,0,0,False,False
128619,2,2.67,0.0,0.0,0.0,4.0,0.0,,3286,,5443,Australia v Sri Lanka ODIs - Women,1,68,Australia Women,77,Sri Lanka Women,2019-10-07T11:15:58Z,4,False,,,,2469,Achini Kulasuriya,407,Rachael Haynes,655,Alyssa Healy,354,51,Right,Point,0,0,0,0,,BackOfALength,Null,Played,0,BackwardDefensive,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,100,False,False,True,False,False,False,0,0,0,0,0,False,False
128619,2,2.67,0.0,0.0,0.0,4.0,0.0,,3286,,5443,Australia v Sri Lanka ODIs - Women,1,68,Australia Women,77,Sri Lanka Women,2019-10-07T11:16:42Z,5,False,,,,2469,Achini Kulasuriya,407,Rachael Haynes,655,Alyssa Healy,270,40,Right,Bowler,0,0,0,0,,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,100,False,False,True,False,False,False,0,0,0,0,0,False,False
128619,2,2.67,0.0,0.0,0.0,4.0,0.0,,3286,,5443,Australia v Sri Lanka ODIs - Women,1,68,Australia Women,77,Sri Lanka Women,2019-10-07T11:17:17Z,6,False,,,,2469,Achini Kulasuriya,407,Rachael Haynes,655,Alyssa Healy,270,40,Right,Bowler,0,0,0,0,,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Medium,Left,Null,Null,False,False,False,False,False,False,100,False,False,True,False,False,False,0,0,0,0,0,False,False
128620,3,2.4,2.0,0.0,0.0,6.0,0.0,2.0,3286,,5443,Australia v Sri Lanka ODIs - Women,1,68,Australia Women,77,Sri Lanka Women,2019-10-07T11:17:48Z,1,False,,,,1178,Udeshika Prabodani,655,Alyssa Healy,407,Rachael Haynes,227,35,Left,Short Extra Cover,0,0,0,0,,LengthBall,Null,MisTimed,0,Pushed,Null,Over,Medium,Right,Null,Null,False,False,False,False,False,False,97,False,False,True,False,False,False,0,0,0,0,0,False,False
