over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled,ballDateTime,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,runsScored,dismissalType,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,over_totalInningRuns,over_totalInningWickets,appealDismissalTypeId
48161,50,2.0,1.0,0.0,2.0,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,2,False,Backward Point,0,0,False,False,2019-03-14T08:37:02Z,,,,662.0,Jess Watkin,1877.0,Stella Campbell,1875.0,Courtney Sippel,161.0,90.0,Left,0.0,0.0,,BackOfALength,Null,Played,0,Cut,Null,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,267.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,
48161,50,2.0,1.0,0.0,2.0,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48161,50,2.0,1.0,0.0,2.0,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,3,True,Wicketkeeper,0,0,False,False,2019-03-14T08:37:18Z,Caught,1877.0,Stella Campbell,662.0,Jess Watkin,1877.0,Stella Campbell,1875.0,Courtney Sippel,90.0,48.0,Left,0.0,0.0,Caught,HalfVolley,Null,FalseShot,0,Drive,Null,Over,OffSpin,Left,Out1stUmpire,Null,False,False,False,False,False,False,266.0,False,False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,,,
48161,50,2.0,1.0,0.0,2.0,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48161,50,2.0,1.0,0.0,2.0,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48161,50,2.0,1.0,0.0,2.0,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48161,50,2.0,1.0,0.0,2.0,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48170,2,7.0,0.0,2.0,7.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,1,False,Mid On,0,0,False,False,2019-03-14T09:26:19Z,,,,1000.0,Annabel Sutherland,2446.0,Saachi Shahri,2291.0,Lauren Down,283.0,83.0,Left,0.0,0.0,,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,267.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,14.0,0.0,
48170,2,7.0,0.0,2.0,7.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,2,False,Wicketkeeper,1,1,False,False,2019-03-14T09:26:48Z,,,,1000.0,Annabel Sutherland,2446.0,Saachi Shahri,2291.0,Lauren Down,90.0,48.0,Left,1.0,0.0,,LengthBall,Null,MissedLegSide,0,Glance,Null,Over,Fast,Left,Null,Null,True,False,False,False,False,False,267.0,False,False,True,False,False,False,0.0,0.0,1.0,0.0,0.0,14.0,0.0,
48170,2,7.0,0.0,2.0,7.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,2,False,Short Mid Wicket,0,0,False,False,2019-03-14T09:27:22Z,,,,1000.0,Annabel Sutherland,2446.0,Saachi Shahri,2291.0,Lauren Down,325.0,51.0,Left,0.0,0.0,,LengthBall,Null,Played,0,BackwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,267.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,14.0,0.0,
48170,2,7.0,0.0,2.0,7.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,3,False,Deep Backward Point,0,4,False,False,2019-03-14T09:27:49Z,,,,1000.0,Annabel Sutherland,2446.0,Saachi Shahri,2291.0,Lauren Down,172.0,168.0,Left,4.0,4.0,,BackOfALength,Null,HitHard,0,Cut,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,267.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,14.0,0.0,
48170,2,7.0,0.0,2.0,7.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,4,False,Fine Leg,0,1,False,False,2019-03-14T09:28:25Z,,,,1000.0,Annabel Sutherland,2446.0,Saachi Shahri,2291.0,Lauren Down,52.0,134.0,Left,1.0,1.0,,LengthBall,Null,Played,0,Glance,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,267.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,14.0,0.0,
48170,2,7.0,0.0,2.0,7.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,5,False,Short Extra Cover,0,0,False,False,2019-03-14T09:29:04Z,,,,1000.0,Annabel Sutherland,2291.0,Lauren Down,2446.0,Saachi Shahri,213.0,48.0,Left,0.0,0.0,,Yorker,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,267.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,14.0,0.0,
48170,2,7.0,0.0,2.0,7.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,6,False,Wicketkeeper,1,1,False,False,2019-03-14T09:29:37Z,,,,1000.0,Annabel Sutherland,2291.0,Lauren Down,2446.0,Saachi Shahri,90.0,48.0,Left,1.0,0.0,,LengthBall,Null,NoShot,0,NoShot,Null,Over,Fast,Left,Null,Null,True,False,False,False,False,False,267.0,False,False,True,False,False,False,0.0,0.0,1.0,0.0,0.0,14.0,0.0,
48170,2,7.0,0.0,2.0,7.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,6,False,Extra Cover,0,0,False,False,2019-03-14T09:30:05Z,,,,1000.0,Annabel Sutherland,2291.0,Lauren Down,2446.0,Saachi Shahri,213.0,81.0,Left,0.0,0.0,,BackOfALength,Null,Played,0,BackwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,267.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,14.0,0.0,
48169,3,9.0,0.0,2.0,9.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,1,False,Third Man,0,2,False,False,2019-03-14T09:31:11Z,,,,1877.0,Stella Campbell,2446.0,Saachi Shahri,2291.0,Lauren Down,155.0,134.0,Left,2.0,2.0,,BackOfALength,Null,Played,0,Steer,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,266.0,False,False,True,False,False,False,2.0,0.0,0.0,0.0,0.0,23.0,0.0,
48169,3,9.0,0.0,2.0,9.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,2,False,Short Extra Cover,0,0,False,False,2019-03-14T09:31:39Z,,,,1877.0,Stella Campbell,2446.0,Saachi Shahri,2291.0,Lauren Down,201.0,61.0,Left,0.0,0.0,,LengthBall,Null,Played,0,BackwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,266.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,23.0,0.0,
48169,3,9.0,0.0,2.0,9.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,3,False,Third Man,0,1,False,False,2019-03-14T09:32:07Z,,,,1877.0,Stella Campbell,2446.0,Saachi Shahri,2291.0,Lauren Down,133.0,132.0,Left,1.0,1.0,,LengthBall,Null,Played,0,Steer,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,266.0,False,False,True,False,False,False,1.0,0.0,0.0,0.0,0.0,23.0,0.0,
48169,3,9.0,0.0,2.0,9.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,4,False,Wicketkeeper,1,1,False,False,2019-03-14T09:32:40Z,,,,1877.0,Stella Campbell,2291.0,Lauren Down,2446.0,Saachi Shahri,90.0,48.0,Left,1.0,0.0,,BackOfALength,Null,NoShot,0,NoShot,Null,Over,Fast,Left,Null,Null,True,False,False,False,False,False,266.0,False,False,True,False,False,False,0.0,0.0,1.0,0.0,0.0,23.0,0.0,
48169,3,9.0,0.0,2.0,9.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,4,False,Wicketkeeper,0,0,False,False,2019-03-14T09:33:13Z,,,,1877.0,Stella Campbell,2291.0,Lauren Down,2446.0,Saachi Shahri,90.0,48.0,Left,0.0,0.0,,LengthBall,Null,NoShot,0,NoShot,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,266.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,23.0,0.0,
48169,3,9.0,0.0,2.0,9.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,5,False,Deep Cover,0,4,False,False,2019-03-14T09:33:39Z,,,,1877.0,Stella Campbell,2291.0,Lauren Down,2446.0,Saachi Shahri,203.0,176.0,Left,4.0,4.0,,HalfVolley,Null,HitHard,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,266.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,23.0,0.0,
48169,3,9.0,0.0,2.0,9.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,6,False,Wicketkeeper,1,1,False,False,2019-03-14T09:34:19Z,,,,1877.0,Stella Campbell,2291.0,Lauren Down,2446.0,Saachi Shahri,90.0,48.0,Left,1.0,0.0,,HalfVolley,Null,PlayAndMiss,0,Drive,Null,Over,Fast,Left,Null,Null,True,False,False,False,False,False,266.0,False,False,True,False,False,False,0.0,0.0,1.0,0.0,0.0,23.0,0.0,
48169,3,9.0,0.0,2.0,9.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,6,False,Wicketkeeper,0,0,False,False,2019-03-14T09:34:52Z,,,,1877.0,Stella Campbell,2291.0,Lauren Down,2446.0,Saachi Shahri,90.0,48.0,Left,0.0,0.0,,LengthBall,Null,PlayAndMiss,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,266.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,23.0,0.0,
48172,4,4.0,0.0,0.0,4.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,1,False,Point,0,0,False,False,2019-03-14T09:35:34Z,,,,1000.0,Annabel Sutherland,2446.0,Saachi Shahri,2291.0,Lauren Down,182.0,80.0,Left,0.0,0.0,,LengthBall,Null,Played,0,Steer,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,267.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,27.0,0.0,
48172,4,4.0,0.0,0.0,4.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,2,False,Wicketkeeper,0,0,False,False,2019-03-14T09:35:59Z,,,,1000.0,Annabel Sutherland,2446.0,Saachi Shahri,2291.0,Lauren Down,90.0,48.0,Left,0.0,0.0,,LengthBall,Null,NoShot,0,NoShot,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,267.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,27.0,0.0,
48172,4,4.0,0.0,0.0,4.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,3,False,Mid Wicket,0,0,False,False,2019-03-14T09:36:21Z,,,,1000.0,Annabel Sutherland,2446.0,Saachi Shahri,2291.0,Lauren Down,327.0,72.0,Left,0.0,0.0,,LengthBall,Null,Played,0,ForwardDefensive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,267.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,27.0,0.0,
48172,4,4.0,0.0,0.0,4.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,0.0,
48172,4,4.0,0.0,0.0,4.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,4,False,Deep Cover,0,4,False,True,2019-03-14T09:36:47Z,,,,1000.0,Annabel Sutherland,2446.0,Saachi Shahri,2291.0,Lauren Down,200.0,175.0,Left,4.0,4.0,,LengthBall,Null,HitHard,0,Drive,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,267.0,False,False,True,False,False,False,4.0,0.0,0.0,0.0,0.0,27.0,0.0,
48172,4,4.0,0.0,0.0,4.0,1071,,5244,Australia U19 Tour of NZ One-Day - Women's,2,686,New Zealand Development Women,685,,5,False,Point,0,0,False,False,2019-03-14T09:37:23Z,,,,1000.0,Annabel Sutherland,2446.0,Saachi Shahri,2291.0,Lauren Down,187.0,77.0,Left,0.0,0.0,,LengthBall,Null,Played,0,Cut,Null,Over,Fast,Left,Null,Null,False,False,False,False,False,False,267.0,False,False,True,False,False,False,0.0,0.0,0.0,0.0,0.0,27.0,0.0,
