over_id,over_overNumber,over_runsConceded,over_wickets,over_runsExtras,over_totalRuns,id,matchName,fixtureId,fixtureName,inningNumber,battingTeamId,battingTeamName,bowlingTeamId,bowlingTeamName,ballNumber,isWicket,fieldingPosition,extras,runs,isBoundry,isAirNotControlled,ballDateTime,dismissalTypeId,dismissalPlayerId,dismissalPlayerName,bowlerPlayerId,bowlerPlayerName,battingPlayerId,battingPlayerName,nonStrikeBattingPlayerId,nonStrikeBattingPlayerName,shotAngle,shotMagnitude,battingHandId,runsConceded,runsScored,dismissalType,lengthTypeId,lineTypeId,battingConnectionId,battingFeetId,battingShotTypeId,bowlingDetailId,bowlingFromId,bowlingTypeId,bowlingHandId,outcomeId,noBallReasonId,isWide,isNoBall,isByes,isLegByes,isAirControlled,isAppeal,decisionOfficialId,isFreeHit,isNewBall,isPowerPlay,isBattingPowerPlay,isFloodLit,isReferred,teamRuns,runsByes,runsWide,runsLegByes,noBallsCount,over_totalInningRuns,over_totalInningWickets,appealDismissalTypeId
48167,42,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48167,42,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48167,42,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48167,42,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48167,42,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48167,42,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48166,43,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48166,43,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48166,43,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48166,43,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48166,43,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48166,43,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48165,44,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48165,44,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48165,44,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48165,44,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48165,44,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48165,44,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48157,45,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48157,45,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48157,45,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48157,45,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48157,45,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48157,45,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48163,46,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48163,46,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48163,46,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48163,46,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48163,46,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48163,46,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48162,47,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48162,47,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48162,47,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48162,47,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48162,47,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48162,47,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48158,48,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48158,48,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48158,48,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48158,48,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48158,48,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48158,48,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48159,49,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48159,49,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48159,49,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,3,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48159,49,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,4,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48159,49,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,5,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48159,49,,,,,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,6,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48161,50,2.0,1.0,0.0,2.0,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,1,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48161,50,2.0,1.0,0.0,2.0,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,1,False,Third Man,0,2,False,False,2019-03-14T08:36:40Z,,,,662.0,Jess Watkin,1877.0,Stella Campbell,1875.0,Courtney Sippel,117.0,137.0,Left,2.0,2.0,,LengthBall,Null,FalseShot,0,Pushed,Null,Over,OffSpin,Left,Null,Null,False,False,False,False,False,False,267.0,False,False,False,False,False,False,2.0,0.0,0.0,0.0,0.0,,,
48161,50,2.0,1.0,0.0,2.0,1070,,5244,Australia U19 Tour of NZ One-Day - Women's,1,685,,686,New Zealand Development Women,2,False,,0,0,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
